"participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy"
1,34,"pettegolezzo","UFFAMALINALISMO","GRATTUGIENDOLO",2,"Incorrect"
1,35,"pentola","CUOCCELA","FRITIENDOLA",1,"Correct"
1,36,"progresso","BAIALININARLO","CORTECNOLISMO",1,"Incorrect"
1,37,"agonia","MORTUMAZITA","GENAMORENZA",2,"Incorrect"
1,38,"emicrania","VESTICELLA","ACUFEROIDIA",2,"Correct"
1,39,"pervertito","DÉPLIOTIO","BRUFFEMIANDOLO",1,"Incorrect"
1,40,"risata","GUTONERTITA","NUVOLTANZA",1,"Correct"
1,41,"bara","SUONONELLA","SEPOLLAIA",2,"Correct"
1,42,"pelliccia","BOVISELETTA","IRIBOLENZA",1,"Correct"
1,43,"puntura","VACEFALINA","VACIDEMINA",2,"Incorrect"
1,44,"cranio","TETRUCCIERICO","GROTOPSIANDOLO",1,"Incorrect"
1,45,"capezzolo","BACINGINEO","POZZETALITO",2,"Incorrect"
1,46,"comodino","LETTOLETTO","AMANIMARISMO",2,"Incorrect"
1,47,"orchestra","VAPOGELLA","MAAZELLARIA",1,"Incorrect"
1,48,"rinfresco","NIDORMIENDOLO","BICCORERIANNO",2,"Correct"
1,49,"malaria","VACIDEMINA","VACEFALINA",1,"Correct"
1,50,"credenza","BONSCETTIA","TOPISEGNATURA",1,"Correct"
1,51,"crepuscolo","GROTOPSIANDOLO","NEBBALLIANTO",2,"Correct"
1,52,"benda","GUTONERTITA","GUARIOGRANDOLA",2,"Correct"
1,53,"cuscino","UCCIDALOSAMENTO","SDRASTELLO",2,"Correct"
1,54,"poltrona","COTOLITELLA","DECOMODA",2,"Correct"
1,55,"trionfo","TRAVINCIMENTO","OFFENDANTOSO",1,"Correct"
1,56,"faro","LUMITATRO","BAMBITORIO",1,"Correct"
1,57,"abbondanza","NUTRONATEZZA","TIELATILLINA",1,"Correct"
1,58,"vaiolo","BOVIACCAMENTO","INFETOTERO",1,"Incorrect"
1,59,"mensola","TAPOSTOIONA","BOVISELETTA",2,"Incorrect"
1,60,"squalo","VORICIPANZIO","SUPESCITOLO",1,"Incorrect"
1,61,"schiuma","CUOCETTOLA","VAPOGELLA",1,"Incorrect"
1,62,"statua","SOMMIRATOLA","GUARIOGRANDOLA",2,"Incorrect"
1,63,"dentista","BULICCHIRURA","MORTUMAZITA",1,"Correct"
1,64,"brezza","GIUBBIATOLA","NUVOLTANZA",2,"Correct"
1,65,"scodella","FRITIENDOLA","NUTRONATEZZA",1,"Correct"
1,66,"panca","PECCANNIA","SEDINOCA",2,"Correct"
1,67,"cucchiaio","GRATTUGIENDOLO","INFETOTERO",2,"Incorrect"
1,68,"giocattolo","BAMBITORIO","AMAGGIOSCO",1,"Correct"
1,69,"carcassa","BOVETRITOLA","SEPOLLAIA",2,"Incorrect"
1,70,"disprezzo","SDEGNATISMO","LETTOLETTO",1,"Correct"
1,71,"padella","ILLUMINETTRIA","CUOCETTOLA",2,"Correct"
1,72,"industria","TECNOLICENZA","BULICCHIRURA",1,"Correct"
1,73,"pianta","ACUFEROIDIA","ERBACOLATURA",2,"Correct"
1,74,"gonna","VESTICELLA","AFFOGNITURA",1,"Correct"
1,75,"insetto","NIDORMIENDOLO","TRAVINCIMENTO",1,"Correct"
1,76,"serbatoio","POZZETALITO","BAMAGOGO",1,"Correct"
1,77,"violino","SUONANELLO","GHIOTOSTALMENTO",1,"Correct"
1,78,"ginnasta","BOVACCIETTA","ATLETINATRICA",2,"Correct"
1,79,"fischio","SCIOCOLTAZIO","SUONANELLO",1,"Correct"
1,80,"lampadina","ILLUMINETTRIA","BONSCETTIA",1,"Correct"
1,81,"lussuria","PECCANNIA","NASCOBILISTA",1,"Correct"
2,1,"gonna","VACIDEMINA","VESTICELLA",2,"Correct"
2,2,"pervertito","BRUFFEMIANDOLO","BAMAGOGO",1,"Correct"
2,3,"fungo","GRATTUGIENDOLO","GHIOTOSTALMENTO",2,"Correct"
2,4,"pentola","VACEFALINA","CUOCCELA",2,"Correct"
2,5,"faro","LUMITATRO","BUCCOLAIANDOLO",1,"Correct"
2,6,"pentito","BOVIACCAMENTO","MAFIDAMATO",2,"Correct"
2,7,"orchestra","MAAZELLARIA","BULICCHIRURA",1,"Correct"
2,8,"scodella","NUTRONATEZZA","FRITIENDOLA",2,"Correct"
2,9,"abbondanza","BOVETRITOLA","NUTRONATEZZA",2,"Correct"
2,10,"tabacco","BRUFFEMIANDOLO","FUMACOLIO",2,"Correct"
2,11,"lampada","ILLUMITINA","SHAKESPEARIA",1,"Correct"
2,12,"gelosia","GENAMORENZA","GUTONERTITA",1,"Correct"
2,13,"benda","ACUFEROIDIA","GUARIOGRANDOLA",2,"Correct"
2,14,"poltrona","ILLUMINETTRIA","DECOMODA",2,"Correct"
2,15,"attrezzo","UCCIDALOSAMENTO","PESCHETTORIO",2,"Correct"
2,16,"insulto","BAIALININARLO","OFFENDANTOSO",2,"Correct"
2,17,"pasta","SOMMIRATOLA","COTOLITELLA",2,"Correct"
2,18,"cesto","SCIOCOLTAZIO","BUCCOLAIANDOLO",1,"Incorrect"
2,19,"risata","NASCOBILISTA","GUTONERTITA",1,"Incorrect"
2,20,"caramella","BONSCETTIA","TIELATILLINA",2,"Correct"
2,21,"pettegolezzo","UFFAMALINALISMO","AMAGGIOSCO",1,"Correct"
2,22,"commedia","SHAKESPEARIA","SEPOLLAIA",1,"Correct"
2,23,"mensola","BEVERCHIETTA","TAPOSTOIONA",2,"Correct"
2,24,"patriota","SEDINOCA","NASCOBILISTA",1,"Incorrect"
2,25,"allergia","TINFETIOLIA","TIELATILLINA",1,"Correct"
2,26,"fischio","SCIOCOLTAZIO","BAMBITORIO",1,"Correct"
2,27,"bibita","GIUBBIATOLA","BEVERCHIETTA",2,"Correct"
2,28,"carcassa","BOVETRITOLA","DECOMODA",1,"Correct"
2,29,"puntura","CAGOGNAZZA","VACEFALINA",2,"Correct"
2,30,"vaiolo","INFETOTERO","SDRASTELLO",1,"Correct"
2,31,"emicrania","MORTUMAZITA","ACUFEROIDIA",1,"Incorrect"
2,32,"manichino","TETRUCCIERICO","NEBBALLIANTO",2,"Incorrect"
2,33,"cucchiaio","GRATTUGIENDOLO","VORICIPANZIO",2,"Incorrect"
2,34,"gattino","BAIALININARLO","POZZETALITO",1,"Correct"
2,35,"panca","BOVISELETTA","SEDINOCA",2,"Correct"
2,36,"collera","IRIBOLENZA","COTOLITELLA",1,"Correct"
2,37,"sciarpa","GIUBBIATOLA","TECNOLICENZA",1,"Correct"
2,38,"serbatoio","TETRUCCIERICO","POZZETALITO",2,"Correct"
2,39,"melma","AFFOGNITURA","PECCANNIA",1,"Correct"
2,40,"disprezzo","INFETOTERO","SDEGNATISMO",2,"Correct"
2,41,"trionfo","LUMITATRO","TRAVINCIMENTO",2,"Correct"
2,42,"ginnasta","ATLETINATRICA","FRITIENDOLA",1,"Correct"
2,43,"stampo","POSPICCIOLO","SPONATENTALISMO",1,"Incorrect"
2,44,"capezzolo","BACINGINEO","UFFAMALINALISMO",1,"Correct"
2,45,"padella","CUOCETTOLA","TAPOSTOIONA",1,"Correct"
2,46,"cranio","GROTOPSIANDOLO","MAFIDAMATO",2,"Incorrect"
2,47,"violino","SUONANELLO","PESCHETTORIO",1,"Correct"
2,48,"sentimento","MORCAVATTICO","AMANIMARISMO",2,"Correct"
2,49,"massacro","UCCIDALOSAMENTO","AMANIMARISMO",1,"Correct"
2,50,"malaria","VACIDEMINA","NUVOLTANZA",1,"Correct"
2,51,"progresso","SDEGNATISMO","CORTECNOLISMO",1,"Incorrect"
2,52,"scarafaggio","MORCAVATTICO","LETTOLETTO",1,"Correct"
2,53,"feccia","CAGOGNAZZA","VESTICELLA",1,"Correct"
2,54,"lampadina","GENAMORENZA","ILLUMINETTRIA",2,"Correct"
2,55,"schiuma","TOPISEGNATURA","VAPOGELLA",2,"Correct"
2,56,"insetto","NIDORMIENDOLO","GROTOPSIANDOLO",1,"Correct"
2,57,"macello","BOVIACCAMENTO","TRAVINCIMENTO",1,"Correct"
2,58,"matita","TOPISEGNATURA","TINFETIOLIA",2,"Incorrect"
2,59,"brezza","NUVOLTANZA","GUARIOGRANDOLA",1,"Correct"
2,60,"opuscolo","DÉPLIOTIO","SUPESCITOLO",1,"Correct"
2,61,"cuscino","SDRASTELLO","DÉPLIOTIO",1,"Correct"
2,62,"comodino","LETTOLETTO","SPONATENTALISMO",2,"Incorrect"
2,63,"dentista","BULICCHIRURA","ILLUMITINA",1,"Correct"
2,64,"squalo","NIDORMIENDOLO","SUPESCITOLO",2,"Correct"
2,65,"pianta","VAPOGELLA","ERBACOLATURA",2,"Correct"
2,66,"incentivo","VORICIPANZIO","BICCORERIANNO",2,"Incorrect"
2,67,"agonia","MORTUMAZITA","ERBACOLATURA",1,"Correct"
2,68,"pelliccia","BOVISELETTA","MAAZELLARIA",1,"Correct"
2,69,"mucca","BOVACCIETTA","IRIBOLENZA",1,"Correct"
2,70,"crepuscolo","FUMACOLIO","NEBBALLIANTO",2,"Correct"
2,71,"fascino","AMAGGIOSCO","SUONANELLO",1,"Correct"
2,72,"idolo","BAMAGOGO","BACINGINEO",2,"Incorrect"
2,73,"credenza","CUOCETTOLA","BONSCETTIA",2,"Correct"
2,74,"statua","BOVACCIETTA","SOMMIRATOLA",2,"Correct"
2,75,"industria","TECNOLICENZA","SUONONELLA",1,"Correct"
2,76,"giocattolo","GHIOTOSTALMENTO","BAMBITORIO",2,"Correct"
2,77,"rinfresco","CORTECNOLISMO","BICCORERIANNO",1,"Incorrect"
2,78,"tromba","SUONONELLA","CUOCCELA",1,"Correct"
2,79,"bara","SEPOLLAIA","ATLETINATRICA",1,"Correct"
2,80,"terrazzo","OFFENDANTOSO","POSPICCIOLO",2,"Correct"
2,81,"lussuria","AFFOGNITURA","PECCANNIA",2,"Correct"
3,1,"attrezzo","PESCHETTORIO","NIDORMIENDOLO",1,"Correct"
3,2,"pentola","DECOMODA","CUOCCELA",2,"Correct"
3,3,"melma","AFFOGNITURA","CUOCCELA",1,"Correct"
3,4,"schiuma","ACUFEROIDIA","VAPOGELLA",2,"Correct"
3,5,"progresso","CORTECNOLISMO","FUMACOLIO",1,"Correct"
3,6,"giocattolo","INFETOTERO","BAMBITORIO",2,"Correct"
3,7,"sentimento","AMANIMARISMO","UFFAMALINALISMO",1,"Correct"
3,8,"mensola","TAPOSTOIONA","PECCANNIA",1,"Correct"
3,9,"credenza","BONSCETTIA","ERBACOLATURA",1,"Correct"
3,10,"fungo","GHIOTOSTALMENTO","GRATTUGIENDOLO",1,"Correct"
3,11,"pianta","NUVOLTANZA","ERBACOLATURA",2,"Correct"
3,12,"scodella","GUTONERTITA","FRITIENDOLA",2,"Correct"
3,13,"opuscolo","PESCHETTORIO","DÉPLIOTIO",2,"Correct"
3,14,"terrazzo","POSPICCIOLO","GROTOPSIANDOLO",1,"Correct"
3,15,"benda","SEPOLLAIA","GUARIOGRANDOLA",2,"Correct"
3,16,"brezza","NUVOLTANZA","TAPOSTOIONA",2,"Incorrect"
3,17,"faro","BICCORERIANNO","LUMITATRO",2,"Correct"
3,18,"gelosia","GENAMORENZA","BOVISELETTA",1,"Correct"
3,19,"comodino","MAFIDAMATO","LETTOLETTO",1,"Incorrect"
3,20,"bibita","BEVERCHIETTA","VACIDEMINA",1,"Correct"
3,21,"disprezzo","SDEGNATISMO","BUCCOLAIANDOLO",1,"Correct"
3,22,"rinfresco","BICCORERIANNO","SCIOCOLTAZIO",1,"Correct"
3,23,"insulto","TETRUCCIERICO","OFFENDANTOSO",2,"Correct"
3,24,"orchestra","MAAZELLARIA","TOPISEGNATURA",1,"Correct"
3,25,"manichino","SUONANELLO","TETRUCCIERICO",2,"Correct"
3,26,"dentista","BULICCHIRURA","VESTICELLA",1,"Correct"
3,27,"massacro","BAIALININARLO","UCCIDALOSAMENTO",2,"Correct"
3,28,"squalo","AMAGGIOSCO","SUPESCITOLO",2,"Correct"
3,29,"serbatoio","POZZETALITO","SDEGNATISMO",1,"Correct"
3,30,"carcassa","BOVETRITOLA","NASCOBILISTA",2,"Incorrect"
3,31,"crepuscolo","NEBBALLIANTO","BACINGINEO",1,"Correct"
3,32,"collera","IRIBOLENZA","CAGOGNAZZA",1,"Correct"
3,33,"feccia","GUARIOGRANDOLA","CAGOGNAZZA",2,"Correct"
3,34,"incentivo","CORTECNOLISMO","VORICIPANZIO",1,"Incorrect"
3,35,"pelliccia","GIUBBIATOLA","BOVISELETTA",1,"Incorrect"
3,36,"padella","CUOCETTOLA","AFFOGNITURA",1,"Correct"
3,37,"idolo","BAMAGOGO","MORCAVATTICO",2,"Incorrect"
3,38,"vaiolo","INFETOTERO","VORICIPANZIO",1,"Correct"
3,39,"patriota","TINFETIOLIA","NASCOBILISTA",2,"Correct"
3,40,"violino","AMANIMARISMO","SUONANELLO",2,"Correct"
3,41,"gattino","BAIALININARLO","BRUFFEMIANDOLO",2,"Incorrect"
3,42,"risata","GUTONERTITA","BOVACCIETTA",2,"Incorrect"
3,43,"agonia","MORTUMAZITA","ATLETINATRICA",1,"Correct"
3,44,"statua","SOMMIRATOLA","BOVETRITOLA",2,"Incorrect"
3,45,"caramella","TIELATILLINA","COTOLITELLA",2,"Incorrect"
3,46,"scarafaggio","OFFENDANTOSO","MORCAVATTICO",2,"Correct"
3,47,"pasta","COTOLITELLA","BULICCHIRURA",2,"Incorrect"
3,48,"cranio","NEBBALLIANTO","GROTOPSIANDOLO",2,"Correct"
3,49,"trionfo","TRAVINCIMENTO","BOVIACCAMENTO",1,"Correct"
3,50,"puntura","VACEFALINA","TIELATILLINA",2,"Incorrect"
3,51,"pervertito","LUMITATRO","BRUFFEMIANDOLO",2,"Correct"
3,52,"tabacco","SUPESCITOLO","FUMACOLIO",2,"Correct"
3,53,"abbondanza","CUOCETTOLA","NUTRONATEZZA",1,"Incorrect"
3,54,"cesto","TRAVINCIMENTO","BUCCOLAIANDOLO",2,"Correct"
3,55,"capezzolo","BACINGINEO","DÉPLIOTIO",1,"Correct"
3,56,"bara","MAAZELLARIA","SEPOLLAIA",2,"Correct"
3,57,"lussuria","SUONONELLA","PECCANNIA",2,"Correct"
3,58,"insetto","NIDORMIENDOLO","SPONATENTALISMO",2,"Incorrect"
3,59,"macello","LETTOLETTO","BOVIACCAMENTO",2,"Correct"
3,60,"fischio","SCIOCOLTAZIO","POZZETALITO",1,"Correct"
3,61,"matita","BEVERCHIETTA","TOPISEGNATURA",2,"Correct"
3,62,"industria","TECNOLICENZA","BONSCETTIA",1,"Correct"
3,63,"poltrona","SHAKESPEARIA","DECOMODA",2,"Correct"
3,64,"stampo","SPONATENTALISMO","POSPICCIOLO",1,"Correct"
3,65,"malaria","VACEFALINA","VACIDEMINA",2,"Correct"
3,66,"gonna","TECNOLICENZA","VESTICELLA",2,"Correct"
3,67,"emicrania","ACUFEROIDIA","NUTRONATEZZA",1,"Correct"
3,68,"pentito","MAFIDAMATO","BAMBITORIO",1,"Correct"
3,69,"lampada","MORTUMAZITA","ILLUMITINA",2,"Correct"
3,70,"fascino","BAMAGOGO","AMAGGIOSCO",2,"Correct"
3,71,"cucchiaio","GRATTUGIENDOLO","UCCIDALOSAMENTO",2,"Incorrect"
3,72,"lampadina","IRIBOLENZA","ILLUMINETTRIA",2,"Correct"
3,73,"allergia","VAPOGELLA","TINFETIOLIA",2,"Correct"
3,74,"tromba","FRITIENDOLA","SUONONELLA",2,"Correct"
3,75,"panca","GENAMORENZA","SEDINOCA",1,"Incorrect"
3,76,"commedia","SHAKESPEARIA","SEDINOCA",1,"Correct"
3,77,"sciarpa","GIUBBIATOLA","ILLUMINETTRIA",1,"Correct"
3,78,"cuscino","GHIOTOSTALMENTO","SDRASTELLO",2,"Correct"
3,79,"pettegolezzo","SDRASTELLO","UFFAMALINALISMO",2,"Correct"
3,80,"ginnasta","ILLUMITINA","ATLETINATRICA",2,"Correct"
3,81,"mucca","BOVACCIETTA","SOMMIRATOLA",1,"Correct"
4,1,"cesto","TRAVINCIMENTO","BUCCOLAIANDOLO",2,"Correct"
4,2,"cucchiaio","SPONATENTALISMO","GRATTUGIENDOLO",1,"Incorrect"
4,3,"brezza","NUVOLTANZA","COTOLITELLA",1,"Correct"
4,4,"progresso","DÉPLIOTIO","CORTECNOLISMO",2,"Correct"
4,5,"lampada","ILLUMITINA","CAGOGNAZZA",1,"Correct"
4,6,"sciarpa","IRIBOLENZA","GIUBBIATOLA",2,"Correct"
4,7,"carcassa","NASCOBILISTA","BOVETRITOLA",2,"Correct"
4,8,"poltrona","DECOMODA","ATLETINATRICA",1,"Correct"
4,9,"pasta","VAPOGELLA","COTOLITELLA",2,"Correct"
4,10,"commedia","ILLUMINETTRIA","SHAKESPEARIA",2,"Correct"
4,11,"schiuma","TOPISEGNATURA","VAPOGELLA",2,"Correct"
4,12,"tromba","SUONONELLA","GIUBBIATOLA",1,"Correct"
4,13,"violino","BOVIACCAMENTO","SUONANELLO",2,"Correct"
4,14,"mensola","TAPOSTOIONA","BONSCETTIA",1,"Correct"
4,15,"dentista","TECNOLICENZA","BULICCHIRURA",1,"Incorrect"
4,16,"crepuscolo","NEBBALLIANTO","PESCHETTORIO",1,"Correct"
4,17,"gattino","MORCAVATTICO","BAIALININARLO",2,"Correct"
4,18,"cranio","AMAGGIOSCO","GROTOPSIANDOLO",2,"Correct"
4,19,"pervertito","SUONANELLO","BRUFFEMIANDOLO",2,"Correct"
4,20,"ginnasta","ATLETINATRICA","VESTICELLA",1,"Correct"
4,21,"tabacco","INFETOTERO","FUMACOLIO",2,"Correct"
4,22,"squalo","SUPESCITOLO","BRUFFEMIANDOLO",1,"Correct"
4,23,"panca","SEDINOCA","CUOCCELA",1,"Correct"
4,24,"orchestra","MORTUMAZITA","MAAZELLARIA",2,"Correct"
4,25,"feccia","BULICCHIRURA","CAGOGNAZZA",2,"Correct"
4,26,"vaiolo","FUMACOLIO","INFETOTERO",2,"Correct"
4,27,"comodino","LETTOLETTO","UFFAMALINALISMO",1,"Correct"
4,28,"pentito","LETTOLETTO","MAFIDAMATO",2,"Correct"
4,29,"pentola","CUOCCELA","GUARIOGRANDOLA",1,"Correct"
4,30,"scodella","TIELATILLINA","FRITIENDOLA",1,"Incorrect"
4,31,"insulto","OFFENDANTOSO","BAMBITORIO",1,"Correct"
4,32,"fungo","GRATTUGIENDOLO","GHIOTOSTALMENTO",2,"Correct"
4,33,"bara","SEPOLLAIA","ILLUMITINA",1,"Correct"
4,34,"gonna","SEPOLLAIA","VESTICELLA",2,"Correct"
4,35,"insetto","NIDORMIENDOLO","BAMAGOGO",2,"Incorrect"
4,36,"cuscino","SDRASTELLO","BICCORERIANNO",1,"Correct"
4,37,"manichino","NEBBALLIANTO","TETRUCCIERICO",2,"Correct"
4,38,"statua","SOMMIRATOLA","BOVETRITOLA",1,"Correct"
4,39,"trionfo","TETRUCCIERICO","TRAVINCIMENTO",2,"Correct"
4,40,"attrezzo","UCCIDALOSAMENTO","PESCHETTORIO",1,"Incorrect"
4,41,"fischio","SCIOCOLTAZIO","LUMITATRO",2,"Incorrect"
4,42,"lussuria","SOMMIRATOLA","PECCANNIA",2,"Correct"
4,43,"puntura","VACEFALINA","DECOMODA",1,"Correct"
4,44,"patriota","BOVISELETTA","NASCOBILISTA",1,"Incorrect"
4,45,"terrazzo","POSPICCIOLO","GROTOPSIANDOLO",1,"Correct"
4,46,"idolo","BAMAGOGO","VORICIPANZIO",1,"Correct"
4,47,"melma","AFFOGNITURA","ACUFEROIDIA",1,"Correct"
4,48,"fascino","AMAGGIOSCO","CORTECNOLISMO",1,"Correct"
4,49,"massacro","NIDORMIENDOLO","UCCIDALOSAMENTO",2,"Correct"
4,50,"gelosia","SHAKESPEARIA","GENAMORENZA",2,"Correct"
4,51,"scarafaggio","POSPICCIOLO","MORCAVATTICO",2,"Correct"
4,52,"pettegolezzo","OFFENDANTOSO","UFFAMALINALISMO",1,"Incorrect"
4,53,"giocattolo","BAMBITORIO","BAIALININARLO",1,"Correct"
4,54,"abbondanza","NUTRONATEZZA","SEDINOCA",1,"Correct"
4,55,"lampadina","BEVERCHIETTA","ILLUMINETTRIA",2,"Correct"
4,56,"risata","BOVACCIETTA","GUTONERTITA",2,"Correct"
4,57,"rinfresco","BICCORERIANNO","BUCCOLAIANDOLO",1,"Correct"
4,58,"serbatoio","SUPESCITOLO","POZZETALITO",2,"Correct"
4,59,"caramella","GUTONERTITA","TIELATILLINA",1,"Incorrect"
4,60,"agonia","MORTUMAZITA","CUOCETTOLA",1,"Correct"
4,61,"credenza","TINFETIOLIA","BONSCETTIA",2,"Correct"
4,62,"stampo","SDRASTELLO","SPONATENTALISMO",1,"Incorrect"
4,63,"faro","LUMITATRO","MAFIDAMATO",1,"Correct"
4,64,"opuscolo","DÉPLIOTIO","SCIOCOLTAZIO",1,"Correct"
4,65,"macello","BACINGINEO","BOVIACCAMENTO",2,"Correct"
4,66,"capezzolo","AMANIMARISMO","BACINGINEO",2,"Correct"
4,67,"mucca","AFFOGNITURA","BOVACCIETTA",2,"Correct"
4,68,"malaria","VACIDEMINA","SUONONELLA",1,"Correct"
4,69,"sentimento","AMANIMARISMO","SDEGNATISMO",1,"Correct"
4,70,"pianta","TAPOSTOIONA","ERBACOLATURA",2,"Correct"
4,71,"padella","CUOCETTOLA","VACEFALINA",1,"Correct"
4,72,"industria","FRITIENDOLA","TECNOLICENZA",2,"Correct"
4,73,"pelliccia","MAAZELLARIA","BOVISELETTA",2,"Correct"
4,74,"disprezzo","GHIOTOSTALMENTO","SDEGNATISMO",2,"Correct"
4,75,"bibita","GENAMORENZA","BEVERCHIETTA",2,"Correct"
4,76,"allergia","NUTRONATEZZA","TINFETIOLIA",2,"Correct"
4,77,"emicrania","NUVOLTANZA","ACUFEROIDIA",1,"Incorrect"
4,78,"matita","VACIDEMINA","TOPISEGNATURA",2,"Correct"
4,79,"benda","GUARIOGRANDOLA","ERBACOLATURA",1,"Correct"
4,80,"incentivo","POZZETALITO","VORICIPANZIO",1,"Incorrect"
4,81,"collera","PECCANNIA","IRIBOLENZA",2,"Correct"
5,1,"fungo","SUONANELLO","GHIOTOSTALMENTO",2,"Correct"
5,2,"violino","SUONANELLO","BACINGINEO",1,"Correct"
5,3,"tromba","FRITIENDOLA","SUONONELLA",2,"Correct"
5,4,"cranio","GROTOPSIANDOLO","BAMBITORIO",1,"Correct"
5,5,"stampo","LUMITATRO","SPONATENTALISMO",1,"Incorrect"
5,6,"panca","SEDINOCA","CUOCETTOLA",1,"Correct"
5,7,"sentimento","AMANIMARISMO","NIDORMIENDOLO",1,"Correct"
5,8,"massacro","UCCIDALOSAMENTO","OFFENDANTOSO",1,"Correct"
5,9,"vaiolo","INFETOTERO","MAFIDAMATO",1,"Correct"
5,10,"insulto","PESCHETTORIO","OFFENDANTOSO",2,"Correct"
5,11,"mensola","VAPOGELLA","TAPOSTOIONA",2,"Correct"
5,12,"carcassa","BOVETRITOLA","SEPOLLAIA",2,"Incorrect"
5,13,"lussuria","TINFETIOLIA","PECCANNIA",2,"Correct"
5,14,"risata","VESTICELLA","GUTONERTITA",2,"Correct"
5,15,"pervertito","SCIOCOLTAZIO","BRUFFEMIANDOLO",1,"Incorrect"
5,16,"benda","AFFOGNITURA","GUARIOGRANDOLA",2,"Correct"
5,17,"allergia","TIELATILLINA","TINFETIOLIA",1,"Incorrect"
5,18,"brezza","ERBACOLATURA","NUVOLTANZA",2,"Correct"
5,19,"bara","SEPOLLAIA","VACEFALINA",1,"Correct"
5,20,"insetto","NIDORMIENDOLO","BRUFFEMIANDOLO",2,"Incorrect"
5,21,"pentito","TRAVINCIMENTO","MAFIDAMATO",2,"Correct"
5,22,"opuscolo","MORCAVATTICO","DÉPLIOTIO",1,"Incorrect"
5,23,"puntura","BULICCHIRURA","VACEFALINA",1,"Incorrect"
5,24,"scarafaggio","MORCAVATTICO","BICCORERIANNO",2,"Incorrect"
5,25,"fischio","VORICIPANZIO","SCIOCOLTAZIO",2,"Correct"
5,26,"ginnasta","ATLETINATRICA","IRIBOLENZA",1,"Correct"
5,27,"manichino","POZZETALITO","TETRUCCIERICO",1,"Incorrect"
5,28,"macello","GRATTUGIENDOLO","BOVIACCAMENTO",2,"Correct"
5,29,"trionfo","TRAVINCIMENTO","FUMACOLIO",1,"Correct"
5,30,"cuscino","SDRASTELLO","GHIOTOSTALMENTO",1,"Correct"
5,31,"tabacco","FUMACOLIO","BAMAGOGO",1,"Correct"
5,32,"lampada","NUVOLTANZA","ILLUMITINA",2,"Correct"
5,33,"poltrona","DECOMODA","SOMMIRATOLA",2,"Incorrect"
5,34,"rinfresco","DÉPLIOTIO","BICCORERIANNO",2,"Correct"
5,35,"scodella","BONSCETTIA","FRITIENDOLA",1,"Incorrect"
5,36,"giocattolo","BAMBITORIO","CORTECNOLISMO",1,"Correct"
5,37,"pelliccia","BOVISELETTA","MORTUMAZITA",2,"Incorrect"
5,38,"bibita","BEVERCHIETTA","VACIDEMINA",1,"Correct"
5,39,"pasta","COTOLITELLA","MAAZELLARIA",2,"Incorrect"
5,40,"sciarpa","SEDINOCA","GIUBBIATOLA",2,"Correct"
