participant_id,age,gender,trial_id,condition,stimulus,stimulus_translation,visual_rating,gustatory_rating,haptic_rating,olfactory_rating,auditory_rating
3,23,female,rating_3_0028,perceptual_strength_rating,AGNELLO,lamb,3,1,0,0,2
3,23,female,rating_3_0029,perceptual_strength_rating,AGO,needle,4,0,4,0,0
3,23,female,rating_3_0030,perceptual_strength_rating,AGONIA,agony,3,0,0,0,3
3,23,female,rating_3_0031,perceptual_strength_rating,ALBA,sunrise,5,0,0,0,0
3,23,female,rating_3_0032,perceptual_strength_rating,ALBERO,tree,4,0,2,0,1
3,23,female,rating_3_0033,perceptual_strength_rating,ALCOLISTA,alcoholic,2,0,0,3,0
3,23,female,rating_3_0034,perceptual_strength_rating,ALIENO,alien,4,0,0,0,3
3,23,female,rating_3_0035,perceptual_strength_rating,ALLEGRO,merry,3,0,0,0,3
3,23,female,rating_3_0036,perceptual_strength_rating,ALLERGIA,allergy,1,0,0,1,1
3,23,female,rating_3_0037,perceptual_strength_rating,ALLERTA,alert,3,0,0,0,3
3,23,female,rating_3_0038,perceptual_strength_rating,AMATO,loved,5,2,4,4,4
3,23,female,rating_3_0039,perceptual_strength_rating,AMBIZIONE,ambition,0,0,0,0,0
3,23,female,rating_3_0040,perceptual_strength_rating,AMBULANZA,ambulance,4,0,0,0,4
3,23,female,rating_3_0041,perceptual_strength_rating,AMICHEVOLE,friendly,1,0,0,0,0
3,23,female,rating_3_0042,perceptual_strength_rating,AMICO,friend,4,0,3,1,3
3,23,female,rating_3_0043,perceptual_strength_rating,AMMIRATO,admired,2,0,0,0,1
3,23,female,rating_3_0044,perceptual_strength_rating,AMORE,love,1,0,1,0,0
3,23,female,rating_3_0045,perceptual_strength_rating,ANGELO,angel,5,0,0,0,0
3,23,female,rating_3_0046,perceptual_strength_rating,ANGOLO,corner,5,0,3,0,0
3,23,female,rating_3_0047,perceptual_strength_rating,ANGOSCIATO,anguished,3,0,0,0,3
3,23,female,rating_3_0048,perceptual_strength_rating,ANIMALE_DOMESTICO,pet,5,0,5,2,5
3,23,female,rating_3_0049,perceptual_strength_rating,ANNOIATO,bored,1,0,0,0,1
3,23,female,rating_3_0050,perceptual_strength_rating,ANSIOSO,anxious,3,0,0,0,2
3,23,female,rating_3_0051,perceptual_strength_rating,APATICO,listless,4,0,0,0,3
3,23,female,rating_3_0052,perceptual_strength_rating,APE,bees,5,0,4,0,5
3,23,female,rating_3_0053,perceptual_strength_rating,APPENDIABITI,clothes_hanger,4,0,2,0,0
3,23,female,rating_3_0054,perceptual_strength_rating,APPETITOSO,luscious,4,5,0,4,0
3,23,female,rating_3_0055,perceptual_strength_rating,APPLAUSO,applause,4,0,0,0,5
3,23,female,rating_3_0056,perceptual_strength_rating,APPRENDERE,learn,1,0,0,0,1
3,23,female,rating_3_0057,perceptual_strength_rating,ARCOBALENO,rainbow,5,0,0,0,0
3,23,female,rating_3_0058,perceptual_strength_rating,ARIA,air,0,0,1,0,0
3,23,female,rating_3_0059,perceptual_strength_rating,ARMA,weapon,5,0,5,0,5
3,23,female,rating_3_0060,perceptual_strength_rating,ARMADIETTO,locker,5,0,5,0,0
3,23,female,rating_3_0061,perceptual_strength_rating,ARMADIO,closet,4,0,3,0,1
3,23,female,rating_3_0062,perceptual_strength_rating,ARRABBIATO,angry,4,0,0,0,3
3,23,female,rating_3_0063,perceptual_strength_rating,ARROGANTE,arrogant,0,0,0,0,2
3,23,female,rating_3_0064,perceptual_strength_rating,ARRUGGINITO,rusty,3,0,1,0,0
3,23,female,rating_3_0065,perceptual_strength_rating,ARTE,art,5,1,3,0,5
3,23,female,rating_3_0066,perceptual_strength_rating,ASCENSORE,elevator,5,0,2,1,4
3,23,female,rating_3_0067,perceptual_strength_rating,ASCIUGACAPELLI,hairdryer,5,0,5,0,5
3,23,female,rating_3_0068,perceptual_strength_rating,ASILO,nursery,4,0,0,0,3
3,23,female,rating_3_0069,perceptual_strength_rating,ASPRO,sour,0,5,0,0,0
3,23,female,rating_3_0070,perceptual_strength_rating,ASSASSINO,assassin,3,0,0,0,0
3,23,female,rating_3_0071,perceptual_strength_rating,ASSEDIATO,embattled,2,0,0,0,2
3,23,female,rating_3_0072,perceptual_strength_rating,ASSICURARE,secure,0,0,0,0,0
3,23,female,rating_3_0073,perceptual_strength_rating,ASSO,ace,3,0,0,0,0
3,23,female,rating_3_0074,perceptual_strength_rating,ASSURDO,absurd,5,0,1,0,1
3,23,female,rating_3_0075,perceptual_strength_rating,ASTIO,venom,0,0,0,0,1
3,23,female,rating_3_0076,perceptual_strength_rating,ASTRONAUTA,astronaut,3,0,0,0,1
3,23,female,rating_3_0077,perceptual_strength_rating,ATLETICA,athletics,3,0,1,0,2
3,23,female,rating_3_0078,perceptual_strength_rating,ATTICO,penthouse,5,0,0,0,0
3,23,female,rating_3_0079,perceptual_strength_rating,ATTIVARE,activate,4,0,2,0,4
3,23,female,rating_3_0080,perceptual_strength_rating,ATTRAENTE,handsome,5,1,1,3,4
3,23,female,rating_3_0081,perceptual_strength_rating,ATTREZZO,tool,5,0,4,0,3
3,23,female,rating_3_0082,perceptual_strength_rating,AUDACE,bold,3,0,0,0,3
3,23,female,rating_3_0083,perceptual_strength_rating,AURORA,dawn,5,0,0,0,0
3,23,female,rating_3_0084,perceptual_strength_rating,AUTOBUS,bus,5,0,3,4,4
3,23,female,rating_3_0085,perceptual_strength_rating,AUTOMOBILE,car,4,0,4,1,3
3,23,female,rating_3_0086,perceptual_strength_rating,AUTOSTRADA,highway,5,0,0,0,0
3,23,female,rating_3_0087,perceptual_strength_rating,AUTUNNO,autumn,4,0,0,2,0
3,23,female,rating_3_0088,perceptual_strength_rating,AVVENTURA,adventure,3,0,2,0,2
3,23,female,rating_3_0089,perceptual_strength_rating,AVVERSIONE,hatred,3,0,0,0,3
3,23,female,rating_3_0090,perceptual_strength_rating,BACIO,kiss,3,2,0,0,2
3,23,female,rating_3_0091,perceptual_strength_rating,BACO,maggot,4,0,1,0,0
3,23,female,rating_3_0092,perceptual_strength_rating,BAGNO,bathroom,5,0,3,2,4
3,23,female,rating_3_0093,perceptual_strength_rating,BALCONE,balcony,5,0,5,0,0
3,23,female,rating_3_0094,perceptual_strength_rating,BAMBINO,child,5,0,3,2,5
3,23,female,rating_3_0095,perceptual_strength_rating,BAMBOLA,doll,4,0,2,0,0
3,23,female,rating_3_0096,perceptual_strength_rating,BANCAROTTA,bankrupt,0,0,0,0,0
3,23,female,rating_3_0097,perceptual_strength_rating,BANDIERA,flag,3,0,2,0,0
3,23,female,rating_3_0098,perceptual_strength_rating,BAR,bar,5,1,0,1,4
3,23,female,rating_3_0099,perceptual_strength_rating,BARA,coffin,4,0,1,0,0
3,23,female,rating_3_0100,perceptual_strength_rating,BARCA,sailboat,5,0,3,0,1
3,23,female,rating_3_0101,perceptual_strength_rating,BARILE,barrel,5,0,4,0,0
3,23,female,rating_3_0102,perceptual_strength_rating,BASTARDO,bastard,0,0,0,0,1
3,23,female,rating_3_0103,perceptual_strength_rating,BASTONE,cane,5,0,3,0,1
3,23,female,rating_3_0104,perceptual_strength_rating,BEATITUDINE,bliss,3,0,0,0,1
3,23,female,rating_3_0105,perceptual_strength_rating,BELLEZZA,beauty,5,0,0,0,2
3,23,female,rating_3_0106,perceptual_strength_rating,BELLO,beautiful,5,0,0,0,4
3,23,female,rating_3_0107,perceptual_strength_rating,BENDA,bandage,1,0,3,0,0
3,23,female,rating_3_0108,perceptual_strength_rating,BENEDIRE,bless,4,0,0,0,4
3,23,female,rating_3_0109,perceptual_strength_rating,BESTEMMIA,blasphemy,0,0,0,0,5
3,23,female,rating_3_0110,perceptual_strength_rating,BESTIA,beast,3,0,1,0,3
3,23,female,rating_3_0111,perceptual_strength_rating,BIANCO,white,5,0,0,0,0
3,23,female,rating_3_0112,perceptual_strength_rating,BIBITA,beverage,5,5,0,1,0
3,23,female,rating_3_0113,perceptual_strength_rating,BICCHIERE,glass,3,0,3,0,2
3,23,female,rating_3_0114,perceptual_strength_rating,BICICLETTA,bicycle,4,0,2,0,2
3,23,female,rating_3_0115,perceptual_strength_rating,BIONDO,blond,5,0,0,0,0
3,23,female,rating_3_0116,perceptual_strength_rating,BLATTA,cockroach,4,0,0,0,0
3,23,female,rating_3_0117,perceptual_strength_rating,BLU,blue,5,0,0,0,0
3,23,female,rating_3_0118,perceptual_strength_rating,BOCCA,mouth,5,5,5,4,4
3,23,female,rating_3_0119,perceptual_strength_rating,BOLLENTE,scalding,3,0,5,0,3
3,23,female,rating_3_0120,perceptual_strength_rating,BOLLITORE,kettle,5,0,4,0,5
3,23,female,rating_3_0121,perceptual_strength_rating,BOMBA,bomb,5,0,1,0,5
3,23,female,rating_3_0122,perceptual_strength_rating,BORDO,board,4,5,0,4,0
3,23,female,rating_3_0123,perceptual_strength_rating,BOTTIGLIA,bottle,4,0,2,0,1
3,23,female,rating_3_0124,perceptual_strength_rating,BOUQUET,bouquet,4,0,1,3,0
3,23,female,rating_3_0125,perceptual_strength_rating,BRACCIO,arm,5,0,5,0,0
3,23,female,rating_3_0126,perceptual_strength_rating,BREVETTO,patent,1,0,0,0,2
3,23,female,rating_3_0127,perceptual_strength_rating,BREZZA,breeze,0,0,3,0,0
3,23,female,rating_3_0128,perceptual_strength_rating,BRUCIATURA,burn,4,0,5,4,1
3,23,female,rating_3_0129,perceptual_strength_rating,BRUTALE,brutal,4,0,2,0,3
3,23,female,rating_3_0130,perceptual_strength_rating,BRUTTO,ugly,5,0,0,0,1
3,23,female,rating_3_0131,perceptual_strength_rating,BUGIA,lie,0,0,0,0,3
3,23,female,rating_3_0132,perceptual_strength_rating,BUIO,dark,5,0,0,0,0
3,23,female,rating_3_0133,perceptual_strength_rating,BUONO,good,1,3,0,3,0
3,23,female,rating_3_0134,perceptual_strength_rating,BURRO,butter,5,5,4,5,0
3,23,female,rating_3_0135,perceptual_strength_rating,CACTUS,cactus,4,0,3,0,0
3,23,female,rating_3_0136,perceptual_strength_rating,CADAVERE,corpse,5,0,1,1,0
3,23,female,rating_3_0137,perceptual_strength_rating,CADUTA,fall,3,0,0,0,4
3,23,female,rating_3_0138,perceptual_strength_rating,CALCIARE,kick,3,0,1,0,1
3,23,female,rating_3_0139,perceptual_strength_rating,CALORE,warmth,0,0,5,0,0
3,23,female,rating_3_0140,perceptual_strength_rating,CALZA,sock,5,0,5,2,0
3,23,female,rating_3_0141,perceptual_strength_rating,CAMERA,bedroom,3,0,0,0,0
3,23,female,rating_3_0142,perceptual_strength_rating,CAMICIA,shirt,4,0,4,0,0
3,23,female,rating_3_0143,perceptual_strength_rating,CAMION,truck,4,0,1,0,3
3,23,female,rating_3_0144,perceptual_strength_rating,CAMPIONE,champ,1,0,0,0,0
3,23,female,rating_3_0145,perceptual_strength_rating,CAMPO,field,5,0,2,2,0
3,23,female,rating_3_0146,perceptual_strength_rating,CANCRENA,gangrene,5,0,1,5,0
3,23,female,rating_3_0147,perceptual_strength_rating,CANCRO,cancer,1,0,0,0,1
3,23,female,rating_3_0148,perceptual_strength_rating,CANDELABRO,candelabrum,5,0,4,0,0
3,23,female,rating_3_0149,perceptual_strength_rating,CANE,dog,4,0,3,2,3
3,23,female,rating_3_0150,perceptual_strength_rating,CANNONE,cannon,5,0,2,1,5
3,23,female,rating_3_0151,perceptual_strength_rating,CANOTTIERA,vest,3,0,2,0,0
3,23,female,rating_3_0152,perceptual_strength_rating,CANTINA,cellar,5,0,2,3,0
3,23,female,rating_3_0153,perceptual_strength_rating,CANZONE,song,1,0,0,0,5
3,23,female,rating_3_0154,perceptual_strength_rating,CAOS,chaos,5,5,5,5,5
3,23,female,rating_3_0155,perceptual_strength_rating,CAPACE,capable,1,0,0,0,0
3,23,female,rating_3_0156,perceptual_strength_rating,CAPEZZOLO,nipple,3,0,3,0,0
3,23,female,rating_3_0157,perceptual_strength_rating,CAPPELLO,hat,5,0,5,0,0
3,23,female,rating_3_0158,perceptual_strength_rating,CAPPIO,noose,3,0,0,0,0
3,23,female,rating_3_0159,perceptual_strength_rating,CAPPOTTO,coat,4,0,2,1,0
3,23,female,rating_3_0160,perceptual_strength_rating,CAPRO_ESPIATORIO,scapegoat,2,0,0,0,2
3,23,female,rating_3_0161,perceptual_strength_rating,CARABINA,rifle,5,0,4,1,5
3,23,female,rating_3_0162,perceptual_strength_rating,CARAFFA,jug,5,0,5,0,0
3,23,female,rating_3_0163,perceptual_strength_rating,CARAMELLA,candy,4,5,2,2,0
3,23,female,rating_3_0164,perceptual_strength_rating,CARCASSA,carcass,3,0,1,2,0
3,23,female,rating_3_0165,perceptual_strength_rating,CARCERE,jail,5,0,0,1,2
3,23,female,rating_3_0166,perceptual_strength_rating,CAREZZA,caress,2,0,5,0,0
3,23,female,rating_3_0167,perceptual_strength_rating,CARINO,cute,5,0,0,0,0
3,23,female,rating_3_0168,perceptual_strength_rating,CARRO,wagon,5,0,4,0,1
3,23,female,rating_3_0169,perceptual_strength_rating,CARROZZA,carriage,5,0,3,0,4
3,23,female,rating_3_0170,perceptual_strength_rating,CARTA,paper,5,0,5,2,3
3,23,female,rating_3_0171,perceptual_strength_rating,CASA,home,5,0,3,2,1
3,23,female,rating_3_0172,perceptual_strength_rating,CASCATA,waterfall,3,0,0,0,3
3,23,female,rating_3_0173,perceptual_strength_rating,CASSETTIERA,chest_of_drawers,5,0,4,0,3
3,23,female,rating_3_0174,perceptual_strength_rating,CATAPECCHIA,slum,5,0,0,1,2
3,23,female,rating_3_0175,perceptual_strength_rating,CATTIVO,evil,1,2,0,2,2
3,23,female,rating_3_0176,perceptual_strength_rating,CAUSA,lawsuit,4,0,1,0,1
3,23,female,rating_3_0177,perceptual_strength_rating,CAVALLO,horse,4,1,4,3,4
3,23,female,rating_3_0178,perceptual_strength_rating,CAVIGLIA,ankle,5,0,5,0,0
3,23,female,rating_3_0179,perceptual_strength_rating,CELLULA,cell,0,0,0,0,0
3,23,female,rating_3_0180,perceptual_strength_rating,CENA,dinner,5,5,2,4,2
3,23,female,rating_3_0181,perceptual_strength_rating,CENTROTAVOLA,centerpiece,5,0,5,0,0
3,23,female,rating_3_0182,perceptual_strength_rating,CERCHIO,circle,5,0,1,0,0
3,23,female,rating_3_0183,perceptual_strength_rating,CERVELLO,brain,0,0,0,0,0
3,23,female,rating_3_0184,perceptual_strength_rating,CESTO,basket,5,0,4,0,0
3,23,female,rating_3_0185,perceptual_strength_rating,CHARME,charm,5,0,0,2,4
3,23,female,rating_3_0186,perceptual_strength_rating,CHEROSENE,kerosene,0,0,0,2,0
3,23,female,rating_3_0187,perceptual_strength_rating,CHIAVE,key,5,0,5,0,2
3,23,female,rating_3_0188,perceptual_strength_rating,CHIESA,church,3,0,0,0,2
3,23,female,rating_3_0189,perceptual_strength_rating,CHIRURGIA,surgery,2,0,1,0,2
3,23,female,rating_3_0190,perceptual_strength_rating,CIBO,food,4,5,4,4,2
3,23,female,rating_3_0191,perceptual_strength_rating,CICATRICE,scar,5,0,4,0,0
3,23,female,rating_3_0192,perceptual_strength_rating,CICLAMINO,cyclamen,5,0,3,5,0
3,23,female,rating_3_0193,perceptual_strength_rating,CICLONE,cyclone,2,0,0,0,2
3,23,female,rating_3_0194,perceptual_strength_rating,CIECO,blind,2,0,0,0,0
3,23,female,rating_3_0195,perceptual_strength_rating,CIELO,heaven,5,0,0,0,0
3,23,female,rating_3_0196,perceptual_strength_rating,CILIEGIO,cherry_tree,5,0,4,2,1
3,23,female,rating_3_0197,perceptual_strength_rating,CIMITERO,cemetery,3,0,0,0,0
3,23,female,rating_3_0198,perceptual_strength_rating,CIOCCOLATO,chocolate,5,5,2,5,0
3,23,female,rating_3_0199,perceptual_strength_rating,CIRCO,circus,5,0,0,0,4
3,23,female,rating_3_0200,perceptual_strength_rating,COCCOLARE,cuddle,3,0,5,0,1
3,23,female,rating_3_0201,perceptual_strength_rating,CODARDO,coward,1,0,0,0,0
3,23,female,rating_3_0202,perceptual_strength_rating,COLLERA,anger,3,0,0,0,3
3,23,female,rating_3_0203,perceptual_strength_rating,COLLISIONE,crash,2,0,0,0,2
3,23,female,rating_3_0204,perceptual_strength_rating,COLLO,neck,4,0,3,0,0
3,23,female,rating_3_0205,perceptual_strength_rating,COLOMBO,dove,4,0,0,0,3
3,23,female,rating_3_0206,perceptual_strength_rating,COLONNA,column,5,0,1,0,0
3,23,female,rating_3_0207,perceptual_strength_rating,COLORE,color,5,0,0,0,0
3,23,female,rating_3_0208,perceptual_strength_rating,COLPA,fault,0,0,0,0,0
3,23,female,rating_3_0209,perceptual_strength_rating,COLPEVOLE,guilty,0,0,0,0,0
3,23,female,rating_3_0210,perceptual_strength_rating,COLPIRE,hit,4,0,4,0,3
3,23,female,rating_3_0211,perceptual_strength_rating,COLTELLO,knife,5,0,5,2,1
3,23,female,rating_3_0212,perceptual_strength_rating,COMFORT,comfort,3,0,4,0,1
3,23,female,rating_3_0213,perceptual_strength_rating,COMMEDIA,comedy,4,0,0,0,2
3,23,female,rating_3_0214,perceptual_strength_rating,COMMISSIONE,errand,1,0,0,0,1
3,23,female,rating_3_0215,perceptual_strength_rating,COMODINO,bedside_table,4,0,3,0,0
3,23,female,rating_3_0216,perceptual_strength_rating,COMPLEANNO,birthday,2,0,0,0,4
3,23,female,rating_3_0217,perceptual_strength_rating,COMPUTER,computer,5,0,4,0,3
3,23,female,rating_3_0218,perceptual_strength_rating,CONCENTRARSI,concentrate,0,0,0,0,0
3,23,female,rating_3_0219,perceptual_strength_rating,CONFUSO,confused,3,1,1,1,3
3,23,female,rating_3_0220,perceptual_strength_rating,CONIGLIETTO,bunny,4,0,4,1,2
3,23,female,rating_3_0221,perceptual_strength_rating,CONIGLIO,rabbit,5,2,4,2,2
3,23,female,rating_3_0222,perceptual_strength_rating,CONOSCENZA,knowledge,0,0,0,0,2
3,23,female,rating_3_0223,perceptual_strength_rating,CONSOLATO,consoled,0,0,0,0,1
3,23,female,rating_3_0224,perceptual_strength_rating,CONTANTE,cash,1,0,1,0,0
3,23,female,rating_3_0225,perceptual_strength_rating,CONTENUTO,contents,4,0,4,0,0
3,23,female,rating_3_0226,perceptual_strength_rating,CONTESTO,context,5,0,0,0,3
3,23,female,rating_3_0227,perceptual_strength_rating,COPPIA,couple,5,1,5,2,3
3,23,female,rating_3_0228,perceptual_strength_rating,CORAGGIOSO,brave,3,0,0,0,2
3,23,female,rating_3_0229,perceptual_strength_rating,CORDA,cord,4,0,2,0,0
3,23,female,rating_3_0230,perceptual_strength_rating,CORNICE,frame,3,0,1,0,0
3,23,female,rating_3_0231,perceptual_strength_rating,CORONA,crown,5,0,5,0,0
3,23,female,rating_3_0232,perceptual_strength_rating,CORPO,body,5,5,5,5,5
3,23,female,rating_3_0233,perceptual_strength_rating,CORRIDOIO,corridor,5,0,0,0,0
3,23,female,rating_3_0234,perceptual_strength_rating,CORRIDORE,runner,5,0,0,0,3
3,23,female,rating_3_0235,perceptual_strength_rating,CORROTTO,corrupt,0,0,0,0,0
3,23,female,rating_3_0236,perceptual_strength_rating,CORTESE,kind,2,0,1,0,2
3,23,female,rating_3_0237,perceptual_strength_rating,CORTESIA,politeness,2,0,0,0,4
3,23,female,rating_3_0238,perceptual_strength_rating,COSTA,coast,5,0,2,1,4
3,23,female,rating_3_0239,perceptual_strength_rating,CRANIO,skull,4,0,2,0,0
3,23,female,rating_3_0240,perceptual_strength_rating,CREDENZA,cupboard,4,0,2,0,0
3,23,female,rating_3_0241,perceptual_strength_rating,CREPUSCOLO,twilight,5,0,0,0,0
3,23,female,rating_3_0242,perceptual_strength_rating,CRIMINALE,criminal,2,0,0,0,1
3,23,female,rating_3_0243,perceptual_strength_rating,CRIMINE,crime,1,0,0,0,0
3,23,female,rating_3_0244,perceptual_strength_rating,CRISI,crisis,2,0,0,0,2
3,23,female,rating_3_0245,perceptual_strength_rating,CROCIFIGGERE,crucify,3,0,0,0,3
3,23,female,rating_3_0246,perceptual_strength_rating,CRUDELE,cruel,5,0,0,0,2
3,23,female,rating_3_0247,perceptual_strength_rating,CUCCHIAIO,spoon,5,1,4,0,1
3,23,female,rating_3_0248,perceptual_strength_rating,CUCCIOLO,puppy,4,0,2,0,3
3,23,female,rating_3_0249,perceptual_strength_rating,CUCINA,cuisine,3,4,1,3,1
3,23,female,rating_3_0250,perceptual_strength_rating,CUCINARE,cook,4,3,3,4,2
3,23,female,rating_3_0251,perceptual_strength_rating,CUORE,heart,0,0,0,0,4
3,23,female,rating_3_0252,perceptual_strength_rating,CURIOSO,curious,5,0,0,0,0
3,23,female,rating_3_0253,perceptual_strength_rating,CUSCINO,pillow,4,0,4,1,0
3,23,female,rating_3_0254,perceptual_strength_rating,DANNEGGIARE,impair,2,0,4,0,1
3,23,female,rating_3_0255,perceptual_strength_rating,DANNO,damage,3,0,0,0,0
3,23,female,rating_3_0256,perceptual_strength_rating,DEBITO,debt,0,0,0,0,1
3,23,female,rating_3_0257,perceptual_strength_rating,DEBOLE,feeble,3,0,2,0,2
3,23,female,rating_3_0258,perceptual_strength_rating,DECOMPORSI,decompose,5,0,0,5,0
3,23,female,rating_3_0259,perceptual_strength_rating,DECORARE,decorate,4,0,2,0,0
3,23,female,rating_3_0260,perceptual_strength_rating,DEFORME,deformed,5,0,4,0,0
3,23,female,rating_3_0261,perceptual_strength_rating,DELIZIA,delight,3,5,0,4,3
3,23,female,rating_3_0262,perceptual_strength_rating,DELUDERE,disappoint,0,0,0,0,0
3,23,female,rating_3_0263,perceptual_strength_rating,DEMONIO,demon,0,0,0,0,0
3,23,female,rating_3_0264,perceptual_strength_rating,DENARO,money,5,0,5,2,2
3,23,female,rating_3_0265,perceptual_strength_rating,DENTISTA,dentist,5,2,4,1,3
3,23,female,rating_3_0266,perceptual_strength_rating,DEPRESSIONE,depression,1,0,0,0,1
3,23,female,rating_3_0267,perceptual_strength_rating,DEPRESSO,depressed,3,0,0,0,3
3,23,female,rating_3_0268,perceptual_strength_rating,DERIDERE,tease,2,0,0,0,2
3,23,female,rating_3_0269,perceptual_strength_rating,DESIDERIO,wish,0,0,0,0,0
3,23,female,rating_3_0270,perceptual_strength_rating,DETESTARE,detest,1,0,0,0,3
3,23,female,rating_3_0271,perceptual_strength_rating,DETTAGLIO,detail,4,0,3,0,1
3,23,female,rating_3_0272,perceptual_strength_rating,DEVOTO,devoted,4,0,0,0,3
3,23,female,rating_3_0273,perceptual_strength_rating,DIAMANTE,diamond,2,0,2,0,0
3,23,female,rating_3_0274,perceptual_strength_rating,DIAVOLO,devil,0,0,0,0,0
3,23,female,rating_3_0275,perceptual_strength_rating,DIGNITOSO,dignified,4,0,0,0,0
3,23,female,rating_3_0276,perceptual_strength_rating,DIO,god,0,0,0,0,0
3,23,female,rating_3_0277,perceptual_strength_rating,DIPENDENTE,addicted,1,0,0,0,0
3,23,female,rating_3_0278,perceptual_strength_rating,DIPLOMA,diploma,3,0,3,1,0
3,23,female,rating_3_0279,perceptual_strength_rating,DISASTRO,disaster,2,0,0,0,2
3,23,female,rating_3_0280,perceptual_strength_rating,DISCARICA,dump,4,0,0,4,2
3,23,female,rating_3_0281,perceptual_strength_rating,DISDEGNO,scorn,0,0,0,0,1
3,23,female,rating_3_0282,perceptual_strength_rating,DISERTORE,deserter,1,0,0,0,3
3,23,female,rating_3_0283,perceptual_strength_rating,DISGUSTATO,disgusted,2,0,0,0,2
3,23,female,rating_3_0284,perceptual_strength_rating,DISINCANTATO,blase,1,0,0,0,1
3,23,female,rating_3_0285,perceptual_strength_rating,DISINVOLTO,nonchalant,2,0,0,0,1
3,23,female,rating_3_0286,perceptual_strength_rating,DISORDINATO,messy,4,0,2,0,0
3,23,female,rating_3_0287,perceptual_strength_rating,DISPERATO,despairing,3,0,0,0,3
3,23,female,rating_3_0288,perceptual_strength_rating,DISPETTO,mischief,2,0,0,0,2
3,23,female,rating_3_0289,perceptual_strength_rating,DISPIACIUTO,displeased,2,0,0,0,2
3,23,female,rating_3_0290,perceptual_strength_rating,DISPREZZARE,despise,0,0,0,0,0
3,23,female,rating_3_0291,perceptual_strength_rating,DISPREZZO,contempt,2,0,0,0,2
3,23,female,rating_3_0292,perceptual_strength_rating,DISTACCATO,detached,3,0,2,0,0
3,23,female,rating_3_0293,perceptual_strength_rating,DISTANTE,aloof,4,0,2,0,0
3,23,female,rating_3_0294,perceptual_strength_rating,DISTRUGGERE,destroy,1,0,0,0,1
3,23,female,rating_3_0295,perceptual_strength_rating,DISTRUZIONE,destruction,2,0,0,0,2
3,23,female,rating_3_0296,perceptual_strength_rating,DISTURBARE,disturb,0,0,0,0,2
3,23,female,rating_3_0297,perceptual_strength_rating,DITO,finger,5,1,5,0,0
3,23,female,rating_3_0298,perceptual_strength_rating,DIVANO,sofa,5,0,5,1,0
3,23,female,rating_3_0299,perceptual_strength_rating,DIVERTIMENTO,fun,1,0,0,0,1
3,23,female,rating_3_0300,perceptual_strength_rating,DIVORZIO,divorce,2,0,0,0,2
3,23,female,rating_3_0301,perceptual_strength_rating,DOLLARO,dollar,5,0,5,1,1
