"","participant_id","rt","trial_id","gender","age","language","speech_therapy","mental_conditions","sentence","test_item","phenomenon","condition","response","accuracy","repetition","stability"
"83","277486",2008.79999995232,31,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,3,0
"84","277486",1119.59999990463,44,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,4,0
"85","277486",2322.20000004768,52,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,5,0
"86","277486",1097.09999990463,66,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,6,0
"87","277486",341.899999856949,83,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,7,0
"88","277486",333,85,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,8,0
"89","277486",356.5,95,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,9,0
"90","277486",336.099999904633,108,"female",34,"english","no","no","The somber minister who conversed with the religious scholars usually presented themselves as very open-minded","TS 7","Anaphora","ungrammatical","c",0,10,0
"91","277486",10046,5,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,1,NA
"92","277486",3413.59999990463,15,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,2,0
"93","277486",2766.29999995232,27,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,3,0
"94","277486",2380,38,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,4,0
"95","277486",1555.10000014305,51,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,5,0
"96","277486",587.5,74,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,6,0
"97","277486",665.299999952316,76,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,7,0
"98","277486",476.599999904633,79,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,8,0
"99","277486",365.799999952316,87,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,9,0
"100","277486",279.900000095367,104,"female",34,"english","no","no","The serious general who advised the new corporals seemingly committed themselves to the training regimen","TS 8","Anaphora","ungrammatical","c",0,10,0
"101","277486",3857.20000004768,25,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,1,NA
"102","277486",2239.29999995232,34,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,2,0
"103","277486",2029.59999990463,37,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,3,0
"104","277486",1341.59999990463,43,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,4,0
"105","277486",1485.5,54,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,5,0
"106","277486",1022,69,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,6,0
"107","277486",982,70,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,7,0
"108","277486",332.700000047684,84,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,8,0
"109","277486",377.700000047684,97,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,9,0
"110","277486",369,103,"female",34,"english","no","no","The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in","TS 9","Anaphora","ungrammatical","c",0,10,0
"111","481645",1497.19999992847,8,"male",23,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,1,NA
"112","481645",1164.10000002384,9,"male",23,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,2,0
"113","481645",965.099999904633,10,"male",23,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,3,0
"114","481645",1495,37,"male",23,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,4,0
"115","481645",1459.70000004768,39,"male",23,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,5,0
"116","481645",2711.29999995232,5,"male",23,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,1,NA
"117","481645",3405,27,"male",23,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,2,0
"118","481645",872.199999928474,47,"male",23,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,3,0
"119","481645",3060.70000004768,104,"male",23,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,4,0
"120","481645",1344.39999997616,114,"male",23,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,5,0
"121","481645",9819.79999995232,14,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,1,NA
"122","481645",9635.89999997616,15,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,2,0
"123","481645",2898.29999995232,46,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,3,0
"124","481645",4348.90000009537,49,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,4,0
"125","481645",2620.20000004768,50,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,5,0
"126","481645",1605.70000004768,54,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,6,0
"127","481645",3127.90000009537,65,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,7,0
"128","481645",2413.29999995232,72,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,8,0
"129","481645",1326.80000007153,76,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,9,0
"130","481645",4808.10000002384,95,"male",23,"english","no","no","The new executive who oversaw the middle managers apparently doubted himself on most major decisions","TS 1","Anaphora","grammatical","c",1,10,0
"131","481645",7141,7,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,1,NA
"132","481645",3442.20000004768,20,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,2,0
"133","481645",2097.89999997616,24,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,3,0
"134","481645",2365.20000004768,36,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,4,0
"135","481645",2958.10000002384,83,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,5,0
"136","481645",1620.20000004768,84,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,6,0
"137","481645",1963.29999995232,92,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","c",0,7,0
"138","481645",5852.79999995232,103,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","n",1,8,1
"139","481645",3725.39999997616,106,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","n",1,9,0
"140","481645",1279.79999995232,107,"male",23,"english","no","no","The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools","TS 10","Anaphora","ungrammatical","n",1,10,0
"141","481645",10135,21,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","c",1,1,NA
"142","481645",7501.19999992847,25,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,2,1
"143","481645",3648,43,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,3,0
"144","481645",119320.100000024,66,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","c",1,4,1
"145","481645",4303,89,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,5,1
"146","481645",5750.60000002384,94,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,6,0
"147","481645",12933,96,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,7,0
"148","481645",3079.60000002384,100,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,8,0
"149","481645",3603.5,102,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,9,0
"150","481645",7139.39999997616,105,"male",23,"english","no","no","The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing","TS 2","Anaphora","grammatical","n",0,10,0
"151","481645",4333.19999992847,16,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,1,NA
"152","481645",7086.70000004768,28,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,2,0
"153","481645",15847.1999999285,29,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,3,0
"154","481645",5140.5,40,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,4,0
"155","481645",4216.60000002384,52,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,5,0
"156","481645",5803,57,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,6,0
"157","481645",2141.5,81,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,7,0
"158","481645",4508.80000007153,91,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,8,0
"159","481645",3175.89999997616,99,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,9,0
"160","481645",1085.60000002384,113,"male",23,"english","no","no","The construction worker who argued with the shift leaders undeniably hurt himself on the construction site","TS 3","Anaphora","grammatical","c",1,10,0
"161","481645",6168.60000002384,33,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,1,NA
"162","481645",3922.69999992847,42,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,2,0
"163","481645",1693,44,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,3,0
"164","481645",3749.20000004768,56,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,4,0
"165","481645",3086.5,69,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,5,0
"166","481645",2346.10000002384,87,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,6,0
"167","481645",2791.39999997616,88,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,7,0
"168","481645",3319.30000007153,101,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,8,0
"169","481645",4205,109,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,9,0
"170","481645",2427.69999992847,110,"male",23,"english","no","no","The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand","TS 4","Anaphora","grammatical","c",1,10,0
"171","481645",9239.5,19,"male",23,"english","no","no","The police officer who aided the brilliant detectives reportedly disguised himself to get more information","TS 5","Anaphora","grammatical","c",1,1,NA
"172","481645",3820.79999995232,26,"male",23,"english","no","no","The police officer who aided the brilliant detectives reportedly disguised himself to get more information","TS 5","Anaphora","grammatical","c",1,2,0
