status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,First language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
AWAITING REVIEW,1150.565,44,386,4,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1398.422,27,54,1,96,United Kingdom,United Kingdom,Part-Time,I know one other language in addition to English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1624.571,22,277,0,100,Canada,Canada,Unemployed (and job seeking),I only know English,English,English,Right-handed,High school diploma/A-levels,Canada,Male,Yes,I was raised with my native language only
AWAITING REVIEW,5482.46,24,279,1,100,Canada,Canada,Part-Time,I know 2 or more languages in addition to English,English,English,Right-handed,High school diploma/A-levels,Canada,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1845.36,19,22,0,100,Canada,Canada,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,Canada,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1395.027,33,127,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
RETURNED,54615.057394,29,398,7,98,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,920.892,23,416,2,100,United States,United States,Part-Time,I know one other language in addition to English,English,,Right-handed,High school diploma/A-levels,United States,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1455.066,46,67,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1026.813,23,142,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1240.03,29,34,1,100,Ireland,Ireland,Full-Time,I know 2 or more languages in addition to English,DATA EXPIRED,English,Right-handed,Doctorate degree (PhD/other),Ireland,Female,No,I was raised with my native language only
AWAITING REVIEW,991.193,22,38,0,100,Canada,Canada,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1365.822,45,14,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1656.617,24,29,0,100,Canada,Canada,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,1294.653,18,104,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,992.646,21,43,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,3091.672,24,36,0,100,Canada,Canada,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1005.892,37,239,0,100,Canada,Canada,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,1928.616,35,55,2,98,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,3302.056,32,26,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1683.736,46,121,0,100,United States,United States,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United States,Female,No,I was raised with my native language only
AWAITING REVIEW,1470.645,23,89,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I know 2 or more languages in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1470.138,22,23,0,100,Australia,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,2322.433,30,113,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2067.783,19,36,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1479.541,24,14,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1521.404,20,30,0,100,United States,United States,Full-Time,I only know English,,English,Ambidextrous,High school diploma/A-levels,United States,Male,No,I was raised with my native language only
AWAITING REVIEW,1133.006,21,94,0,100,United Kingdom,United Kingdom,Other,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1906.005,29,226,3,98,United Kingdom,United States,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2003.046,21,11,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,5232.824,33,45,0,100,New Zealand,New Zealand,Full-Time,I only know English,English,,Right-handed,Technical/community college,New Zealand,Male,No,I was raised with my native language only
AWAITING REVIEW,1132.0,21,52,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,831.142,24,226,0,100,Hong Kong,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1144.697,31,4,0,100,United Kingdom,,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,3436.652,39,364,3,100,United States,United States,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United States,Male,No,I was raised with my native language only
AWAITING REVIEW,1181.958,22,58,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1385.871,21,7,1,98,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2311.339,24,357,7,98,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1532.658,28,96,0,100,United Kingdom,United Kingdom,Due to start a new job within the next month,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2194.804,42,404,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Left-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
