status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First language,First Language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
AWAITING REVIEW,1078.078,34,290,9,95,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1233.871,34,300,5,97,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,,English,Left-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1169.288,35,165,6,96,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1227.577,35,244,0,100,United States,United States,Full-Time,I only know English,English,English,Right-handed,Doctorate degree (PhD/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1656.622,20,12,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1833.39,38,2,0,100,United Kingdom,,Full-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1309.512,26,63,0,100,Ireland,Ireland,Unemployed (and job seeking),I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),Ireland,Male,No,I was raised with my native language only
AWAITING REVIEW,1821.936,42,461,1,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1862.443,22,58,1,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I know one other language in addition to English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,2353.246,49,170,4,97,Cyprus,United Kingdom,Full-Time,I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1648.734,46,56,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2231.896,34,98,2,99,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1719.845,41,82,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1360.537,19,35,0,100,United Kingdom,United Kingdom,Other,I know one other language in addition to English,English,DATA EXPIRED,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1006.295,37,65,2,99,New Zealand,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1086.814,24,186,4,98,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,2037.758,31,125,2,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,961.679,40,209,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2004.047,36,21,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2846.573,37,157,4,97,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2223.307,36,402,6,97,Nigeria,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2443.818,35,334,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1198.717,25,477,9,98,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Left-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2512.758,42,151,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1038.012,36,335,5,99,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1364.494,32,465,6,99,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1576.618,22,111,2,100,DATA EXPIRED,United Kingdom,DATA EXPIRED,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1224.271,45,265,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,3770.586,37,68,3,97,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1289.146,34,88,1,99,Australia,Australia,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,Australia,Female,No,I was raised with my native language only
AWAITING REVIEW,1473.621,30,46,1,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,,I was raised with my native language only
AWAITING REVIEW,1729.006,28,120,2,98,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1743.417,48,153,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1630.431,45,687,11,97,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1178.191,18,299,3,99,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
RETURNED,33643.969968,25,106,1,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,2430.196,35,85,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1872.291,33,293,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1075.985,23,64,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1310.052,30,280,8,96,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1020.081,25,106,2,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1467.841,35,292,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,991.331,29,86,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2939.771,36,44,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Left-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,7176.975,41,181,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,3268.488,27,905,16,96,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Left-handed,High school diploma/A-levels,United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,2214.704,46,200,2,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,3013.399,50,91,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1188.89,26,271,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2183.349,21,67,1,100,Ireland,Ireland,Full-Time,I know one other language in addition to English,,English,Left-handed,Secondary education (e.g. GED/GCSE),Ireland,Female,No,I was raised with my native language only
TIMED-OUT,33610.251108,24,20,0,100,Zimbabwe,United Kingdom,Part-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1510.462,32,14,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1253.082,30,166,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1967.951,49,41,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1484.976,26,68,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,3186.302,33,291,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,3920.04,40,35,1,99,United Kingdom,United Kingdom,Part-Time,I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2374.171,44,404,1,100,United Kingdom,Ireland,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,Ireland,Male,No,I was raised with my native language only
AWAITING REVIEW,3400.172,37,396,1,100,Jamaica,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1666.766,22,64,2,98,United Kingdom,Spain,Full-Time,I know one other language in addition to English,English,DATA EXPIRED,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1264.878,20,51,1,100,United Kingdom,United Kingdom,Other,I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1545.141,24,44,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1621.685,46,85,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,936.999,37,1066,5,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Left-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2206.507,44,182,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1396.947,44,74,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,2743.539,37,10,1,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1800.425,47,108,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,2410.666,26,642,7,99,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,3193.085,34,136,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1352.554,34,57,3,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
