item,workerid,age,rating,gender,context
baby_fever,P36,32,6,Male,0
baby_fever,P54,31,7,Female,0
baby_fever,P37,31,6,Female,0
baby_fever,P4,30,4,Male,0
baby_fever,P29,23,1,Male,0
baby_fever,P33,29,3,Female,0
baby_shower,P28,38,7,Male,0
baby_shower,P44,24,7,Male,0
baby_shower,P38,27,4,Male,0
baby_shower,P30,55,7,Male,0
baby_shower,P25,30,7,Female,0
baby_shower,P41,33,3,Male,0
baby_shower,P12,57,7,Female,0
baby_shower,P6,35,2,Male,0
baby_shower,P26,30,6,Male,0
baby_shower,P42,34,7,Female,0
baby_shower,P49,31,7,Male,0
baby_shower,P14,29,5,Male,0
baby_shower,P40,34,7,Male,0
baby_shower,P5,51,7,Female,0
baby_shower,P18,51,7,Male,0
baby_shower,P15,33,7,Male,0
baby_shower,P34,35,3,Male,0
baby_shower,P46,35,7,Male,0
baby_shower,P35,48,7,Male,0
baby_shower,P45,29,6,Male,0
baby_shower,P23,32,5,Male,0
baby_shower,P3,27,7,Female,0
baby_shower,P20,35,7,Male,0
baby_shower,P22,32,5,Male,0
baby_shower,P11,25,7,Female,0
baby_shower,P47,41,6,Male,0
baby_steps,P8,42,7,Female,0
baby_steps,P7,40,5,Female,0
baby_steps,P39,43,3,Female,0
baby_steps,P54,31,7,Female,0
baby_steps,P37,31,5,Female,0
baby_steps,P9,59,7,Female,0
baby_steps,P13,32,6,Male,0
baby_steps,P51,35,5,Female,0
baby_steps,P19,50,7,Female,0
baby_steps,P50,37,6,Female,0
baby_steps,P4,30,4,Male,0
baby_steps,P43,26,5,Male,0
baby_steps,P1,57,7,Female,0
baby_steps,P31,28,6,Female,0
baby_steps,P10,33,5,Male,0
baby_steps,P16,26,1,Male,0
baby_steps,P36,32,6,Male,0
baby_steps,P32,33,7,Male,0
baby_steps,P48,46,7,Male,0
baby_steps,P53,26,2,Male,0
baby_steps,P27,53,7,Male,0
baby_steps,P52,30,6,Male,0
baby_steps,P2,29,7,Male,0
baby_steps,P21,30,5,Male,0
baby_steps,P33,29,6,Female,0
baby_steps,P24,38,3,Male,0
baby_steps,P17,48,7,Male,0
baby_steps,P29,23,6,Male,0
bad_apple,P33,29,6,Female,0
bad_apple,P31,28,6,Female,0
bad_apple,P54,31,7,Female,0
bad_apple,P53,26,5,Male,0
bad_apple,P21,30,6,Male,0
bad_apple,P10,33,6,Male,0
bad_apple,P39,43,6,Female,0
bad_apple,P43,26,4,Male,0
bad_apple,P8,42,6,Female,0
bad_apple,P51,35,7,Female,0
bad_apple,P1,57,7,Female,0
bad_apple,P29,23,6,Male,0
bad_apple,P7,40,4,Female,0
bad_apple,P13,32,7,Male,0
bad_apple,P37,31,6,Female,0
bad_apple,P36,32,6,Male,0
bad_apple,P4,30,1,Male,0
bad_apple,P19,50,7,Female,0
bad_apple,P48,46,7,Male,0
bad_apple,P27,53,7,Male,0
bad_apple,P24,38,5,Male,0
bad_apple,P32,33,7,Male,0
bad_apple,P52,30,3,Male,0
bad_apple,P50,37,5,Female,0
bad_apple,P2,29,7,Male,0
bad_apple,P9,59,7,Female,0
bad_apple,P16,26,7,Male,0
bad_apple,P17,48,7,Male,0
bad_blood,P42,34,5,Female,0
bad_blood,P45,29,6,Male,0
bad_blood,P11,25,7,Female,0
bad_blood,P34,35,3,Male,0
bad_blood,P28,38,5,Male,0
bad_blood,P49,31,7,Male,0
bad_blood,P38,27,3,Male,0
bad_blood,P47,41,5,Male,0
bad_blood,P26,30,6,Male,0
bad_blood,P40,34,7,Male,0
bad_blood,P46,35,7,Male,0
bad_blood,P6,35,3,Male,0
bad_blood,P30,55,5,Male,0
bad_blood,P20,35,3,Male,0
bad_blood,P22,32,7,Male,0
bad_blood,P23,32,4,Male,0
bad_blood,P12,57,7,Female,0
bad_blood,P5,51,7,Female,0
bad_blood,P3,27,6,Female,0
bad_blood,P15,33,7,Male,0
bad_blood,P14,29,6,Male,0
bad_blood,P35,48,6,Male,0
bad_blood,P41,33,4,Male,0
bad_blood,P18,51,7,Male,0
bad_blood,P25,30,5,Female,0
bad_blood,P44,24,6,Male,0
bad_egg,P53,26,5,Male,0
bad_egg,P31,28,6,Female,0
bad_egg,P2,29,7,Male,0
bad_egg,P19,50,5,Female,0
bad_egg,P48,46,7,Male,0
bad_egg,P8,42,5,Female,0
bad_egg,P50,37,5,Female,0
bad_egg,P39,43,5,Female,0
bad_egg,P17,48,7,Male,0
bad_egg,P24,38,4,Male,0
bad_egg,P1,57,7,Female,0
bad_egg,P16,26,2,Male,0
bad_egg,P27,53,7,Male,0
bad_egg,P9,59,7,Female,0
bad_egg,P52,30,6,Male,0
bad_egg,P10,33,6,Male,0
bad_egg,P32,33,7,Male,0
bad_egg,P29,23,5,Male,0
bad_egg,P51,35,7,Female,0
bad_egg,P54,31,7,Female,0
bad_egg,P36,32,4,Male,0
bad_egg,P37,31,7,Female,0
bad_egg,P7,40,4,Female,0
bad_egg,P21,30,6,Male,0
bad_egg,P43,26,7,Male,0
bad_egg,P13,32,6,Male,0
bad_egg,P33,29,3,Female,0
bad_egg,P4,30,2,Male,0
bad_seed,P21,30,4,Male,0
bad_seed,P2,29,7,Male,0
bad_seed,P52,30,5,Male,0
bad_seed,P43,26,2,Male,0
bad_seed,P50,37,7,Female,0
bad_seed,P17,48,7,Male,0
bad_seed,P29,23,4,Male,0
bad_seed,P39,43,6,Female,0
bad_seed,P8,42,3,Female,0
bad_seed,P48,46,6,Male,0
bad_seed,P33,29,6,Female,0
bad_seed,P1,57,7,Female,0
bad_seed,P51,35,6,Female,0
bad_seed,P10,33,4,Male,0
bad_seed,P53,26,6,Male,0
bad_seed,P54,31,7,Female,0
bad_seed,P36,32,5,Male,0
bad_seed,P27,53,7,Male,0
bad_seed,P37,31,5,Female,0
bad_seed,P16,26,7,Male,0
bad_seed,P19,50,6,Female,0
bad_seed,P24,38,3,Male,0
bad_seed,P32,33,7,Male,0
bad_seed,P13,32,7,Male,0
bad_seed,P9,59,5,Female,0
bad_seed,P4,30,1,Male,0
bad_seed,P7,40,3,Female,0
bad_seed,P31,28,6,Female,0
ballpark_figure,P30,55,7,Male,0
ballpark_figure,P5,51,7,Female,0
ballpark_figure,P22,32,4,Male,0
ballpark_figure,P11,25,7,Female,0
ballpark_figure,P34,35,3,Male,0
ballpark_figure,P42,34,7,Female,0
ballpark_figure,P3,27,3,Female,0
ballpark_figure,P38,27,3,Male,0
ballpark_figure,P6,35,3,Male,0
ballpark_figure,P14,29,4,Male,0
ballpark_figure,P26,30,6,Male,0
ballpark_figure,P15,33,2,Male,0
ballpark_figure,P45,29,6,Male,0
ballpark_figure,P23,32,3,Male,0
ballpark_figure,P41,33,4,Male,0
ballpark_figure,P20,35,2,Male,0
ballpark_figure,P28,38,6,Male,0
ballpark_figure,P35,48,6,Male,0
ballpark_figure,P25,30,3,Female,0
ballpark_figure,P46,35,1,Male,0
ballpark_figure,P47,41,2,Male,0
ballpark_figure,P12,57,7,Female,0
ballpark_figure,P18,51,7,Male,0
ballpark_figure,P40,34,7,Male,0
ballpark_figure,P49,31,7,Male,0
ballpark_figure,P44,24,6,Male,0
bare_bones,P11,25,7,Female,0
bare_bones,P20,35,2,Male,0
bare_bones,P25,30,4,Female,0
bare_bones,P15,33,5,Male,0
bare_bones,P38,27,3,Male,0
bare_bones,P18,51,6,Male,0
bare_bones,P23,32,4,Male,0
bare_bones,P35,48,7,Male,0
bare_bones,P3,27,4,Female,0
bare_bones,P12,57,7,Female,0
bare_bones,P40,34,6,Male,0
bare_bones,P6,35,6,Male,0
bare_bones,P47,41,3,Male,0
bare_bones,P49,31,7,Male,0
bare_bones,P34,35,4,Male,0
bare_bones,P30,55,6,Male,0
bare_bones,P45,29,6,Male,0
bare_bones,P14,29,2,Male,0
bare_bones,P46,35,5,Male,0
bare_bones,P28,38,7,Male,0
bare_bones,P22,32,5,Male,0
bare_bones,P26,30,6,Male,0
bare_bones,P42,34,1,Female,0
bare_bones,P44,24,1,Male,0
bare_bones,P41,33,3,Male,0
bare_bones,P5,51,6,Female,0
bat_wings,P10,33,6,Male,0
bat_wings,P50,37,4,Female,0
bat_wings,P7,40,4,Female,0
bat_wings,P37,31,7,Female,0
bat_wings,P16,26,7,Male,0
bat_wings,P8,42,6,Female,0
bat_wings,P21,30,6,Male,0
bat_wings,P43,26,2,Male,0
bat_wings,P39,43,7,Female,0
bat_wings,P31,28,6,Female,0
bat_wings,P19,50,5,Female,0
bat_wings,P53,26,6,Male,0
bat_wings,P29,23,1,Male,0
bat_wings,P33,29,2,Female,0
bat_wings,P54,31,6,Female,0
bat_wings,P2,29,4,Male,0
bat_wings,P27,53,7,Male,0
bat_wings,P9,59,3,Female,0
bat_wings,P36,32,3,Male,0
bat_wings,P48,46,4,Male,0
bat_wings,P24,38,3,Male,0
bat_wings,P1,57,7,Female,0
bat_wings,P32,33,3,Male,0
bat_wings,P51,35,5,Female,0
bat_wings,P4,30,4,Male,0
bat_wings,P13,32,2,Male,0
bat_wings,P52,30,7,Male,0
bat_wings,P17,48,2,Male,0
bear_hug,P27,53,7,Male,0
bear_hug,P7,40,3,Female,0
bear_hug,P51,35,3,Female,0
bear_hug,P4,30,3,Male,0
bear_hug,P29,23,3,Male,0
bear_hug,P50,37,4,Female,0
bear_hug,P8,42,7,Female,0
bear_hug,P36,32,6,Male,0
bear_hug,P33,29,5,Female,0
bear_hug,P24,38,3,Male,0
bear_hug,P19,50,6,Female,0
bear_hug,P43,26,2,Male,0
bear_hug,P16,26,7,Male,0
bear_hug,P21,30,6,Male,0
bear_hug,P37,31,7,Female,0
bear_hug,P39,43,6,Female,0
bear_hug,P52,30,3,Male,0
bear_hug,P54,31,7,Female,0
bear_hug,P31,28,5,Female,0
bear_hug,P9,59,7,Female,0
bear_hug,P32,33,7,Male,0
bear_hug,P13,32,6,Male,0
bear_hug,P1,57,7,Female,0
bear_hug,P10,33,6,Male,0
bear_hug,P48,46,7,Male,0
bear_hug,P53,26,3,Male,0
bear_hug,P2,29,7,Male,0
bear_hug,P17,48,7,Male,0
beer_goggles,P1,57,3,Female,0
beer_goggles,P16,26,2,Male,0
beer_goggles,P52,30,5,Male,0
beer_goggles,P33,29,3,Female,0
beer_goggles,P2,29,6,Male,0
beer_goggles,P7,40,3,Female,0
beer_goggles,P29,23,1,Male,0
beer_goggles,P48,46,7,Male,0
beer_goggles,P13,32,5,Male,0
beer_goggles,P9,59,4,Female,0
beer_goggles,P31,28,5,Female,0
beer_goggles,P54,31,7,Female,0
beer_goggles,P17,48,7,Male,0
beer_goggles,P10,33,4,Male,0
beer_goggles,P21,30,6,Male,0
beer_goggles,P43,26,4,Male,0
beer_goggles,P39,43,7,Female,0
beer_goggles,P8,42,5,Female,0
beer_goggles,P32,33,7,Male,0
beer_goggles,P50,37,4,Female,0
beer_goggles,P24,38,6,Male,0
beer_goggles,P4,30,5,Male,0
beer_goggles,P51,35,5,Female,0
beer_goggles,P36,32,4,Male,0
beer_goggles,P53,26,7,Male,0
beer_goggles,P37,31,7,Female,0
beer_goggles,P19,50,6,Female,0
beer_goggles,P27,53,7,Male,0
big_brother,P20,35,4,Male,0
big_brother,P26,30,4,Male,0
big_brother,P23,32,4,Male,0
big_brother,P40,34,5,Male,0
big_brother,P42,34,7,Female,0
big_brother,P38,27,3,Male,0
big_brother,P47,41,6,Male,0
big_brother,P5,51,7,Female,0
big_brother,P14,29,6,Male,0
big_brother,P18,51,7,Male,0
big_brother,P15,33,4,Male,0
big_brother,P45,29,6,Male,0
big_brother,P35,48,6,Male,0
big_brother,P11,25,7,Female,0
big_brother,P25,30,6,Female,0
big_brother,P44,24,2,Male,0
big_brother,P46,35,7,Male,0
big_brother,P22,32,7,Male,0
big_brother,P30,55,5,Male,0
big_brother,P6,35,5,Male,0
big_brother,P49,31,7,Male,0
big_brother,P34,35,3,Male,0
big_brother,P41,33,3,Male,0
big_brother,P3,27,7,Female,0
big_brother,P12,57,7,Female,0
big_brother,P28,38,7,Male,0
big_cheese,P31,28,6,Female,0
big_cheese,P19,50,6,Female,0
big_cheese,P29,23,1,Male,0
big_cheese,P54,31,1,Female,0
big_cheese,P1,57,7,Female,0
big_cheese,P39,43,5,Female,0
big_cheese,P37,31,7,Female,0
big_cheese,P27,53,7,Male,0
big_cheese,P7,40,5,Female,0
big_cheese,P43,26,6,Male,0
big_cheese,P4,30,5,Male,0
big_cheese,P50,37,2,Female,0
big_cheese,P48,46,6,Male,0
big_cheese,P21,30,5,Male,0
big_cheese,P16,26,7,Male,0
big_cheese,P9,59,6,Female,0
big_cheese,P53,26,4,Male,0
big_cheese,P17,48,6,Male,0
big_cheese,P10,33,6,Male,0
big_cheese,P13,32,7,Male,0
big_cheese,P8,42,5,Female,0
big_cheese,P24,38,5,Male,0
big_cheese,P33,29,6,Female,0
big_cheese,P52,30,4,Male,0
big_cheese,P2,29,4,Male,0
big_cheese,P51,35,6,Female,0
big_cheese,P36,32,5,Male,0
big_cheese,P32,33,6,Male,0
big_fish,P25,30,6,Female,0
big_fish,P34,35,3,Male,0
big_fish,P18,51,7,Male,0
big_fish,P12,57,6,Female,0
big_fish,P46,35,7,Male,0
big_fish,P30,55,7,Male,0
big_fish,P44,24,6,Male,0
big_fish,P41,33,4,Male,0
big_fish,P11,25,7,Female,0
big_fish,P5,51,7,Female,0
big_fish,P14,29,6,Male,0
big_fish,P45,29,6,Male,0
big_fish,P20,35,3,Male,0
big_fish,P23,32,6,Male,0
big_fish,P3,27,7,Female,0
big_fish,P47,41,7,Male,0
big_fish,P38,27,5,Male,0
big_fish,P15,33,4,Male,0
big_fish,P40,34,6,Male,0
big_fish,P35,48,7,Male,0
big_fish,P26,30,5,Male,0
big_fish,P49,31,7,Male,0
big_fish,P22,32,7,Male,0
big_fish,P28,38,7,Male,0
big_fish,P42,34,2,Female,0
big_fish,P6,35,5,Male,0
bitter_end,P42,34,7,Female,0
bitter_end,P12,57,7,Female,0
bitter_end,P3,27,6,Female,0
bitter_end,P34,35,4,Male,0
bitter_end,P38,27,3,Male,0
bitter_end,P23,32,4,Male,0
bitter_end,P45,29,5,Male,0
bitter_end,P28,38,3,Male,0
bitter_end,P18,51,7,Male,0
bitter_end,P25,30,5,Female,0
bitter_end,P11,25,7,Female,0
bitter_end,P15,33,6,Male,0
bitter_end,P14,29,5,Male,0
bitter_end,P30,55,7,Male,0
bitter_end,P26,30,5,Male,0
bitter_end,P44,24,7,Male,0
bitter_end,P47,41,2,Male,0
bitter_end,P5,51,7,Female,0
bitter_end,P46,35,7,Male,0
bitter_end,P6,35,3,Male,0
bitter_end,P35,48,7,Male,0
bitter_end,P22,32,7,Male,0
bitter_end,P20,35,2,Male,0
bitter_end,P49,31,7,Male,0
bitter_end,P40,34,6,Male,0
bitter_end,P41,33,2,Male,0
bitter_pill,P9,59,6,Female,0
bitter_pill,P10,33,5,Male,0
bitter_pill,P8,42,4,Female,0
bitter_pill,P32,33,7,Male,0
bitter_pill,P19,50,7,Female,0
bitter_pill,P50,37,3,Female,0
bitter_pill,P27,53,7,Male,0
bitter_pill,P31,28,6,Female,0
bitter_pill,P29,23,2,Male,0
bitter_pill,P13,32,6,Male,0
bitter_pill,P48,46,7,Male,0
bitter_pill,P37,31,5,Female,0
bitter_pill,P7,40,5,Female,0
bitter_pill,P4,30,6,Male,0
bitter_pill,P33,29,3,Female,0
bitter_pill,P1,57,7,Female,0
bitter_pill,P52,30,4,Male,0
bitter_pill,P53,26,6,Male,0
bitter_pill,P43,26,4,Male,0
bitter_pill,P2,29,7,Male,0
bitter_pill,P39,43,4,Female,0
bitter_pill,P16,26,1,Male,0
bitter_pill,P21,30,6,Male,0
bitter_pill,P24,38,2,Male,0
bitter_pill,P54,31,7,Female,0
bitter_pill,P17,48,7,Male,0
bitter_pill,P51,35,4,Female,0
bitter_pill,P36,32,6,Male,0
bitter_truth,P1,57,7,Female,0
bitter_truth,P37,31,5,Female,0
bitter_truth,P7,40,5,Female,0
bitter_truth,P16,26,7,Male,0
bitter_truth,P52,30,7,Male,0
bitter_truth,P8,42,5,Female,0
bitter_truth,P51,35,5,Female,0
bitter_truth,P4,30,6,Male,0
bitter_truth,P17,48,7,Male,0
bitter_truth,P43,26,4,Male,0
bitter_truth,P31,28,4,Female,0
bitter_truth,P53,26,6,Male,0
bitter_truth,P50,37,7,Female,0
bitter_truth,P9,59,6,Female,0
bitter_truth,P33,29,5,Female,0
bitter_truth,P48,46,6,Male,0
bitter_truth,P21,30,5,Male,0
bitter_truth,P19,50,7,Female,0
bitter_truth,P39,43,6,Female,0
bitter_truth,P13,32,5,Male,0
bitter_truth,P54,31,7,Female,0
bitter_truth,P27,53,7,Male,0
bitter_truth,P36,32,7,Male,0
bitter_truth,P24,38,7,Male,0
bitter_truth,P2,29,7,Male,0
bitter_truth,P32,33,7,Male,0
bitter_truth,P10,33,5,Male,0
bitter_truth,P29,23,6,Male,0
black_box,P29,23,1,Male,0
black_box,P27,53,7,Male,0
black_box,P17,48,7,Male,0
black_box,P37,31,4,Female,0
black_box,P36,32,4,Male,0
black_box,P13,32,5,Male,0
black_box,P4,30,3,Male,0
black_box,P52,30,6,Male,0
black_box,P39,43,4,Female,0
black_box,P19,50,5,Female,0
black_box,P53,26,4,Male,0
black_box,P48,46,7,Male,0
black_box,P43,26,6,Male,0
black_box,P21,30,4,Male,0
black_box,P33,29,6,Female,0
black_box,P50,37,7,Female,0
black_box,P51,35,7,Female,0
black_box,P32,33,7,Male,0
black_box,P31,28,5,Female,0
black_box,P9,59,4,Female,0
black_box,P1,57,7,Female,0
black_box,P16,26,7,Male,0
black_box,P54,31,5,Female,0
black_box,P7,40,5,Female,0
black_box,P2,29,7,Male,0
black_box,P8,42,5,Female,0
black_box,P10,33,3,Male,0
black_box,P24,38,3,Male,0
black_humour,P25,30,7,Female,0
black_humour,P47,41,6,Male,0
black_humour,P46,35,7,Male,0
black_humour,P11,25,7,Female,0
black_humour,P42,34,2,Female,0
black_humour,P41,33,7,Male,0
black_humour,P14,29,4,Male,0
black_humour,P35,48,1,Male,0
black_humour,P38,27,3,Male,0
black_humour,P22,32,6,Male,0
black_humour,P26,30,4,Male,0
black_humour,P34,35,4,Male,0
black_humour,P6,35,4,Male,0
black_humour,P28,38,7,Male,0
black_humour,P45,29,6,Male,0
black_humour,P3,27,3,Female,0
black_humour,P12,57,7,Female,0
black_humour,P44,24,4,Male,0
black_humour,P18,51,6,Male,0
black_humour,P30,55,4,Male,0
black_humour,P5,51,7,Female,0
black_humour,P20,35,3,Male,0
black_humour,P40,34,5,Male,0
black_humour,P23,32,6,Male,0
black_humour,P49,31,2,Male,0
black_humour,P15,33,2,Male,0
black_market,P26,30,6,Male,0
black_market,P45,29,6,Male,0
black_market,P38,27,5,Male,0
black_market,P42,34,7,Female,0
black_market,P44,24,6,Male,0
black_market,P47,41,7,Male,0
black_market,P46,35,7,Male,0
black_market,P18,51,7,Male,0
black_market,P34,35,2,Male,0
black_market,P28,38,5,Male,0
black_market,P41,33,6,Male,0
black_market,P35,48,7,Male,0
black_market,P49,31,7,Male,0
black_market,P14,29,6,Male,0
black_market,P30,55,6,Male,0
black_market,P22,32,7,Male,0
black_market,P23,32,6,Male,0
black_market,P3,27,7,Female,0
black_market,P11,25,7,Female,0
black_market,P15,33,7,Male,0
black_market,P5,51,7,Female,0
black_market,P40,34,6,Male,0
black_market,P6,35,3,Male,0
black_market,P20,35,3,Male,0
black_market,P25,30,6,Female,0
black_market,P12,57,7,Female,0
black_sheep,P26,30,7,Male,0
black_sheep,P44,24,6,Male,0
black_sheep,P18,51,7,Male,0
black_sheep,P46,35,7,Male,0
black_sheep,P25,30,5,Female,0
black_sheep,P41,33,5,Male,0
black_sheep,P49,31,7,Male,0
black_sheep,P45,29,6,Male,0
black_sheep,P3,27,7,Female,0
black_sheep,P23,32,3,Male,0
black_sheep,P38,27,2,Male,0
black_sheep,P30,55,5,Male,0
black_sheep,P6,35,5,Male,0
black_sheep,P22,32,5,Male,0
black_sheep,P47,41,5,Male,0
black_sheep,P40,34,7,Male,0
black_sheep,P28,38,7,Male,0
black_sheep,P11,25,7,Female,0
black_sheep,P34,35,1,Male,0
black_sheep,P15,33,7,Male,0
black_sheep,P20,35,7,Male,0
black_sheep,P12,57,7,Female,0
black_sheep,P5,51,7,Female,0
black_sheep,P42,34,7,Female,0
black_sheep,P35,48,7,Male,0
black_sheep,P14,29,5,Male,0
black_swan,P33,29,7,Female,0
black_swan,P24,38,3,Male,0
black_swan,P51,35,3,Female,0
black_swan,P31,28,5,Female,0
black_swan,P16,26,6,Male,0
black_swan,P37,31,5,Female,0
black_swan,P48,46,6,Male,0
black_swan,P1,57,7,Female,0
black_swan,P17,48,7,Male,0
black_swan,P32,33,7,Male,0
black_swan,P54,31,7,Female,0
black_swan,P43,26,6,Male,0
black_swan,P36,32,2,Male,0
black_swan,P39,43,5,Female,0
black_swan,P8,42,6,Female,0
black_swan,P9,59,1,Female,0
black_swan,P2,29,7,Male,0
black_swan,P27,53,7,Male,0
black_swan,P13,32,7,Male,0
black_swan,P50,37,1,Female,0
black_swan,P10,33,3,Male,0
black_swan,P29,23,4,Male,0
black_swan,P52,30,2,Male,0
black_swan,P21,30,5,Male,0
black_swan,P19,50,4,Female,0
black_swan,P4,30,5,Male,0
black_swan,P7,40,3,Female,0
black_swan,P53,26,6,Male,0
black_widow,P19,50,7,Female,0
black_widow,P16,26,7,Male,0
black_widow,P36,32,6,Male,0
black_widow,P39,43,7,Female,0
black_widow,P29,23,3,Male,0
black_widow,P27,53,7,Male,0
black_widow,P8,42,6,Female,0
black_widow,P43,26,6,Male,0
black_widow,P9,59,6,Female,0
black_widow,P52,30,6,Male,0
black_widow,P1,57,7,Female,0
black_widow,P50,37,5,Female,0
black_widow,P32,33,7,Male,0
black_widow,P24,38,2,Male,0
black_widow,P48,46,7,Male,0
black_widow,P54,31,7,Female,0
black_widow,P10,33,5,Male,0
black_widow,P2,29,7,Male,0
black_widow,P13,32,7,Male,0
black_widow,P51,35,5,Female,0
black_widow,P4,30,5,Male,0
