workerid,age,gender,item,rating
P9,53,male,brilliant_idea,1
P9,53,male,bitter_pill,4
P9,53,male,big_brother,7
P9,53,male,cloud_nine,7
P9,53,male,smooth_sailing,6
P9,53,male,black_market,3
P9,53,male,big_cheese,6
P9,53,male,burning_ambition,2
P9,53,male,dead_face,4
P9,53,male,holy_grail,7
P9,53,male,dark_life,3
P9,53,male,firm_deadline,2
P9,53,male,dirty_job,3
P9,53,male,walking_encyclopedia,3
P9,53,male,bear_hug,2
P9,53,male,sly_fox,6
P9,53,male,movie_star,3
P9,53,male,smart_pants,6
P9,53,male,crowd_surfing,2
P9,53,male,family_tree,3
P9,53,male,tough_cookie,5
P9,53,male,eye_bags,1
P9,53,male,hidden_gem,3
P9,53,male,old_dinosaur,6
P9,53,male,innocent_lamb,6
P9,53,male,office_monkey,5
P9,53,male,wine_legs,3
P9,53,male,lone_wolf,4
P9,53,male,emotional_rollercoaster,2
P9,53,male,moral_compass,2
P9,53,male,home_bird,4
P9,53,male,restaurant_chain,1
P9,53,male,white_blanket,2
P9,53,male,sports_clown,3
P9,53,male,meat_puppet,4
P9,53,male,hair_donut,2
P9,53,male,test_bed,2
P9,53,male,road_dog,2
P9,53,male,eye_candy,3
P9,53,male,social_ladder,3
P9,53,male,media_storm,4
P9,53,male,love_bug,6
P9,53,male,online_scrub,2
P9,53,male,old_flame,7
P9,53,male,green_thumb,6
P9,53,male,delicate_flower,7
P9,53,male,smart_cookie,6
P9,53,male,party_pooper,4
P9,53,male,pool_noodle,3
P9,53,male,night_owl,5
P9,53,male,late_bloomer,5
P9,53,male,love_triangle,1
P9,53,male,drug_mule,4
P9,53,male,sweet_tooth,6
P9,53,male,money_laundering,4
P9,53,male,fish_fingers,1
P9,53,male,early_bird,6
P9,53,male,social_butterfly,4
P9,53,male,plaster_shackle,2
P9,53,male,memory_lane,7
P9,53,male,empty_nest,6
P9,53,male,milk_moustache,4
P9,53,male,social_bubble,5
P23,63,female,flash_sale,5
P23,63,female,big_cheese,7
P23,63,female,holy_grail,7
P23,63,female,bright_student,3
P23,63,female,cloud_nine,7
P23,63,female,small_potatoes,7
P23,63,female,dirty_job,4
P23,63,female,broken_heart,6
P23,63,female,lip_service,5
P23,63,female,smoking_gun,7
P23,63,female,big_brother,7
P23,63,female,clear_intention,1
P23,63,female,cake_face,4
P23,63,female,chopping_block,7
P23,63,female,firm_deadline,1
P23,63,female,gold_digger,7
P23,63,female,smooth_sailing,7
P23,63,female,old_hat,7
P23,63,female,iron_fist,7
P23,63,female,bitter_pill,7
P23,63,female,bright_side,7
P23,63,female,running_head,7
P23,63,female,crocodile_tears,7
P23,63,female,ceiling_effect,6
P23,63,female,bitter_end,5
P23,63,female,muffin_top,7
P23,63,female,death_burger,5
P23,63,female,green_light,7
P23,63,female,long_fuse,7
P23,63,female,low_key,7
P23,63,female,dry_buzz,2
P23,63,female,rising_star,3
P23,63,female,big_fish,7
P23,63,female,cheese_writing,7
P23,63,female,burning_moment,7
P23,63,female,dragon_teacher,6
P23,63,female,blue_blood,7
P23,63,female,cold_iron,7
P23,63,female,golden_goose,7
P23,63,female,chain_reaction,3
P23,63,female,floor_effect,5
P23,63,female,cold_turkey,7
P23,63,female,clean_slate,7
P23,63,female,golden_egg,7
P23,63,female,angry_sea,4
P23,63,female,firefly_eyes,7
P23,63,female,hot_water,7
P23,63,female,golden_river,7
P23,63,female,floating_shelf,3
P23,63,female,cool_head,7
P23,63,female,dirty_money,7
P23,63,female,blank_sleep,3
P23,63,female,bumpy_life,6
P23,63,female,almond_eyes,4
P23,63,female,burning_ambition,4
P23,63,female,third_eye,7
P23,63,female,crooked_math,2
P23,63,female,ugly_duckling,7
P23,63,female,rug_rats,7
P23,63,female,dirty_laundry,7
P23,63,female,thin_ice,7
P23,63,female,fan_brush,1
P23,63,female,blind_date,3
P23,63,female,dirty_dance,4
P23,63,female,raging_bull,7
P23,63,female,slam_dunk,7
P23,63,female,wild_west,7
P23,63,female,butter_fingers,7
P23,63,female,silver_lining,7
P23,63,female,brilliant_idea,3
P23,63,female,chicken_feed,7
P23,63,female,mad_slap,7
P23,63,female,cold_fish,7
P23,63,female,walking_encyclopedia,7
P23,63,female,curtain_bangs,3
P23,63,female,forbidden_fruit,7
P23,63,female,melting_pot,7
P23,63,female,black_humour,6
P23,63,female,black_swan,7
P23,63,female,cold_feet,7
P23,63,female,sock_puppet,7
P23,63,female,black_widow,6
P23,63,female,dark_thoughts,2
P23,63,female,black_market,6
P23,63,female,black_sheep,7
P23,63,female,dead_match,7
P23,63,female,elephant_ears,1
P23,63,female,dead_end,7
P23,63,female,blue_moon,6
P23,63,female,hot_head,7
P23,63,female,dark_personality,6
P23,63,female,eagle_eyes,6
P23,63,female,hot_potato,7
P23,63,female,soft_spot,7
P23,63,female,wet_blanket,7
P23,63,female,bulletproof_argument,7
P23,63,female,bottomless_pit,7
P23,63,female,deep_water,7
P23,63,female,dead_face,3
P23,63,female,road_hog,6
P23,63,female,sitting_duck,7
P23,63,female,wild_dog,7
P23,63,female,last_straw,7
P23,63,female,closed_mind,2
P23,63,female,dry_laugh,3
P23,63,female,dark_life,4
P23,63,female,dirty_mouth,4
P23,63,female,glass_ceiling,7
P23,63,female,golden_heart,7
P23,63,female,deep_love,1
P23,63,female,straight_arrow,7
P23,63,female,gold_nugget,7
P23,63,female,dead_silence,6
P23,63,female,flat_art,2
P23,63,female,acid_test,6
P23,63,female,stalking_horse,7
P23,63,female,black_box,7
P23,63,female,bat_wings,7
P23,63,female,mother_lode,4
P23,63,female,rare_bird,7
P23,63,female,ballpark_figure,7
P23,63,female,flaky_idea,6
P23,63,female,love_handles,1
P23,63,female,bubbly_personality,7
P23,63,female,broken_face,5
P23,63,female,burning_question,7
P23,63,female,cross_fire,6
P23,63,female,bitter_truth,7
P23,63,female,dead_act,6
P23,63,female,sweet_pea,7
P23,63,female,bullet_point,1
P23,63,female,rabbit_hole,7
P23,63,female,bear_hug,7
P23,63,female,baby_steps,7
P23,63,female,ice_breaker,7
P23,63,female,dead_metaphor,4
P23,63,female,red_flag,7
P23,63,female,punching_ball,6
P23,63,female,bare_bones,7
P23,63,female,short_fuse,7
P23,63,female,stumbling_block,7
P23,63,female,magic_bullet,7
P23,63,female,lame_duck,7
P23,63,female,foot_soldiers,7
P23,63,female,soft_landing,7
P23,63,female,firm_hand,7
P23,63,female,bucket_list,6
P23,63,female,blind_eye,5
P23,63,female,chicken_legs,7
P23,63,female,salty_dog,7
P23,63,female,sixth_sense,2
P23,63,female,sweet_tooth,7
P23,63,female,tender_sky,7
P23,63,female,moral_compass,7
P23,63,female,memory_lane,7
P23,63,female,strawberry_legs,7
P23,63,female,sugar_daddy,7
P23,63,female,soft_skills,6
P23,63,female,pyramid_scheme,1
P23,63,female,square_meal,5
P23,63,female,penguin_huddle,5
P23,63,female,nodding_leaves,3
P23,63,female,panda_eye,5
P23,63,female,love_bug,7
P23,63,female,social_ladder,7
P23,63,female,road_dog,4
P23,63,female,movie_star,1
P23,63,female,drug_mule,6
P23,63,female,wine_legs,6
P23,63,female,open_mind,3
P23,63,female,crowd_surfing,1
P23,63,female,gold_standard,4
P23,63,female,early_bird,7
P23,63,female,online_scrub,4
P23,63,female,pink_noise,6
P23,63,female,night_owl,7
P23,63,female,glass_river,2
P23,63,female,happy_dawn,7
P23,63,female,beer_goggles,7
P23,63,female,velvet_skin,7
P23,63,female,unkempt_afternoon,4
P23,63,female,poker_face,6
P23,63,female,ninja_writing,4
P23,63,female,star_jump,1
P23,63,female,restaurant_chain,1
P23,63,female,hot_seat,7
P23,63,female,couch_potato,7
P23,63,female,weak_argument,1
P23,63,female,eye_candy,7
P23,63,female,tube_top,1
P23,63,female,monkey_business,7
P23,63,female,pie_chart,1
P23,63,female,kitten_heel,3
P23,63,female,hair_donut,2
P23,63,female,ugly_truth,5
P23,63,female,happy_hour,1
P23,63,female,tough_cookie,7
P23,63,female,love_triangle,7
P23,63,female,juicy_gossip,6
P23,63,female,late_bloomer,7
P23,63,female,old_flame,7
P23,63,female,smart_cookie,7
P23,63,female,lonely_oval,4
P23,63,female,smart_pants,7
P23,63,female,baby_fever,7
P23,63,female,seamless_recovery,6
P23,63,female,impatient_machinery,6
P23,63,female,hen_party,7
P23,63,female,bad_blood,7
P23,63,female,trophy_wife,7
P23,63,female,rebound_effect,1
P23,63,female,party_pooper,7
P23,63,female,sports_clown,6
P23,63,female,fresh_courage,2
P23,63,female,cash_cow,7
P23,63,female,white_noise,1
P23,63,female,spring_roll,1
P23,63,female,rough_day,2
P23,63,female,sugar_baby,7
P23,63,female,magnetic_attraction,7
P23,63,female,eye_bags,2
P23,63,female,ghost_town,6
P23,63,female,helicopter_parent,7
P23,63,female,tunnel_vision,1
P23,63,female,meat_puppet,7
P23,63,female,home_bird,7
P23,63,female,lawnmower_parents,7
P23,63,female,icy_look,3
P23,63,female,molten_sound,4
P23,63,female,media_storm,6
P23,63,female,nuclear_anger,7
P23,63,female,mother_cell,1
P23,63,female,bad_apple,7
P23,63,female,test_bed,5
P23,63,female,virgin_drink,7
P23,63,female,innocent_lamb,7
P23,63,female,toxic_person,3
P23,63,female,paddle_brush,1
P23,63,female,small_talk,7
P23,63,female,umbrella_term,7
P23,63,female,hidden_gem,7
P23,63,female,pool_noodle,1
P23,63,female,mermaid_dress,1
P23,63,female,family_tree,3
P23,63,female,hot_mess,7
P23,63,female,bad_seed,7
P23,63,female,gentle_art,4
P23,63,female,social_bubble,7
P23,63,female,lazy_eye,3
P23,63,female,office_monkey,7
P23,63,female,sharp_mind,2
P23,63,female,rocky_end,7
P23,63,female,delicate_flower,7
P23,63,female,emotional_rollercoaster,7
P23,63,female,sly_fox,7
P23,63,female,empty_nest,7
P23,63,female,lightning_reflexes,5
P23,63,female,busy_bee,7
P23,63,female,hot_spot,7
P23,63,female,rotting_education,4
P23,63,female,plum_job,7
P23,63,female,old_dinosaur,7
P23,63,female,brain_fog,7
P23,63,female,hourglass_figure,3
P23,63,female,cool_cat,7
P23,63,female,wiggle_room,7
P23,63,female,milk_moustache,2
P23,63,female,fish_fingers,4
P23,63,female,plaster_shackle,6
P23,63,female,shark_lawyer,7
P23,63,female,cabin_fever,7
P23,63,female,green_thumb,7
P23,63,female,sunny_disposition,5
P23,63,female,naked_eye,3
P23,63,female,fragrant_shadow,7
P23,63,female,sweet_spot,7
P23,63,female,lone_wolf,7
P23,63,female,shivering_life,7
P23,63,female,white_blanket,5
P23,63,female,tent_dress,4
P23,63,female,monkey_dance,1
P23,63,female,killer_presentation,7
P23,63,female,bad_egg,7
P23,63,female,baby_blues,7
P23,63,female,silent_wound,6
P23,63,female,lukewarm_reception,6
P23,63,female,hungry_mind,7
P23,63,female,money_laundering,7
P23,63,female,arm_candy,7
P23,63,female,grey_face,2
P23,63,female,baby_shower,1
P23,63,female,warm_welcome,3
P23,63,female,peak_hours,1
P23,63,female,spider_plank,3
P23,63,female,tiger_parents,7
P23,63,female,social_butterfly,7
P23,63,female,sharp_scent,2
P23,63,female,skeleton_crew,6
P23,63,female,golden_hour,7
P4,42,m,butter_fingers,7
P4,42,m,deep_water,7
P4,42,m,acid_test,3
P4,42,m,dirty_money,5
P4,42,m,straight_arrow,6
P4,42,m,long_fuse,7
P4,42,m,dirty_mouth,6
P4,42,m,firefly_eyes,7
P4,42,m,love_handles,6
P4,42,m,curtain_bangs,2
P4,42,m,silver_lining,7
P4,42,m,dead_match,7
P4,42,m,rabbit_hole,7
P4,42,m,clean_slate,7
P4,42,m,broken_face,6
P4,42,m,ugly_duckling,7
P4,42,m,ballpark_figure,6
P4,42,m,raging_bull,7
P4,42,m,muffin_top,6
P4,42,m,foggy_memory,3
P4,42,m,floor_effect,6
P4,42,m,baby_steps,7
P4,42,m,golden_heart,5
P4,42,m,mad_slap,7
P4,42,m,wet_blanket,7
P4,42,m,floating_shelf,3
P4,42,m,wild_west,6
P4,42,m,soft_landing,5
P4,42,m,deep_love,2
P4,42,m,bright_side,5
P4,42,m,cold_turkey,7
P4,42,m,wild_dog,7
P4,42,m,black_swan,7
P4,42,m,rising_star,6
P4,42,m,cool_head,5
P4,42,m,sweet_pea,7
P4,42,m,big_fish,7
P4,42,m,dead_metaphor,2
P4,42,m,lip_service,3
P4,42,m,dry_buzz,3
P4,42,m,red_flag,6
P4,42,m,dirty_laundry,7
P4,42,m,burning_ambition,5
P4,42,m,golden_goose,7
P4,42,m,small_potatoes,7
P4,42,m,smooth_sailing,7
P4,42,m,closed_mind,3
P4,42,m,flaky_idea,3
P4,42,m,soft_spot,6
P4,42,m,cold_iron,7
P4,42,m,melting_pot,7
P4,42,m,lame_duck,7
P4,42,m,crocodile_tears,5
P4,42,m,bottomless_pit,7
P4,42,m,bare_bones,7
P4,42,m,elephant_ears,7
P4,42,m,blue_moon,7
P4,42,m,bitter_pill,7
P4,42,m,dark_life,3
P4,42,m,dirty_dance,5
P4,42,m,clear_intention,2
P4,42,m,slam_dunk,7
P4,42,m,fan_brush,2
P4,42,m,cheese_writing,5
P4,42,m,burning_question,5
P4,42,m,hot_potato,7
P4,42,m,cold_feet,7
P4,42,m,dead_act,3
P4,42,m,eagle_eyes,5
P4,42,m,rare_bird,7
P4,42,m,big_brother,7
P4,42,m,ceiling_effect,5
P4,42,m,road_hog,6
P4,42,m,low_key,5
P4,42,m,smoking_gun,7
P4,42,m,sixth_sense,3
P4,42,m,chicken_feed,7
P4,42,m,rug_rats,7
P4,42,m,flash_sale,3
P4,42,m,blank_sleep,2
P4,42,m,bucket_list,6
P4,42,m,bulletproof_argument,7
P4,42,m,forbidden_fruit,7
P4,42,m,old_hat,7
P4,42,m,green_light,7
P4,42,m,salty_dog,6
P4,42,m,holy_grail,7
P4,42,m,bullet_point,1
P4,42,m,dirty_job,3
P4,42,m,glass_ceiling,6
P4,42,m,hot_head,6
P4,42,m,last_straw,7
P4,42,m,black_humour,3
P4,42,m,chain_reaction,5
P4,42,m,black_market,3
P4,42,m,stumbling_block,6
P4,42,m,firm_deadline,5
P4,42,m,iron_fist,7
P4,42,m,dead_silence,2
P4,42,m,golden_river,7
P4,42,m,walking_encyclopedia,6
P4,42,m,blind_eye,5
P4,42,m,gold_digger,7
P4,42,m,punching_ball,7
P4,42,m,short_fuse,7
P4,42,m,black_widow,7
P4,42,m,mother_lode,7
P4,42,m,cake_face,3
P4,42,m,running_head,5
P4,42,m,chopping_block,7
P4,42,m,bitter_truth,5
P4,42,m,black_box,7
P4,42,m,bubbly_personality,5
P4,42,m,burning_moment,6
P4,42,m,third_eye,7
P4,42,m,gold_nugget,7
P4,42,m,dry_laugh,2
P4,42,m,death_burger,3
P4,42,m,flat_art,3
P4,42,m,bear_hug,5
P4,42,m,angry_sea,7
P4,42,m,blind_date,3
P4,42,m,cold_fish,7
P4,42,m,firm_hand,6
P4,42,m,dragon_teacher,7
P4,42,m,brilliant_idea,2
P4,42,m,cross_fire,7
P4,42,m,black_sheep,7
P4,42,m,dark_thoughts,3
P4,42,m,bumpy_life,5
P4,42,m,dark_personality,2
P4,42,m,stalking_horse,7
P4,42,m,bat_wings,7
P4,42,m,broken_heart,5
P4,42,m,bright_student,3
P4,42,m,cloud_nine,7
P4,42,m,dead_face,3
P4,42,m,foot_soldiers,7
P4,42,m,big_cheese,7
P4,42,m,sock_puppet,7
P4,42,m,blue_blood,7
P4,42,m,chicken_legs,7
P4,42,m,thin_ice,7
P4,42,m,magic_bullet,7
P4,42,m,crooked_math,5
P4,42,m,almond_eyes,3
P4,42,m,golden_egg,7
P4,42,m,dead_end,3
P4,42,m,hot_water,7
P4,42,m,sitting_duck,7
P4,42,m,ice_breaker,7
P4,42,m,bitter_end,3
P4,42,m,seamless_recovery,5
P4,42,m,hidden_gem,7
P4,42,m,lonely_oval,6
P4,42,m,weak_argument,2
P4,42,m,hot_seat,7
P4,42,m,office_monkey,7
P4,42,m,empty_nest,7
P4,42,m,monkey_business,7
P4,42,m,cool_cat,6
P4,42,m,delicate_flower,7
P4,42,m,velvet_skin,6
P4,42,m,impatient_machinery,6
P4,42,m,love_triangle,3
P4,42,m,sharp_scent,3
P4,42,m,hot_spot,5
P4,42,m,mermaid_dress,3
P4,42,m,baby_fever,6
P4,42,m,killer_presentation,5
P4,42,m,hungry_mind,5
P4,42,m,money_laundering,2
P4,42,m,lone_wolf,6
P4,42,m,umbrella_term,5
P4,42,m,lazy_eye,3
P4,42,m,fragrant_shadow,6
P4,42,m,wine_legs,5
P4,42,m,trophy_wife,6
P4,42,m,emotional_rollercoaster,6
P4,42,m,brain_fog,3
P4,42,m,test_bed,5
P4,42,m,cabin_fever,5
P4,42,m,smart_pants,6
P4,42,m,hair_donut,5
P4,42,m,cash_cow,6
P4,42,m,pie_chart,3
P4,42,m,sports_clown,6
P4,42,m,smart_cookie,6
P4,42,m,grey_face,5
P4,42,m,fresh_courage,3
P4,42,m,sugar_daddy,7
P4,42,m,white_blanket,6
P4,42,m,happy_hour,6
P4,42,m,road_dog,5
P4,42,m,bad_egg,6
P4,42,m,gentle_art,3
P4,42,m,penguin_huddle,5
P4,42,m,movie_star,2
P4,42,m,white_noise,5
P4,42,m,memory_lane,6
P4,42,m,kitten_heel,6
P4,42,m,monkey_dance,6
P4,42,m,sweet_spot,5
P4,42,m,crowd_surfing,5
P4,42,m,sharp_mind,3
P4,42,m,helicopter_parent,6
P4,42,m,rotting_education,5
P4,42,m,hot_mess,6
P4,42,m,love_bug,7
P4,42,m,old_dinosaur,7
P4,42,m,tough_cookie,7
P4,42,m,peak_hours,3
P4,42,m,shark_lawyer,6
P4,42,m,media_storm,6
P4,42,m,magnetic_attraction,5
P4,42,m,plaster_shackle,3
P4,42,m,innocent_lamb,6
P4,42,m,social_butterfly,6
P4,42,m,ugly_truth,6
P4,42,m,baby_blues,6
P4,42,m,family_tree,5
P4,42,m,lawnmower_parents,6
P4,42,m,spider_plank,6
P4,42,m,lukewarm_reception,2
P4,42,m,sly_fox,6
P4,42,m,silent_wound,5
P4,42,m,hourglass_figure,3
P4,42,m,rough_day,3
P4,42,m,sunny_disposition,5
P4,42,m,ninja_writing,6
P4,42,m,busy_bee,6
P4,42,m,golden_hour,5
P4,42,m,bad_blood,6
P4,42,m,moral_compass,5
P4,42,m,green_thumb,6
P4,42,m,juicy_gossip,5
P4,42,m,virgin_drink,5
P4,42,m,early_bird,6
P4,42,m,icy_look,3
P4,42,m,square_meal,5
P4,42,m,molten_sound,6
P4,42,m,warm_welcome,6
P4,42,m,social_ladder,5
P4,42,m,shivering_life,5
P4,42,m,rocky_end,6
P4,42,m,arm_candy,6
P4,42,m,pink_noise,6
P4,42,m,panda_eye,5
P4,42,m,nuclear_anger,6
P4,42,m,meat_puppet,6
P4,42,m,tent_dress,5
P4,42,m,bad_apple,7
P4,42,m,happy_dawn,6
P4,42,m,unkempt_afternoon,6
P4,42,m,small_talk,5
P4,42,m,drug_mule,5
P4,42,m,poker_face,5
P4,42,m,social_bubble,5
P4,42,m,paddle_brush,6
P4,42,m,old_flame,7
P4,42,m,naked_eye,5
P4,42,m,baby_shower,5
P4,42,m,pyramid_scheme,3
P4,42,m,beer_goggles,6
P4,42,m,late_bloomer,6
P4,42,m,fish_fingers,6
P4,42,m,night_owl,6
P4,42,m,nodding_leaves,6
P4,42,m,tunnel_vision,6
P4,42,m,strawberry_legs,5
P4,42,m,sweet_tooth,6
P4,42,m,tube_top,2
P4,42,m,rebound_effect,5
P4,42,m,spring_roll,3
P4,42,m,bad_seed,6
P4,42,m,eye_candy,6
P4,42,m,lightning_reflexes,6
P4,42,m,eye_bags,3
P4,42,m,pool_noodle,3
P4,42,m,tiger_parents,6
P4,42,m,hen_party,6
P4,42,m,open_mind,2
P4,42,m,online_scrub,3
P4,42,m,sugar_baby,6
P4,42,m,mother_cell,6
P4,42,m,party_pooper,6
P4,42,m,wiggle_room,5
P4,42,m,tender_sky,5
P4,42,m,skeleton_crew,3
P4,42,m,restaurant_chain,3
P4,42,m,star_jump,3
P4,42,m,glass_river,5
P4,42,m,plum_job,6
P4,42,m,ghost_town,5
P4,42,m,milk_moustache,5
P4,42,m,soft_skills,3
P4,42,m,toxic_person,5
P4,42,m,gold_standard,6
P4,42,m,home_bird,6
P4,42,m,couch_potato,7
P13,51,Male,mad_slap,6
P13,51,Male,dead_act,7
P13,51,Male,chicken_legs,4
P13,51,Male,curtain_bangs,2
P13,51,Male,acid_test,5
P13,51,Male,broken_face,6
P13,51,Male,eagle_eyes,7
P13,51,Male,dead_end,6
P13,51,Male,dead_face,5
P13,51,Male,burning_ambition,7
P13,51,Male,wild_dog,7
P13,51,Male,black_humour,6
P13,51,Male,chopping_block,7
P13,51,Male,dark_personality,2
P13,51,Male,rising_star,7
P13,51,Male,thin_ice,6
P13,51,Male,smoking_gun,3
P13,51,Male,wet_blanket,7
P13,51,Male,small_potatoes,6
P13,51,Male,floor_effect,5
P13,51,Male,dead_metaphor,4
P13,51,Male,firm_hand,6
P13,51,Male,golden_goose,7
P13,51,Male,dead_match,5
P13,51,Male,melting_pot,6
P13,51,Male,deep_love,2
P13,51,Male,sitting_duck,5
P13,51,Male,almond_eyes,3
P13,51,Male,dry_laugh,2
P13,51,Male,smooth_sailing,7
P13,51,Male,holy_grail,6
P13,51,Male,dry_buzz,6
P13,51,Male,clear_intention,1
P13,51,Male,black_widow,5
P13,51,Male,slam_dunk,7
P13,51,Male,muffin_top,7
P13,51,Male,deep_water,6
P13,51,Male,golden_egg,4
P13,51,Male,fan_brush,1
P13,51,Male,ice_breaker,5
P13,51,Male,big_cheese,7
P13,51,Male,cold_iron,7
P13,51,Male,black_sheep,5
P13,51,Male,bulletproof_argument,6
P13,51,Male,dead_silence,7
P13,51,Male,chicken_feed,6
P13,51,Male,bright_side,5
P13,51,Male,blind_eye,4
P13,51,Male,red_flag,6
P13,51,Male,baby_steps,6
P13,51,Male,bucket_list,6
P13,51,Male,closed_mind,3
P13,51,Male,black_box,6
P13,51,Male,low_key,7
P13,51,Male,hot_water,6
P13,51,Male,death_burger,5
P13,51,Male,golden_heart,5
P13,51,Male,magic_bullet,7
P13,51,Male,bullet_point,4
P13,51,Male,love_handles,2
P13,51,Male,silver_lining,6
P13,51,Male,punching_ball,4
P13,51,Male,bat_wings,6
P13,51,Male,rabbit_hole,7
P13,51,Male,butter_fingers,7
P13,51,Male,bare_bones,6
P13,51,Male,flat_art,6
P13,51,Male,stalking_horse,7
P13,51,Male,dark_thoughts,7
P13,51,Male,burning_question,7
P13,51,Male,blank_sleep,4
P13,51,Male,flash_sale,6
P13,51,Male,ceiling_effect,3
P13,51,Male,chain_reaction,5
P13,51,Male,firm_deadline,5
P13,51,Male,lame_duck,7
P13,51,Male,salty_dog,7
P13,51,Male,blue_moon,6
P13,51,Male,bubbly_personality,3
P13,51,Male,blind_date,5
P13,51,Male,blue_blood,6
P13,51,Male,lip_service,5
P13,51,Male,rare_bird,7
P13,51,Male,road_hog,6
P13,51,Male,big_brother,7
P13,51,Male,foggy_memory,6
P13,51,Male,soft_landing,5
P13,51,Male,dirty_dance,5
P13,51,Male,cheese_writing,5
P13,51,Male,bitter_pill,7
P13,51,Male,soft_spot,6
P13,51,Male,cold_fish,7
P13,51,Male,hot_potato,7
P13,51,Male,bitter_truth,5
P13,51,Male,running_head,7
P13,51,Male,cloud_nine,7
P13,51,Male,brilliant_idea,4
P13,51,Male,big_fish,7
P13,51,Male,flaky_idea,4
P13,51,Male,foot_soldiers,6
P13,51,Male,dirty_laundry,7
P13,51,Male,bottomless_pit,6
P13,51,Male,firefly_eyes,6
P13,51,Male,golden_river,7
P13,51,Male,dirty_job,3
