item,workerid,age,rating,gender,context
arm_candy,S49,49,4,Male,0
arm_candy,S17,57,2,Female,0
arm_candy,S48,25,4,Male,1
arm_candy,S6,29,5,Female,1
arm_candy,S3,51,3,Male,0
arm_candy,S43,32,6,Male,0
arm_candy,S25,35,7,Male,0
arm_candy,S11,27,2,Female,1
arm_candy,S26,40,1,Male,1
arm_candy,S33,29,6,Male,0
arm_candy,S31,31,5,Male,0
arm_candy,S2,38,7,Male,0
arm_candy,S1,29,2,Male,1
arm_candy,S46,59,1,Female,1
arm_candy,S15,53,2,Female,1
arm_candy,S44,30,6,Male,1
arm_candy,S47,26,5,Male,0
arm_candy,S41,23,2,Male,0
arm_candy,S18,35,6,Male,0
arm_candy,S37,60,6,Female,1
arm_candy,S5,32,2,Male,1
arm_candy,S19,51,4,Male,1
arm_candy,S20,48,5,Female,1
arm_candy,S13,66,2,Male,1
arm_candy,S23,31,7,Male,0
arm_candy,S22,56,5,Female,0
arm_candy,S16,30,5,Male,1
arm_candy,S39,24,1,Female,1
arm_candy,S30,30,5,Male,1
arm_candy,S42,35,5,Male,0
arm_candy,S32,38,5,Male,1
arm_candy,S27,32,3,Male,1
arm_candy,S29,31,5,Male,1
arm_candy,S21,40,4,Female,0
arm_candy,S9,39,1,Female,0
arm_candy,S36,55,3,Male,0
arm_candy,S12,57,1,Female,1
arm_candy,S28,54,2,Male,0
arm_candy,S7,35,7,Male,0
arm_candy,S45,29,5,Male,0
arm_candy,S8,34,2,Female,0
arm_candy,S35,25,5,Male,1
arm_candy,S14,27,5,Male,1
arm_candy,S4,41,4,Female,0
arm_candy,S10,35,6,Male,0
arm_candy,S40,53,6,Female,1
arm_candy,S24,57,4,Female,0
arm_candy,S34,47,1,Female,1
arm_candy,S38,35,4,Male,1
baby_blues,S45,29,5,Male,0
baby_blues,S39,24,1,Female,1
baby_blues,S33,29,6,Male,0
baby_blues,S15,53,1,Female,1
baby_blues,S42,35,5,Male,0
baby_blues,S47,26,6,Male,0
baby_blues,S8,34,2,Female,0
baby_blues,S26,40,2,Male,1
baby_blues,S3,51,5,Male,0
baby_blues,S9,39,7,Female,0
baby_blues,S40,53,5,Female,1
baby_blues,S12,57,2,Female,1
baby_blues,S44,30,5,Male,1
baby_blues,S27,32,4,Male,1
baby_blues,S20,48,6,Female,1
baby_blues,S36,55,2,Male,0
baby_blues,S21,40,3,Female,0
baby_blues,S41,23,5,Male,0
baby_blues,S10,35,6,Male,0
baby_blues,S31,31,6,Male,0
baby_blues,S29,31,7,Male,1
baby_blues,S4,41,5,Female,0
baby_blues,S7,35,1,Male,0
baby_blues,S35,25,5,Male,1
baby_blues,S34,47,2,Female,1
baby_blues,S25,35,3,Male,0
baby_blues,S48,25,5,Male,1
baby_blues,S30,30,5,Male,1
baby_blues,S22,56,5,Female,0
baby_blues,S16,30,5,Male,1
baby_blues,S28,54,1,Male,0
baby_blues,S11,27,3,Female,1
baby_blues,S2,38,4,Male,0
baby_blues,S19,51,5,Male,1
baby_blues,S17,57,3,Female,0
baby_blues,S32,38,3,Male,1
baby_blues,S49,49,3,Male,0
baby_blues,S6,29,4,Female,1
baby_blues,S5,32,2,Male,1
baby_blues,S14,27,6,Male,1
baby_blues,S18,35,5,Male,0
baby_blues,S38,35,5,Male,1
baby_blues,S23,31,7,Male,0
baby_blues,S13,66,3,Male,1
baby_blues,S46,59,5,Female,1
baby_blues,S37,60,7,Female,1
baby_blues,S43,32,5,Male,0
baby_blues,S24,57,4,Female,0
baby_blues,S1,29,3,Male,1
baby_fever,S38,35,5,Male,1
baby_fever,S32,38,5,Male,1
baby_fever,S7,35,3,Male,0
baby_fever,S44,30,7,Male,1
baby_fever,S13,66,3,Male,1
baby_fever,S23,31,6,Male,0
baby_fever,S48,25,4,Male,1
baby_fever,S1,29,4,Male,1
baby_fever,S18,35,4,Male,0
baby_fever,S4,41,6,Female,0
baby_fever,S16,30,5,Male,1
baby_fever,S42,35,5,Male,0
baby_fever,S3,51,3,Male,0
baby_fever,S35,25,5,Male,1
baby_fever,S11,27,7,Female,1
baby_fever,S22,56,5,Female,0
baby_fever,S8,34,2,Female,0
baby_fever,S41,23,3,Male,0
baby_fever,S5,32,2,Male,1
baby_fever,S6,29,3,Female,1
baby_fever,S10,35,6,Male,0
baby_fever,S49,49,5,Male,0
baby_fever,S12,57,6,Female,1
baby_fever,S45,29,6,Male,0
baby_fever,S25,35,6,Male,0
baby_fever,S40,53,3,Female,1
baby_fever,S47,26,6,Male,0
baby_fever,S29,31,5,Male,1
baby_fever,S37,60,6,Female,1
baby_fever,S2,38,6,Male,0
baby_fever,S20,48,5,Female,1
baby_fever,S24,57,4,Female,0
baby_fever,S21,40,5,Female,0
baby_fever,S27,32,4,Male,1
baby_fever,S31,31,7,Male,0
baby_fever,S28,54,5,Male,0
baby_fever,S17,57,2,Female,0
baby_fever,S46,59,4,Female,1
baby_fever,S36,55,4,Male,0
baby_fever,S34,47,5,Female,1
baby_fever,S39,24,5,Female,1
baby_fever,S43,32,3,Male,0
baby_fever,S15,53,6,Female,1
baby_fever,S33,29,7,Male,0
baby_fever,S9,39,4,Female,0
baby_fever,S30,30,6,Male,1
baby_fever,S14,27,5,Male,1
baby_fever,S19,51,4,Male,1
baby_fever,S26,40,1,Male,1
baby_shower,S9,39,7,Female,0
baby_shower,S19,51,7,Male,1
baby_shower,S47,26,7,Male,0
baby_shower,S46,59,7,Female,1
baby_shower,S20,48,7,Female,1
baby_shower,S33,29,7,Male,0
baby_shower,S11,27,7,Female,1
baby_shower,S38,35,4,Male,1
baby_shower,S22,56,6,Female,0
baby_shower,S36,55,5,Male,0
baby_shower,S31,31,7,Male,0
baby_shower,S30,30,5,Male,1
baby_shower,S1,29,4,Male,1
baby_shower,S4,41,7,Female,0
baby_shower,S2,38,7,Male,0
baby_shower,S14,27,7,Male,1
baby_shower,S39,24,7,Female,1
baby_shower,S10,35,5,Male,0
baby_shower,S48,25,6,Male,1
baby_shower,S7,35,5,Male,0
baby_shower,S29,31,3,Male,1
baby_shower,S21,40,6,Female,0
baby_shower,S23,31,6,Male,0
baby_shower,S13,66,7,Male,1
baby_shower,S41,23,7,Male,0
baby_shower,S5,32,7,Male,1
baby_shower,S26,40,6,Male,1
baby_shower,S49,49,6,Male,0
baby_shower,S44,30,6,Male,1
baby_shower,S34,47,6,Female,1
baby_shower,S6,29,7,Female,1
baby_shower,S45,29,5,Male,0
baby_shower,S37,60,7,Female,1
baby_shower,S8,34,7,Female,0
baby_shower,S3,51,7,Male,0
baby_shower,S40,53,5,Female,1
baby_shower,S42,35,6,Male,0
baby_shower,S35,25,5,Male,1
baby_shower,S25,35,6,Male,0
baby_shower,S16,30,5,Male,1
baby_shower,S32,38,5,Male,1
baby_shower,S28,54,6,Male,0
baby_shower,S24,57,7,Female,0
baby_shower,S18,35,7,Male,0
baby_shower,S15,53,6,Female,1
baby_shower,S12,57,7,Female,1
baby_shower,S43,32,7,Male,0
baby_shower,S27,32,4,Male,1
baby_shower,S17,57,7,Female,0
baby_steps,S38,35,5,Male,1
baby_steps,S31,31,7,Male,0
baby_steps,S37,60,7,Female,1
baby_steps,S3,51,7,Male,0
baby_steps,S20,48,7,Female,1
baby_steps,S21,40,4,Female,0
baby_steps,S39,24,7,Female,1
baby_steps,S10,35,4,Male,0
baby_steps,S49,49,4,Male,0
baby_steps,S44,30,7,Male,1
baby_steps,S48,25,7,Male,1
baby_steps,S17,57,5,Female,0
baby_steps,S41,23,5,Male,0
baby_steps,S28,54,6,Male,0
baby_steps,S24,57,3,Female,0
baby_steps,S30,30,6,Male,1
baby_steps,S14,27,5,Male,1
baby_steps,S26,40,7,Male,1
baby_steps,S33,29,7,Male,0
baby_steps,S13,66,7,Male,1
baby_steps,S16,30,5,Male,1
baby_steps,S8,34,6,Female,0
baby_steps,S23,31,5,Male,0
baby_steps,S46,59,1,Female,1
baby_steps,S32,38,7,Male,1
baby_steps,S11,27,7,Female,1
baby_steps,S6,29,6,Female,1
baby_steps,S35,25,5,Male,1
baby_steps,S47,26,6,Male,0
baby_steps,S1,29,4,Male,1
baby_steps,S43,32,6,Male,0
baby_steps,S18,35,5,Male,0
baby_steps,S42,35,5,Male,0
baby_steps,S22,56,6,Female,0
baby_steps,S15,53,6,Female,1
baby_steps,S29,31,3,Male,1
baby_steps,S12,57,6,Female,1
baby_steps,S2,38,7,Male,0
baby_steps,S27,32,3,Male,1
baby_steps,S36,55,7,Male,0
baby_steps,S9,39,2,Female,0
baby_steps,S5,32,5,Male,1
baby_steps,S45,29,3,Male,0
baby_steps,S4,41,4,Female,0
baby_steps,S34,47,7,Female,1
baby_steps,S25,35,5,Male,0
baby_steps,S7,35,6,Male,0
baby_steps,S19,51,7,Male,1
baby_steps,S40,53,7,Female,1
bad_apple,S9,39,1,Female,0
bad_apple,S45,29,4,Male,0
bad_apple,S43,32,1,Male,0
bad_apple,S12,57,7,Female,1
bad_apple,S2,38,7,Male,0
bad_apple,S28,54,7,Male,0
bad_apple,S17,57,6,Female,0
bad_apple,S20,48,4,Female,1
bad_apple,S3,51,6,Male,0
bad_apple,S8,34,2,Female,0
bad_apple,S39,24,7,Female,1
bad_apple,S44,30,6,Male,1
bad_apple,S22,56,2,Female,0
bad_apple,S30,30,6,Male,1
bad_apple,S47,26,2,Male,0
bad_apple,S40,53,3,Female,1
bad_apple,S26,40,7,Male,1
bad_apple,S5,32,2,Male,1
bad_apple,S21,40,4,Female,0
bad_apple,S48,25,7,Male,1
bad_apple,S42,35,5,Male,0
bad_apple,S4,41,2,Female,0
bad_apple,S24,57,5,Female,0
bad_apple,S10,35,3,Male,0
bad_apple,S31,31,7,Male,0
bad_apple,S46,59,6,Female,1
bad_apple,S6,29,2,Female,1
bad_apple,S18,35,3,Male,0
bad_apple,S33,29,7,Male,0
bad_apple,S15,53,6,Female,1
bad_apple,S19,51,6,Male,1
bad_apple,S32,38,5,Male,1
bad_apple,S1,29,6,Male,1
bad_apple,S38,35,5,Male,1
bad_apple,S37,60,6,Female,1
bad_apple,S16,30,5,Male,1
bad_apple,S25,35,6,Male,0
bad_apple,S36,55,2,Male,0
bad_apple,S14,27,7,Male,1
bad_apple,S7,35,6,Male,0
bad_apple,S23,31,1,Male,0
bad_apple,S13,66,7,Male,1
bad_apple,S35,25,5,Male,1
bad_apple,S11,27,7,Female,1
bad_apple,S49,49,3,Male,0
bad_apple,S34,47,6,Female,1
bad_apple,S41,23,3,Male,0
bad_apple,S29,31,4,Male,1
bad_apple,S27,32,2,Male,1
bad_blood,S20,48,6,Female,1
bad_blood,S23,31,2,Male,0
bad_blood,S4,41,2,Female,0
bad_blood,S28,54,6,Male,0
bad_blood,S17,57,3,Female,0
bad_blood,S27,32,4,Male,1
bad_blood,S48,25,6,Male,1
bad_blood,S24,57,2,Female,0
bad_blood,S16,30,5,Male,1
bad_blood,S21,40,4,Female,0
bad_blood,S29,31,5,Male,1
bad_blood,S11,27,7,Female,1
bad_blood,S47,26,5,Male,0
bad_blood,S33,29,6,Male,0
bad_blood,S1,29,5,Male,1
bad_blood,S19,51,7,Male,1
bad_blood,S13,66,7,Male,1
bad_blood,S26,40,6,Male,1
bad_blood,S46,59,5,Female,1
bad_blood,S39,24,7,Female,1
bad_blood,S43,32,2,Male,0
bad_blood,S7,35,5,Male,0
bad_blood,S31,31,5,Male,0
bad_blood,S32,38,3,Male,1
bad_blood,S25,35,5,Male,0
bad_blood,S10,35,4,Male,0
bad_blood,S38,35,5,Male,1
bad_blood,S30,30,6,Male,1
bad_blood,S49,49,4,Male,0
bad_blood,S37,60,4,Female,1
bad_blood,S40,53,5,Female,1
bad_blood,S14,27,6,Male,1
bad_blood,S42,35,5,Male,0
bad_blood,S36,55,3,Male,0
bad_blood,S5,32,5,Male,1
bad_blood,S3,51,5,Male,0
bad_blood,S6,29,5,Female,1
bad_blood,S12,57,7,Female,1
bad_blood,S44,30,7,Male,1
bad_blood,S15,53,5,Female,1
bad_blood,S45,29,5,Male,0
bad_blood,S2,38,7,Male,0
bad_blood,S8,34,4,Female,0
bad_blood,S9,39,7,Female,0
bad_blood,S35,25,5,Male,1
bad_blood,S41,23,5,Male,0
bad_blood,S34,47,7,Female,1
bad_blood,S18,35,4,Male,0
bad_blood,S22,56,2,Female,0
bad_egg,S48,25,7,Male,1
bad_egg,S36,55,2,Male,0
bad_egg,S17,57,4,Female,0
bad_egg,S23,31,1,Male,0
bad_egg,S43,32,2,Male,0
bad_egg,S44,30,6,Male,1
bad_egg,S7,35,1,Male,0
bad_egg,S29,31,5,Male,1
bad_egg,S6,29,2,Female,1
bad_egg,S27,32,3,Male,1
bad_egg,S35,25,5,Male,1
bad_egg,S28,54,7,Male,0
bad_egg,S5,32,2,Male,1
bad_egg,S21,40,3,Female,0
bad_egg,S12,57,7,Female,1
bad_egg,S20,48,4,Female,1
bad_egg,S3,51,5,Male,0
bad_egg,S32,38,3,Male,1
bad_egg,S1,29,4,Male,1
bad_egg,S39,24,6,Female,1
bad_egg,S40,53,2,Female,1
bad_egg,S13,66,7,Male,1
bad_egg,S26,40,2,Male,1
bad_egg,S25,35,2,Male,0
bad_egg,S9,39,5,Female,0
bad_egg,S42,35,5,Male,0
bad_egg,S49,49,3,Male,0
bad_egg,S2,38,7,Male,0
bad_egg,S47,26,2,Male,0
bad_egg,S45,29,6,Male,0
bad_egg,S4,41,5,Female,0
bad_egg,S22,56,2,Female,0
bad_egg,S11,27,7,Female,1
bad_egg,S18,35,7,Male,0
bad_egg,S34,47,7,Female,1
bad_egg,S37,60,2,Female,1
bad_egg,S46,59,6,Female,1
bad_egg,S33,29,6,Male,0
bad_egg,S24,57,3,Female,0
bad_egg,S10,35,6,Male,0
bad_egg,S41,23,4,Male,0
bad_egg,S19,51,5,Male,1
bad_egg,S15,53,6,Female,1
bad_egg,S14,27,6,Male,1
bad_egg,S38,35,4,Male,1
bad_egg,S16,30,5,Male,1
bad_egg,S30,30,6,Male,1
bad_egg,S8,34,3,Female,0
bad_egg,S31,31,7,Male,0
bad_seed,S13,66,7,Male,1
bad_seed,S46,59,6,Female,1
bad_seed,S15,53,3,Female,1
bad_seed,S43,32,1,Male,0
bad_seed,S2,38,7,Male,0
bad_seed,S24,57,2,Female,0
bad_seed,S39,24,2,Female,1
bad_seed,S30,30,6,Male,1
bad_seed,S4,41,4,Female,0
bad_seed,S20,48,4,Female,1
bad_seed,S42,35,5,Male,0
bad_seed,S8,34,3,Female,0
bad_seed,S16,30,5,Male,1
bad_seed,S9,39,1,Female,0
bad_seed,S48,25,6,Male,1
bad_seed,S32,38,5,Male,1
bad_seed,S17,57,2,Female,0
bad_seed,S38,35,5,Male,1
bad_seed,S41,23,4,Male,0
bad_seed,S21,40,4,Female,0
bad_seed,S36,55,2,Male,0
bad_seed,S1,29,5,Male,1
bad_seed,S47,26,5,Male,0
bad_seed,S7,35,1,Male,0
bad_seed,S25,35,1,Male,0
bad_seed,S28,54,7,Male,0
bad_seed,S26,40,6,Male,1
bad_seed,S11,27,7,Female,1
bad_seed,S18,35,5,Male,0
bad_seed,S49,49,5,Male,0
bad_seed,S12,57,5,Female,1
bad_seed,S6,29,4,Female,1
bad_seed,S29,31,5,Male,1
bad_seed,S22,56,2,Female,0
bad_seed,S27,32,4,Male,1
bad_seed,S33,29,7,Male,0
bad_seed,S34,47,6,Female,1
bad_seed,S45,29,3,Male,0
bad_seed,S40,53,3,Female,1
bad_seed,S23,31,5,Male,0
bad_seed,S35,25,5,Male,1
bad_seed,S19,51,6,Male,1
bad_seed,S5,32,1,Male,1
bad_seed,S10,35,3,Male,0
bad_seed,S37,60,5,Female,1
bad_seed,S31,31,5,Male,0
bad_seed,S3,51,3,Male,0
bad_seed,S44,30,6,Male,1
bad_seed,S14,27,1,Male,1
ballpark_figure,S30,30,6,Male,1
ballpark_figure,S42,35,5,Male,0
ballpark_figure,S20,48,6,Female,1
ballpark_figure,S3,51,7,Male,0
ballpark_figure,S22,56,4,Female,0
ballpark_figure,S45,29,5,Male,0
ballpark_figure,S24,57,4,Female,0
ballpark_figure,S6,29,2,Female,1
ballpark_figure,S35,25,7,Male,1
ballpark_figure,S40,53,5,Female,1
ballpark_figure,S7,35,3,Male,0
ballpark_figure,S26,40,5,Male,1
ballpark_figure,S5,32,2,Male,1
ballpark_figure,S44,30,6,Male,1
ballpark_figure,S9,39,2,Female,0
ballpark_figure,S39,24,7,Female,1
ballpark_figure,S19,51,5,Male,1
ballpark_figure,S41,23,1,Male,0
ballpark_figure,S27,32,4,Male,1
ballpark_figure,S17,57,4,Female,0
ballpark_figure,S8,34,4,Female,0
ballpark_figure,S33,29,7,Male,0
ballpark_figure,S48,25,7,Male,1
ballpark_figure,S12,57,3,Female,1
ballpark_figure,S31,31,3,Male,0
ballpark_figure,S25,35,3,Male,0
ballpark_figure,S10,35,4,Male,0
ballpark_figure,S46,59,2,Female,1
ballpark_figure,S11,27,4,Female,1
ballpark_figure,S32,38,6,Male,1
ballpark_figure,S38,35,4,Male,1
ballpark_figure,S36,55,3,Male,0
ballpark_figure,S34,47,3,Female,1
ballpark_figure,S13,66,7,Male,1
ballpark_figure,S16,30,5,Male,1
ballpark_figure,S43,32,7,Male,0
ballpark_figure,S29,31,6,Male,1
ballpark_figure,S4,41,6,Female,0
ballpark_figure,S18,35,1,Male,0
ballpark_figure,S2,38,7,Male,0
ballpark_figure,S47,26,5,Male,0
ballpark_figure,S49,49,4,Male,0
ballpark_figure,S15,53,3,Female,1
ballpark_figure,S21,40,6,Female,0
ballpark_figure,S14,27,6,Male,1
ballpark_figure,S1,29,2,Male,1
ballpark_figure,S28,54,4,Male,0
ballpark_figure,S37,60,5,Female,1
ballpark_figure,S23,31,5,Male,0
bare_bones,S33,29,7,Male,0
bare_bones,S31,31,2,Male,0
bare_bones,S22,56,4,Female,0
bare_bones,S38,35,5,Male,1
bare_bones,S37,60,6,Female,1
bare_bones,S25,35,7,Male,0
bare_bones,S44,30,7,Male,1
bare_bones,S10,35,6,Male,0
bare_bones,S21,40,5,Female,0
bare_bones,S43,32,5,Male,0
bare_bones,S16,30,5,Male,1
bare_bones,S13,66,7,Male,1
bare_bones,S12,57,4,Female,1
bare_bones,S9,39,5,Female,0
bare_bones,S47,26,6,Male,0
bare_bones,S30,30,5,Male,1
bare_bones,S6,29,4,Female,1
bare_bones,S45,29,3,Male,0
bare_bones,S4,41,3,Female,0
bare_bones,S34,47,4,Female,1
bare_bones,S8,34,6,Female,0
bare_bones,S49,49,4,Male,0
bare_bones,S18,35,6,Male,0
bare_bones,S3,51,6,Male,0
bare_bones,S17,57,4,Female,0
bare_bones,S23,31,5,Male,0
bare_bones,S20,48,6,Female,1
bare_bones,S48,25,4,Male,1
bare_bones,S41,23,6,Male,0
bare_bones,S15,53,6,Female,1
bare_bones,S26,40,3,Male,1
bare_bones,S7,35,6,Male,0
bare_bones,S35,25,5,Male,1
bare_bones,S1,29,4,Male,1
bare_bones,S46,59,5,Female,1
bare_bones,S32,38,4,Male,1
bare_bones,S39,24,3,Female,1
bare_bones,S42,35,5,Male,0
bare_bones,S5,32,2,Male,1
bare_bones,S36,55,6,Male,0
bare_bones,S2,38,7,Male,0
bare_bones,S28,54,6,Male,0
bare_bones,S29,31,5,Male,1
bare_bones,S11,27,1,Female,1
bare_bones,S19,51,5,Male,1
bare_bones,S27,32,2,Male,1
bare_bones,S14,27,6,Male,1
bare_bones,S24,57,5,Female,0
bare_bones,S40,53,6,Female,1
bat_wings,S18,35,3,Male,0
bat_wings,S25,35,2,Male,0
bat_wings,S28,54,3,Male,0
bat_wings,S26,40,2,Male,1
bat_wings,S23,31,6,Male,0
bat_wings,S11,27,6,Female,1
bat_wings,S7,35,1,Male,0
bat_wings,S29,31,6,Male,1
bat_wings,S45,29,3,Male,0
bat_wings,S27,32,5,Male,1
bat_wings,S14,27,3,Male,1
bat_wings,S34,47,5,Female,1
bat_wings,S4,41,5,Female,0
bat_wings,S13,66,1,Male,1
bat_wings,S2,38,5,Male,0
bat_wings,S32,38,4,Male,1
bat_wings,S42,35,5,Male,0
bat_wings,S49,49,5,Male,0
bat_wings,S31,31,7,Male,0
bat_wings,S38,35,5,Male,1
bat_wings,S47,26,2,Male,0
bat_wings,S43,32,5,Male,0
bat_wings,S17,57,4,Female,0
bat_wings,S39,24,4,Female,1
bat_wings,S33,29,1,Male,0
bat_wings,S24,57,5,Female,0
bat_wings,S9,39,4,Female,0
bat_wings,S46,59,4,Female,1
bat_wings,S15,53,6,Female,1
bat_wings,S1,29,6,Male,1
bat_wings,S30,30,6,Male,1
bat_wings,S41,23,1,Male,0
bat_wings,S19,51,4,Male,1
bat_wings,S40,53,5,Female,1
bat_wings,S5,32,6,Male,1
bat_wings,S22,56,5,Female,0
bat_wings,S44,30,7,Male,1
bat_wings,S6,29,4,Female,1
bat_wings,S21,40,6,Female,0
bat_wings,S37,60,5,Female,1
bat_wings,S12,57,6,Female,1
bat_wings,S16,30,5,Male,1
bat_wings,S35,25,1,Male,1
bat_wings,S3,51,4,Male,0
bat_wings,S48,25,6,Male,1
bat_wings,S8,34,1,Female,0
bat_wings,S20,48,5,Female,1
bat_wings,S10,35,5,Male,0
bat_wings,S36,55,6,Male,0
bear_hug,S26,40,6,Male,1
bear_hug,S39,24,7,Female,1
bear_hug,S34,47,6,Female,1
bear_hug,S35,25,4,Male,1
bear_hug,S12,57,6,Female,1
bear_hug,S21,40,4,Female,0
bear_hug,S10,35,5,Male,0
bear_hug,S15,53,5,Female,1
bear_hug,S18,35,2,Male,0
bear_hug,S24,57,5,Female,0
bear_hug,S33,29,7,Male,0
bear_hug,S45,29,5,Male,0
bear_hug,S27,32,5,Male,1
bear_hug,S30,30,6,Male,1
bear_hug,S28,54,3,Male,0
bear_hug,S19,51,5,Male,1
bear_hug,S29,31,3,Male,1
bear_hug,S3,51,6,Male,0
bear_hug,S31,31,7,Male,0
bear_hug,S5,32,6,Male,1
bear_hug,S17,57,5,Female,0
bear_hug,S11,27,7,Female,1
bear_hug,S7,35,4,Male,0
bear_hug,S1,29,1,Male,1
bear_hug,S44,30,6,Male,1
bear_hug,S2,38,7,Male,0
bear_hug,S38,35,4,Male,1
bear_hug,S48,25,6,Male,1
bear_hug,S14,27,6,Male,1
bear_hug,S4,41,4,Female,0
bear_hug,S40,53,3,Female,1
bear_hug,S47,26,7,Male,0
bear_hug,S6,29,5,Female,1
bear_hug,S37,60,6,Female,1
bear_hug,S41,23,2,Male,0
