participant_id,age,trial_id,stimulus,response
1776,27.0,20,sword well,well USES sword
1776,27.0,21,spell energy,spell HAS energy
1776,27.0,22,clergy church,clergy LOCATION IS church
1776,27.0,23,dive essay,dive HAS essay
1776,27.0,24,cliff sphere,sphere DERIVED FROM cliff
1776,27.0,25,lamp foot,foot FOR lamp
1776,27.0,26,custom dad,dad IS custom
1776,27.0,27,january caste,caste LOCATION IS january
1776,27.0,28,stone ware,ware MADE OF stone
1776,27.0,29,pill blue,blue IS pill
1776,27.0,30,file pit,file LOCATION IS pit
1776,27.0,31,score finish,finish MAKES score
1776,27.0,32,cloud fit,fit FOR cloud
1776,27.0,33,camp end,camp LOCATION IS end
1776,27.0,34,sword right,sword LOCATION IS right
1776,27.0,35,bag power,bag HAS power
1776,27.0,36,hook people,people USES hook
1776,27.0,37,october going,going DURING october
1776,27.0,38,final scorer,scorer MAKES final
1776,27.0,39,grave pond,grave LOCATION IS pond
1776,27.0,40,livery world,world IS livery
1776,27.0,41,tail mill,mill HAS tail
1776,27.0,42,snow man,man IS snow
1776,27.0,43,goal man,man MAKES goal
1776,27.0,44,square gas,gas IS square
1776,27.0,45,form fowl,form HAS fowl
1776,27.0,46,disease louse,louse MAKES disease
1776,27.0,47,june scotch,scotch DURING june
1776,27.0,48,trip series,series MADE OF trip
1776,27.0,49,pack stand,stand MADE OF pack
1776,27.0,50,trend hen,hen HAS trend
1776,27.0,51,contra making,making MAKES contra
1776,27.0,52,draw block,block BY draw
1776,27.0,53,fact broker,broker USES fact
1776,27.0,54,leg lark,lark CAUSED BY leg
1776,27.0,55,holly dealer,dealer HAS holly
2190,25.0,1,tea time,time FOR tea
2190,25.0,2,kin study,study ABOUT kin
2190,25.0,3,ship port,port USED BY ship
2190,25.0,4,euro linen,linen DERIVED FROM euro
2190,25.0,5,gene tender,tender HAS gene
2190,25.0,6,rail hop,hop BY rail
2190,25.0,7,sand fish,fish LOCATION IS sand
2190,25.0,8,half writer,writer IS half
2190,25.0,9,waist force,force DERIVED FROM waist
2190,25.0,10,flow beat,beat HAS flow
2190,25.0,11,home pile,pile LOCATION IS home
2190,25.0,12,chit stuff,stuff IS chit
2190,25.0,13,fire quake,fire HAS quake
2190,25.0,14,sweat band,band FOR sweat
2190,25.0,15,cross fish,fish IS cross
2190,25.0,16,sand stock,stock MADE OF sand
2190,25.0,17,dead storey,storey IS dead
2190,25.0,18,tractor photon,photon FOR tractor
2190,25.0,19,fact sail,sail MADE OF fact
2190,25.0,20,time port,port USED BY time
2190,25.0,21,rain pond,pond DERIVED FROM rain
2190,25.0,22,grand roll,roll IS grand
2190,25.0,23,indie punk,punk IS indie
2190,25.0,24,pick sled,sled FOR pick
2190,25.0,25,needle leave,leave USED BY needle
2190,25.0,26,boat screen,screen FOR boat
2190,25.0,27,fire mill,mill FOR fire
2190,25.0,28,girl wife,wife IS girl
2190,25.0,29,draw lark,lark MAKES draw
2190,25.0,30,snow man,man DERIVED FROM snow
2190,25.0,31,slip mason,mason CAUSES slip
2190,25.0,32,bore chase,chase FOR bore
2190,25.0,33,head cloth,cloth IS head
2190,25.0,34,base bike,bike FOR base
2190,25.0,35,center piper,piper MAKES center
2190,25.0,36,setting oxygen,oxygen FOR setting
2190,25.0,37,stone ware,ware MADE OF stone
2190,25.0,38,husband raid,raid BY husband
2190,25.0,39,lighter elf,elf HAS lighter
2190,25.0,40,south plant,plant LOCATION IS south
2190,25.0,41,fish water,water CAUSED BY fish
2190,25.0,42,south mile,mile LOCATION IS south
2190,25.0,43,wicket dye,dye FOR wicket
2190,25.0,44,command loop,command HAS loop
2190,25.0,45,bridge mill,mill LOCATION IS bridge
2190,25.0,46,chair bike,bike IS chair
2190,25.0,47,vicar warp,warp ABOUT vicar
2190,25.0,48,passion wood,wood MADE OF passion
2190,25.0,49,stem hockey,hockey USES stem
2190,25.0,50,hand water,water FOR hand
2190,25.0,51,norman cam,cam USED BY norman
2190,25.0,52,barn shaft,barn HAS shaft
2190,25.0,53,margin plank,plank FOR margin
2190,25.0,54,battle quake,quake CAUSED BY battle
2190,25.0,55,sail wind,wind FOR sail
4436,52.0,1,dove width,width FOR dove
4436,52.0,2,career sort,sort BY career
4436,52.0,3,tie fly,fly USES tie
4436,52.0,4,candle cake,cake MADE OF candle
4436,52.0,5,snow man,man MADE OF snow
4436,52.0,6,school post,post BY school
4436,52.0,7,stair line,line FOR stair
4436,52.0,8,snow mat,mat FOR snow
4436,52.0,9,sweat band,band FOR sweat
4436,52.0,10,lumber mining,mining FOR lumber
4436,52.0,11,captain vessel,vessel USED BY captain
4436,52.0,12,mean dragon,dragon IS mean
4436,52.0,13,fog solver,solver FOR fog
4436,52.0,14,breadth act,act FOR breadth
4436,52.0,15,boat car,car USED BY boat
4436,52.0,16,run scarf,scarf USED BY run
4436,52.0,17,pillow lobe,lobe USED BY pillow
4436,52.0,18,rifle sale,sale FOR rifle
4436,52.0,19,fuel desk,desk DERIVED FROM fuel
4436,52.0,20,ram being,being CAUSED BY ram
4436,52.0,21,launch jerk,jerk USED BY launch
4436,52.0,22,manor lot,lot LOCATION IS manor
4436,52.0,23,cheese meat,meat FOR cheese
4436,52.0,24,tea time,time FOR tea
4436,52.0,25,log server,server USED BY log
4436,52.0,26,ankle cord,cord FOR ankle
4436,52.0,27,fish flour,flour FOR fish
4436,52.0,28,pigeon loss,loss CAUSED BY pigeon
4436,52.0,29,altar tee,tee USED BY altar
4436,52.0,30,figure goblin,goblin USED BY figure
4436,52.0,31,word buyer,buyer FOR word
4436,52.0,32,yard ship,ship FOR yard
4436,52.0,33,drama fellow,fellow FOR drama
4436,52.0,34,jig root,root MADE OF jig
4436,52.0,35,stone ware,ware MADE OF stone
4436,52.0,36,push lady,lady CAUSED BY push
4436,52.0,37,fuel coal,coal FOR fuel
4436,52.0,38,prince stitch,stitch USED BY prince
4436,52.0,39,cafe pop,pop USED BY cafe
4436,52.0,40,player swap,swap USED BY player
4436,52.0,41,sword bird,bird LOCATION IS sword
4436,52.0,42,outside hawk,hawk FOR outside
4436,52.0,43,asylum hiker,hiker USES asylum
4436,52.0,44,middle action,action DURING middle
4436,52.0,45,plot curve,curve CAUSED BY plot
4436,52.0,46,barn mill,mill LOCATION IS barn
4436,52.0,47,road town,town MADE OF road
4436,52.0,48,lithium pad,pad MADE OF lithium
4436,52.0,49,shop house,house IS shop
4436,52.0,50,teacher red,red DERIVED FROM teacher
4436,52.0,51,road path,path DERIVED FROM road
4436,52.0,52,boat day,day FOR boat
4436,52.0,53,saw note,note USED BY saw
4436,52.0,54,wind stack,stack CAUSED BY wind
4436,52.0,55,screw decker,decker USED BY screw
9163,25.0,1,folk way,way FOR folk
9163,25.0,2,time comb,comb FOR time
9163,25.0,3,rip surf,surf HAS rip
9163,25.0,4,girl woman,woman IS girl
9163,25.0,5,sand soil,soil MADE OF sand
9163,25.0,6,news yard,yard FOR news
9163,25.0,7,start shade,shade LOCATION IS start
9163,25.0,8,stair room,room HAS stair
9163,25.0,9,plain tennis,tennis IS plain
9163,25.0,10,ski skiing,skiing MADE OF ski
9163,25.0,11,wish bolt,bolt FOR wish
9163,25.0,12,label delay,label HAS delay
9163,25.0,13,feast taking,taking DURING feast
9163,25.0,14,case robe,robe FOR case
9163,25.0,15,wood fish,fish LOCATION IS wood
9163,25.0,16,pay copier,copier FOR pay
9163,25.0,17,thumb bird,bird MADE OF thumb
9163,25.0,18,epoch earner,earner CAUSED BY epoch
9163,25.0,19,synth make,make MAKES synth
9163,25.0,20,fact soil,soil MADE OF fact
9163,25.0,21,season league,league DURING season
9163,25.0,22,coal line,line FOR coal
9163,25.0,23,stone ware,ware MADE OF stone
9163,25.0,24,east north,north BY east
9163,25.0,25,gall top,top HAS gall
9163,25.0,26,drug bed,drug LOCATION IS bed
9163,25.0,27,wood mill,mill FOR wood
9163,25.0,28,low think,think IS low
9163,25.0,29,snow ice,ice CAUSED BY snow
9163,25.0,30,worm gull,gull USES worm
9163,25.0,31,alder mind,mind CAUSED BY alder
9163,25.0,32,dash second,second IS dash
9163,25.0,33,folk hop,hop MADE OF folk
9163,25.0,34,sweat band,band FOR sweat
9163,25.0,35,jelly effect,effect CAUSES jelly
9163,25.0,36,pinch share,share MADE OF pinch
9163,25.0,37,tea time,time FOR tea
9163,25.0,38,side quake,quake LOCATION IS side
9163,25.0,39,mouse dog,dog DERIVED FROM mouse
9163,25.0,40,band buoy,buoy ABOUT band
9163,25.0,41,stair gown,gown FOR stair
9163,25.0,42,role order,role HAS order
9163,25.0,43,fisher dryer,dryer FOR fisher
9163,25.0,44,glow seater,seater HAS glow
9163,25.0,45,life bulb,bulb FOR life
9163,25.0,46,task wool,wool FOR task
9163,25.0,47,sea flour,flour DERIVED FROM sea
9163,25.0,48,cinema arch,arch LOCATION IS cinema
9163,25.0,49,flour powder,powder DERIVED FROM flour
9163,25.0,50,cheese meal,meal MADE OF cheese
9163,25.0,51,news bridge,bridge FOR news
9163,25.0,52,iron radish,radish MADE OF iron
9163,25.0,53,snow man,man MADE OF snow
9163,25.0,54,beach kind,kind LOCATION IS beach
9163,25.0,55,path guard,guard FOR path
15240,36.0,1,school post,post FOR school
15240,36.0,2,breadth act,act ABOUT breadth
15240,36.0,3,figure goblin,goblin IS figure
15240,36.0,4,shop house,shop LOCATION IS house
15240,36.0,5,cafe pop,pop USED BY cafe
15240,36.0,6,asylum hiker,hiker LOCATION IS asylum
15240,36.0,7,rifle sale,sale HAS rifle
15240,36.0,8,road town,town BY road
15240,36.0,9,snow mat,mat FOR snow
15240,36.0,10,fuel coal,coal FOR fuel
15240,36.0,11,ram being,being USED BY ram
15240,36.0,12,mean dragon,dragon IS mean
15240,36.0,13,yard ship,ship LOCATION IS yard
15240,36.0,14,word buyer,buyer FOR word
15240,36.0,15,altar tee,altar HAS tee
15240,36.0,16,boat day,day ABOUT boat
15240,36.0,17,candle cake,candle LOCATION IS cake
15240,36.0,18,launch jerk,jerk CAUSED BY launch
15240,36.0,19,ankle cord,cord LOCATION IS ankle
15240,36.0,20,stair line,stair HAS line
15240,36.0,21,captain vessel,vessel USED BY captain
15240,36.0,22,plot curve,curve DURING plot
15240,36.0,23,pigeon loss,loss ABOUT pigeon
15240,36.0,24,wind stack,stack USES wind
15240,36.0,25,push lady,lady USED BY push
15240,36.0,26,drama fellow,fellow HAS drama
15240,36.0,27,snow man,man IS snow
15240,36.0,28,lithium pad,pad MADE OF lithium
15240,36.0,29,sweat band,band FOR sweat
15240,36.0,30,boat car,car IS boat
15240,36.0,31,tea time,time FOR tea
15240,36.0,32,screw decker,decker USED BY screw
15240,36.0,33,fog solver,solver USES fog
15240,36.0,34,teacher red,red ABOUT teacher
15240,36.0,35,career sort,sort ABOUT career
15240,36.0,36,stone ware,ware MADE OF stone
15240,36.0,37,outside hawk,hawk LOCATION IS outside
15240,36.0,38,cheese meat,meat MADE OF cheese
15240,36.0,39,middle action,action LOCATION IS middle
15240,36.0,40,pillow lobe,lobe ABOUT pillow
15240,36.0,41,log server,server FOR log
15240,36.0,42,fish flour,flour MADE OF fish
15240,36.0,43,saw note,note DURING saw
15240,36.0,44,fuel desk,desk MAKES fuel
15240,36.0,45,player swap,swap USED BY player
15240,36.0,46,run scarf,scarf CAUSES run
15240,36.0,47,road path,path BY road
15240,36.0,48,jig root,root ABOUT jig
15240,36.0,49,lumber mining,mining FOR lumber
15240,36.0,50,dove width,dove HAS width
15240,36.0,51,tie fly,fly MADE OF tie
15240,36.0,52,sword bird,bird USES sword
15240,36.0,53,barn mill,mill IS barn
15240,36.0,54,manor lot,manor LOCATION IS lot
15240,36.0,55,prince stitch,stitch ABOUT prince
16793,67.0,1,mail soil,soil CAUSED BY mail
16793,67.0,2,nick vision,vision BY nick
16793,67.0,3,hair time,time FOR hair
16793,67.0,4,kill tenant,tenant CAUSES kill
16793,67.0,5,strap jacket,jacket HAS strap
16793,67.0,6,public goon,goon LOCATION IS public
16793,67.0,7,stair door,door FOR stair
16793,67.0,8,tooth end,tooth HAS end
16793,67.0,9,stone ware,ware MADE OF stone
16793,67.0,10,sugar owner,owner HAS sugar
16793,67.0,11,straw gain,gain CAUSED BY straw
16793,67.0,12,safe flower,flower IS safe
16793,67.0,13,ape seed,seed MAKES ape
16793,67.0,14,movie teaser,teaser DERIVED FROM movie
16793,67.0,15,waist press,press USED BY waist
16793,67.0,16,tea time,time FOR tea
16793,67.0,17,boat sled,sled FOR boat
16793,67.0,18,neck bulb,neck HAS bulb
16793,67.0,19,print well,well ABOUT print
16793,67.0,20,fighter piece,piece USED BY fighter
16793,67.0,21,unity pager,pager FOR unity
16793,67.0,22,snow man,man MADE OF snow
16793,67.0,23,nit led,led BY nit
16793,67.0,24,row glider,glider USES row
16793,67.0,25,pub result,result ABOUT pub
16793,67.0,26,crew ship,ship HAS crew
16793,67.0,27,brick mill,mill MADE OF brick
16793,67.0,28,draw flight,flight USED BY draw
16793,67.0,29,sweat band,band FOR sweat
16793,67.0,30,short racing,racing IS short
16793,67.0,31,snap nickel,nickel MAKES snap
16793,67.0,32,proof shaft,shaft ABOUT proof
16793,67.0,33,god shock,shock CAUSED BY god
16793,67.0,34,bishop lily,lily USED BY bishop
16793,67.0,35,stair cloth,cloth FOR stair
16793,67.0,36,head boat,boat LOCATION IS head
16793,67.0,37,farm room,farm HAS room
16793,67.0,38,font giver,giver MAKES font
16793,67.0,39,drive phone,phone DURING drive
16793,67.0,40,shuffle quest,quest ABOUT shuffle
16793,67.0,41,waist dress,dress FOR waist
16793,67.0,42,tea food,food FOR tea
16793,67.0,43,sham lead,lead IS sham
16793,67.0,44,centre grouse,grouse ABOUT centre
16793,67.0,45,leather patch,patch MADE OF leather
16793,67.0,46,cross gear,gear HAS cross
16793,67.0,47,corner lark,lark LOCATION IS corner
16793,67.0,48,chair screen,chair HAS screen
16793,67.0,49,bid seeker,bid HAS seeker
16793,67.0,50,maple region,region HAS maple
16793,67.0,51,feather bound,bound BY feather
16793,67.0,52,photo pond,pond USED BY photo
16793,67.0,53,lark case,case ABOUT lark
16793,67.0,54,dip brace,brace FOR dip
16793,67.0,55,sail ship,ship USES sail
19697,23.0,1,news bridge,bridge ABOUT news
19697,23.0,2,girl woman,woman IS girl
19697,23.0,3,case robe,robe CAUSED BY case
19697,23.0,4,wish bolt,bolt IS wish
19697,23.0,5,flour powder,powder MADE OF flour
19697,23.0,6,glow seater,seater MADE OF glow
19697,23.0,7,path guard,path HAS guard
19697,23.0,8,fact soil,soil MADE OF fact
19697,23.0,9,side quake,side LOCATION IS quake
19697,23.0,10,cheese meal,meal USES cheese
19697,23.0,11,wood fish,fish IS wood
19697,23.0,12,folk hop,hop IS folk
19697,23.0,13,jelly effect,effect HAS jelly
19697,23.0,14,tea time,time FOR tea
19697,23.0,15,band buoy,buoy MADE OF band
19697,23.0,16,cinema arch,cinema HAS arch
19697,23.0,17,season league,league DURING season
19697,23.0,18,news yard,yard HAS news
19697,23.0,19,stone ware,ware MADE OF stone
19697,23.0,20,snow ice,ice MADE OF snow
19697,23.0,21,rip surf,surf HAS rip
19697,23.0,22,gall top,top HAS gall
19697,23.0,23,iron radish,radish MADE OF iron
19697,23.0,24,beach kind,kind ABOUT beach
19697,23.0,25,label delay,delay DURING label
19697,23.0,26,sand soil,soil HAS sand
19697,23.0,27,fisher dryer,dryer USED BY fisher
19697,23.0,28,start shade,shade FOR start
19697,23.0,29,stair gown,gown USED BY stair
19697,23.0,30,folk way,way USED BY folk
19697,23.0,31,snow man,man MADE OF snow
19697,23.0,32,feast taking,taking DERIVED FROM feast
19697,23.0,33,east north,east LOCATION IS north
19697,23.0,34,pay copier,copier FOR pay
19697,23.0,35,stair room,room USED BY stair
19697,23.0,36,ski skiing,skiing IS ski
19697,23.0,37,plain tennis,tennis IS plain
19697,23.0,38,coal line,coal LOCATION IS line
19697,23.0,39,task wool,wool IS task
19697,23.0,40,mouse dog,dog IS mouse
19697,23.0,41,worm gull,gull MADE OF worm
19697,23.0,42,wood mill,mill IS wood
19697,23.0,43,sweat band,band USED BY sweat
19697,23.0,44,sea flour,flour USED BY sea
19697,23.0,45,time comb,comb MADE OF time
19697,23.0,46,thumb bird,bird MADE OF thumb
19697,23.0,47,role order,order MADE OF role
19697,23.0,48,pinch share,share USED BY pinch
19697,23.0,49,dash second,second IS dash
19697,23.0,50,synth make,synth LOCATION IS make
19697,23.0,51,life bulb,bulb FOR life
19697,23.0,52,alder mind,mind IS alder
19697,23.0,53,drug bed,bed CAUSED BY drug
19697,23.0,54,epoch earner,earner FOR epoch
19697,23.0,55,low think,think ABOUT low
26610,36.0,1,goal game,game IS goal
26610,36.0,2,torpedo wit,wit HAS torpedo
26610,36.0,3,set boat,boat MADE OF set
26610,36.0,4,boat ship,ship IS boat
26610,36.0,5,techno lapse,lapse CAUSED BY techno
26610,36.0,6,sound craft,craft BY sound
26610,36.0,7,saw meat,meat DERIVED FROM saw
26610,36.0,8,process tower,tower DURING process
26610,36.0,9,broad driver,driver IS broad
26610,36.0,10,comic ends,ends IS comic
26610,36.0,11,night ship,ship USED BY night
26610,36.0,12,dish panel,panel FOR dish
26610,36.0,13,level trunk,trunk IS level
26610,36.0,14,chair soil,soil FOR chair
26610,36.0,15,farm flour,flour DERIVED FROM farm
26610,36.0,16,snow man,man MADE OF snow
26610,36.0,17,number sense,sense DERIVED FROM number
26610,36.0,18,harvest cycle,cycle FOR harvest
26610,36.0,19,school mill,mill FOR school
26610,36.0,20,sweat band,band FOR sweat
26610,36.0,21,copper wood,wood HAS copper
26610,36.0,22,mile set,set IS mile
26610,36.0,23,toe bridge,toe HAS bridge
26610,36.0,24,rail piece,piece FOR rail
26610,36.0,25,body girl,girl MADE OF body
26610,36.0,26,battle note,note ABOUT battle
26610,36.0,27,slap chord,chord CAUSED BY slap
26610,36.0,28,soul mother,mother HAS soul
26610,36.0,29,sand ache,ache CAUSED BY sand
26610,36.0,30,ship head,ship HAS head
26610,36.0,31,take crest,crest USED BY take
26610,36.0,32,crew day,day FOR crew
26610,36.0,33,crank pump,pump FOR crank
26610,36.0,34,stone ware,ware DERIVED FROM stone
26610,36.0,35,high robin,robin HAS high
26610,36.0,36,guess county,county LOCATION IS guess
26610,36.0,37,ship club,club FOR ship
26610,36.0,38,fort shape,shape IS fort
26610,36.0,39,bed maid,bed HAS maid
26610,36.0,40,weather sail,sail FOR weather
26610,36.0,41,window hole,hole LOCATION IS window
26610,36.0,42,buffet tide,tide HAS buffet
26610,36.0,43,tea time,time FOR tea
26610,36.0,44,patron stays,stays ABOUT patron
26610,36.0,45,band hole,hole FOR band
26610,36.0,46,sage medal,medal DERIVED FROM sage
26610,36.0,47,white rush,rush IS white
26610,36.0,48,music serial,serial CAUSED BY music
26610,36.0,49,major poster,poster IS major
26610,36.0,50,farm mill,mill DERIVED FROM farm
26610,36.0,51,chapter spot,chapter HAS spot
26610,36.0,52,girl man,man HAS girl
26610,36.0,53,web engine,engine FOR web
26610,36.0,54,brick shadow,brick HAS shadow
26610,36.0,55,beach stack,stack CAUSED BY beach
27419,22.0,1,asylum hiker,hiker HAS asylum
27419,22.0,2,player swap,swap FOR player
27419,22.0,3,career sort,sort BY career
27419,22.0,4,outside hawk,hawk IS outside
27419,22.0,5,tea time,time FOR tea
27419,22.0,6,run scarf,scarf ABOUT run
27419,22.0,7,middle action,action DURING middle
27419,22.0,8,fog solver,solver DERIVED FROM fog
27419,22.0,9,sweat band,band FOR sweat
27419,22.0,10,dove width,width DERIVED FROM dove
27419,22.0,11,snow mat,mat FOR snow
27419,22.0,12,stair line,stair LOCATION IS line
27419,22.0,13,fuel coal,coal DERIVED FROM fuel
27419,22.0,14,boat day,day HAS boat
27419,22.0,15,rifle sale,sale FOR rifle
27419,22.0,16,fish flour,flour USED BY fish
27419,22.0,17,wind stack,stack MADE OF wind
27419,22.0,18,launch jerk,jerk CAUSED BY launch
27419,22.0,19,stone ware,ware MADE OF stone
27419,22.0,20,saw note,note ABOUT saw
27419,22.0,21,push lady,lady CAUSES push
27419,22.0,22,road path,path LOCATION IS road
27419,22.0,23,barn mill,mill LOCATION IS barn
27419,22.0,24,tie fly,fly LOCATION IS tie
27419,22.0,25,snow man,man MADE OF snow
27419,22.0,26,lumber mining,mining FOR lumber
27419,22.0,27,captain vessel,vessel USED BY captain
27419,22.0,28,altar tee,tee LOCATION IS altar
27419,22.0,29,drama fellow,fellow IS drama
27419,22.0,30,lithium pad,pad MADE OF lithium
27419,22.0,31,sword bird,bird HAS sword
27419,22.0,32,manor lot,manor LOCATION IS lot
27419,22.0,33,breadth act,act CAUSED BY breadth
27419,22.0,34,cafe pop,pop USED BY cafe
27419,22.0,35,pillow lobe,lobe DERIVED FROM pillow
27419,22.0,36,log server,server HAS log
27419,22.0,37,pigeon loss,loss CAUSED BY pigeon
27419,22.0,38,candle cake,cake USES candle
27419,22.0,39,mean dragon,dragon IS mean
27419,22.0,40,figure goblin,goblin IS figure
27419,22.0,41,ankle cord,cord LOCATION IS ankle
27419,22.0,42,cheese meat,meat DERIVED FROM cheese
27419,22.0,43,prince stitch,stitch BY prince
27419,22.0,44,jig root,root DERIVED FROM jig
27419,22.0,45,teacher red,red ABOUT teacher
27419,22.0,46,fuel desk,desk HAS fuel
27419,22.0,47,road town,town HAS road
27419,22.0,48,boat car,car DERIVED FROM boat
27419,22.0,49,yard ship,yard LOCATION IS ship
27419,22.0,50,plot curve,curve DERIVED FROM plot
27419,22.0,51,screw decker,decker DERIVED FROM screw
27419,22.0,52,shop house,house USED BY shop
27419,22.0,53,ram being,being MADE OF ram
27419,22.0,54,word buyer,buyer USES word
27419,22.0,55,school post,post USED BY school
29352,18.0,1,fuel desk,desk FOR fuel
29352,18.0,2,screw decker,decker MADE OF screw
29352,18.0,3,fuel coal,coal IS fuel
29352,18.0,4,rifle sale,sale FOR rifle
29352,18.0,5,jig root,jig HAS root
29352,18.0,6,tea time,time FOR tea
29352,18.0,7,altar tee,altar HAS tee
29352,18.0,8,dove width,dove HAS width
29352,18.0,9,ankle cord,ankle HAS cord
29352,18.0,10,cheese meat,meat MADE OF cheese
29352,18.0,11,word buyer,buyer USES word
29352,18.0,12,asylum hiker,hiker LOCATION IS asylum
29352,18.0,13,pillow lobe,lobe LOCATION IS pillow
29352,18.0,14,candle cake,cake MADE OF candle
29352,18.0,15,outside hawk,hawk IS outside
29352,18.0,16,mean dragon,dragon IS mean
29352,18.0,17,road town,town MADE OF road
29352,18.0,18,shop house,house IS shop
29352,18.0,19,snow man,man MADE OF snow
29352,18.0,20,fish flour,flour MADE OF fish
29352,18.0,21,fog solver,solver DURING fog
29352,18.0,22,log server,server USED BY log
29352,18.0,23,saw note,note USES saw
29352,18.0,24,yard ship,ship LOCATION IS yard
29352,18.0,25,boat car,car IS boat
29352,18.0,26,cafe pop,pop DERIVED FROM cafe
29352,18.0,27,breadth act,act HAS breadth
29352,18.0,28,barn mill,mill LOCATION IS barn
29352,18.0,29,manor lot,lot LOCATION IS manor
29352,18.0,30,plot curve,curve USES plot
29352,18.0,31,boat day,day BY boat
29352,18.0,32,launch jerk,launch HAS jerk
29352,18.0,33,middle action,action DURING middle
29352,18.0,34,teacher red,red IS teacher
29352,18.0,35,school post,post DERIVED FROM school
29352,18.0,36,career sort,sort BY career
29352,18.0,37,push lady,lady CAUSES push
29352,18.0,38,drama fellow,fellow CAUSES drama
29352,18.0,39,run scarf,scarf FOR run
29352,18.0,40,lumber mining,mining CAUSED BY lumber
29352,18.0,41,tie fly,fly LOCATION IS tie
29352,18.0,42,captain vessel,captain LOCATION IS vessel
29352,18.0,43,figure goblin,goblin MADE OF figure
29352,18.0,44,wind stack,stack CAUSED BY wind
29352,18.0,45,snow mat,mat CAUSED BY snow
29352,18.0,46,prince stitch,stitch FOR prince
29352,18.0,47,pigeon loss,loss CAUSED BY pigeon
29352,18.0,48,ram being,being FOR ram
29352,18.0,49,stair line,line LOCATION IS stair
29352,18.0,50,lithium pad,pad FOR lithium
29352,18.0,51,sweat band,band MADE OF sweat
29352,18.0,52,player swap,swap USED BY player
29352,18.0,53,sword bird,bird HAS sword
29352,18.0,54,stone ware,ware MADE OF stone
29352,18.0,55,road path,road HAS path
31136,46.0,1,stair gown,gown BY stair
31136,46.0,2,glow seater,seater ABOUT glow
31136,46.0,3,gall top,top ABOUT gall
31136,46.0,4,feast taking,taking DURING feast
31136,46.0,5,beach kind,kind FOR beach
31136,46.0,6,snow ice,ice CAUSED BY snow
31136,46.0,7,wood fish,fish FOR wood
31136,46.0,8,worm gull,gull USES worm
31136,46.0,9,wish bolt,bolt IS wish
