WorkerId,WorkTimeInSeconds,correct,item,zone,RT
ARGHS9P7FVR3W,2166,6,3,45,650
ARGHS9P7FVR3W,2166,6,3,46,450
ARGHS9P7FVR3W,2166,6,3,47,600
ARGHS9P7FVR3W,2166,6,3,48,380
ARGHS9P7FVR3W,2166,6,3,49,230
ARGHS9P7FVR3W,2166,6,3,50,570
ARGHS9P7FVR3W,2166,6,3,51,410
ARGHS9P7FVR3W,2166,6,3,52,480
ARGHS9P7FVR3W,2166,6,3,53,470
ARGHS9P7FVR3W,2166,6,3,54,430
ARGHS9P7FVR3W,2166,6,3,55,390
ARGHS9P7FVR3W,2166,6,3,56,380
ARGHS9P7FVR3W,2166,6,3,57,420
ARGHS9P7FVR3W,2166,6,3,58,410
ARGHS9P7FVR3W,2166,6,3,59,450
ARGHS9P7FVR3W,2166,6,3,60,980
ARGHS9P7FVR3W,2166,6,3,61,510
ARGHS9P7FVR3W,2166,6,3,62,740
ARGHS9P7FVR3W,2166,6,3,63,390
ARGHS9P7FVR3W,2166,6,3,64,470
ARGHS9P7FVR3W,2166,6,3,65,410
ARGHS9P7FVR3W,2166,6,3,66,470
ARGHS9P7FVR3W,2166,6,3,67,600
ARGHS9P7FVR3W,2166,6,3,68,490
ARGHS9P7FVR3W,2166,6,3,69,620
ARGHS9P7FVR3W,2166,6,3,70,450
ARGHS9P7FVR3W,2166,6,3,71,630
ARGHS9P7FVR3W,2166,6,3,72,330
ARGHS9P7FVR3W,2166,6,3,73,290
ARGHS9P7FVR3W,2166,6,3,74,270
ARGHS9P7FVR3W,2166,6,3,75,520
ARGHS9P7FVR3W,2166,6,3,76,370
ARGHS9P7FVR3W,2166,6,3,77,370
ARGHS9P7FVR3W,2166,6,3,78,380
ARGHS9P7FVR3W,2166,6,3,79,410
ARGHS9P7FVR3W,2166,6,3,80,380
ARGHS9P7FVR3W,2166,6,3,81,530
ARGHS9P7FVR3W,2166,6,3,82,880
ARGHS9P7FVR3W,2166,6,3,83,700
ARGHS9P7FVR3W,2166,6,3,84,240
ARGHS9P7FVR3W,2166,6,3,85,460
ARGHS9P7FVR3W,2166,6,3,86,450
ARGHS9P7FVR3W,2166,6,3,87,420
ARGHS9P7FVR3W,2166,6,3,88,470
ARGHS9P7FVR3W,2166,6,3,89,420
ARGHS9P7FVR3W,2166,6,3,90,400
ARGHS9P7FVR3W,2166,6,3,91,410
ARGHS9P7FVR3W,2166,6,3,92,380
ARGHS9P7FVR3W,2166,6,3,93,450
ARGHS9P7FVR3W,2166,6,3,94,610
ARGHS9P7FVR3W,2166,6,3,95,560
ARGHS9P7FVR3W,2166,6,3,96,330
ARGHS9P7FVR3W,2166,6,3,97,380
ARGHS9P7FVR3W,2166,6,3,98,380
ARGHS9P7FVR3W,2166,6,3,99,340
ARGHS9P7FVR3W,2166,6,3,100,390
ARGHS9P7FVR3W,2166,6,3,101,610
ARGHS9P7FVR3W,2166,6,3,102,480
ARGHS9P7FVR3W,2166,6,3,103,270
ARGHS9P7FVR3W,2166,6,3,104,410
ARGHS9P7FVR3W,2166,6,3,105,360
ARGHS9P7FVR3W,2166,6,3,106,390
ARGHS9P7FVR3W,2166,6,3,107,380
ARGHS9P7FVR3W,2166,6,3,108,450
ARGHS9P7FVR3W,2166,6,3,109,560
ARGHS9P7FVR3W,2166,6,3,110,400
ARGHS9P7FVR3W,2166,6,3,111,390
ARGHS9P7FVR3W,2166,6,3,112,3580
ARGHS9P7FVR3W,2166,6,3,113,590
ARGHS9P7FVR3W,2166,6,3,114,650
ARGHS9P7FVR3W,2166,6,3,115,400
ARGHS9P7FVR3W,2166,6,3,116,390
ARGHS9P7FVR3W,2166,6,3,117,770
ARGHS9P7FVR3W,2166,6,3,118,1370
ARGHS9P7FVR3W,2166,6,3,119,870
ARGHS9P7FVR3W,2166,6,3,120,570
ARGHS9P7FVR3W,2166,6,3,121,780
ARGHS9P7FVR3W,2166,6,3,122,570
ARGHS9P7FVR3W,2166,6,3,123,440
ARGHS9P7FVR3W,2166,6,3,124,350
ARGHS9P7FVR3W,2166,6,3,125,350
ARGHS9P7FVR3W,2166,6,3,126,260
ARGHS9P7FVR3W,2166,6,3,127,270
ARGHS9P7FVR3W,2166,6,3,128,460
ARGHS9P7FVR3W,2166,6,3,129,370
ARGHS9P7FVR3W,2166,6,3,130,350
ARGHS9P7FVR3W,2166,6,3,131,340
ARGHS9P7FVR3W,2166,6,3,132,580
ARGHS9P7FVR3W,2166,6,3,133,410
ARGHS9P7FVR3W,2166,6,3,134,260
ARGHS9P7FVR3W,2166,6,3,135,550
ARGHS9P7FVR3W,2166,6,3,136,230
ARGHS9P7FVR3W,2166,6,3,137,230
ARGHS9P7FVR3W,2166,6,3,138,360
ARGHS9P7FVR3W,2166,6,3,139,370
ARGHS9P7FVR3W,2166,6,3,140,390
ARGHS9P7FVR3W,2166,6,3,141,410
ARGHS9P7FVR3W,2166,6,3,142,360
ARGHS9P7FVR3W,2166,6,3,143,400
ARGHS9P7FVR3W,2166,6,3,144,360
ARGHS9P7FVR3W,2166,6,3,145,410
ARGHS9P7FVR3W,2166,6,3,146,390
ARGHS9P7FVR3W,2166,6,3,147,300
ARGHS9P7FVR3W,2166,6,3,148,430
ARGHS9P7FVR3W,2166,6,3,149,250
ARGHS9P7FVR3W,2166,6,3,150,230
ARGHS9P7FVR3W,2166,6,3,151,420
ARGHS9P7FVR3W,2166,6,3,152,370
ARGHS9P7FVR3W,2166,6,3,153,330
ARGHS9P7FVR3W,2166,6,3,154,330
ARGHS9P7FVR3W,2166,6,3,155,400
ARGHS9P7FVR3W,2166,6,3,156,400
ARGHS9P7FVR3W,2166,6,3,157,400
ARGHS9P7FVR3W,2166,6,3,158,300
ARGHS9P7FVR3W,2166,6,3,159,460
ARGHS9P7FVR3W,2166,6,3,160,450
ARGHS9P7FVR3W,2166,6,3,161,290
ARGHS9P7FVR3W,2166,6,3,162,280
ARGHS9P7FVR3W,2166,6,3,163,330
ARGHS9P7FVR3W,2166,6,3,164,400
ARGHS9P7FVR3W,2166,6,3,165,340
ARGHS9P7FVR3W,2166,6,3,166,440
ARGHS9P7FVR3W,2166,6,3,167,310
ARGHS9P7FVR3W,2166,6,3,168,340
ARGHS9P7FVR3W,2166,6,3,169,300
ARGHS9P7FVR3W,2166,6,3,170,350
ARGHS9P7FVR3W,2166,6,3,171,290
ARGHS9P7FVR3W,2166,6,3,172,260
ARGHS9P7FVR3W,2166,6,3,173,380
ARGHS9P7FVR3W,2166,6,3,174,360
ARGHS9P7FVR3W,2166,6,3,175,290
ARGHS9P7FVR3W,2166,6,3,176,290
ARGHS9P7FVR3W,2166,6,3,177,300
ARGHS9P7FVR3W,2166,6,3,178,300
ARGHS9P7FVR3W,2166,6,3,179,390
ARGHS9P7FVR3W,2166,6,3,180,280
ARGHS9P7FVR3W,2166,6,3,181,250
ARGHS9P7FVR3W,2166,6,3,182,440
ARGHS9P7FVR3W,2166,6,3,183,360
ARGHS9P7FVR3W,2166,6,3,184,370
ARGHS9P7FVR3W,2166,6,3,185,310
ARGHS9P7FVR3W,2166,6,3,186,350
ARGHS9P7FVR3W,2166,6,3,187,310
ARGHS9P7FVR3W,2166,6,3,188,330
ARGHS9P7FVR3W,2166,6,3,189,370
ARGHS9P7FVR3W,2166,6,3,190,270
ARGHS9P7FVR3W,2166,6,3,191,330
ARGHS9P7FVR3W,2166,6,3,192,310
ARGHS9P7FVR3W,2166,6,3,193,430
ARGHS9P7FVR3W,2166,6,3,194,360
ARGHS9P7FVR3W,2166,6,3,195,380
ARGHS9P7FVR3W,2166,6,3,196,380
ARGHS9P7FVR3W,2166,6,3,197,430
ARGHS9P7FVR3W,2166,6,3,198,320
ARGHS9P7FVR3W,2166,6,3,199,300
ARGHS9P7FVR3W,2166,6,3,200,470
ARGHS9P7FVR3W,2166,6,3,201,320
ARGHS9P7FVR3W,2166,6,3,202,290
ARGHS9P7FVR3W,2166,6,3,203,330
ARGHS9P7FVR3W,2166,6,3,204,350
ARGHS9P7FVR3W,2166,6,3,205,350
ARGHS9P7FVR3W,2166,6,3,206,300
ARGHS9P7FVR3W,2166,6,3,207,300
ARGHS9P7FVR3W,2166,6,3,208,410
ARGHS9P7FVR3W,2166,6,3,209,460
ARGHS9P7FVR3W,2166,6,3,210,300
ARGHS9P7FVR3W,2166,6,3,211,590
ARGHS9P7FVR3W,2166,6,3,212,370
ARGHS9P7FVR3W,2166,6,3,213,350
ARGHS9P7FVR3W,2166,6,3,214,340
ARGHS9P7FVR3W,2166,6,3,215,330
ARGHS9P7FVR3W,2166,6,3,216,290
ARGHS9P7FVR3W,2166,6,3,217,430
ARGHS9P7FVR3W,2166,6,3,218,280
ARGHS9P7FVR3W,2166,6,3,219,300
ARGHS9P7FVR3W,2166,6,3,220,320
ARGHS9P7FVR3W,2166,6,3,221,330
ARGHS9P7FVR3W,2166,6,3,222,280
ARGHS9P7FVR3W,2166,6,3,223,410
ARGHS9P7FVR3W,2166,6,3,224,370
ARGHS9P7FVR3W,2166,6,3,225,380
ARGHS9P7FVR3W,2166,6,3,226,410
ARGHS9P7FVR3W,2166,6,3,227,300
ARGHS9P7FVR3W,2166,6,3,228,350
ARGHS9P7FVR3W,2166,6,3,229,300
ARGHS9P7FVR3W,2166,6,3,230,300
ARGHS9P7FVR3W,2166,6,3,231,330
ARGHS9P7FVR3W,2166,6,3,232,460
ARGHS9P7FVR3W,2166,6,3,233,410
ARGHS9P7FVR3W,2166,6,3,234,440
ARGHS9P7FVR3W,2166,6,3,235,500
ARGHS9P7FVR3W,2166,6,3,236,290
ARGHS9P7FVR3W,2166,6,3,237,320
ARGHS9P7FVR3W,2166,6,3,238,400
ARGHS9P7FVR3W,2166,6,3,239,390
ARGHS9P7FVR3W,2166,6,3,240,350
ARGHS9P7FVR3W,2166,6,3,241,340
ARGHS9P7FVR3W,2166,6,3,242,330
ARGHS9P7FVR3W,2166,6,3,243,320
ARGHS9P7FVR3W,2166,6,3,244,280
ARGHS9P7FVR3W,2166,6,3,245,360
ARGHS9P7FVR3W,2166,6,3,246,300
ARGHS9P7FVR3W,2166,6,3,247,580
ARGHS9P7FVR3W,2166,6,3,248,340
ARGHS9P7FVR3W,2166,6,3,249,310
ARGHS9P7FVR3W,2166,6,3,250,300
ARGHS9P7FVR3W,2166,6,3,251,280
ARGHS9P7FVR3W,2166,6,3,252,320
ARGHS9P7FVR3W,2166,6,3,253,290
ARGHS9P7FVR3W,2166,6,3,254,300
ARGHS9P7FVR3W,2166,6,3,255,310
ARGHS9P7FVR3W,2166,6,3,256,410
ARGHS9P7FVR3W,2166,6,3,257,460
ARGHS9P7FVR3W,2166,6,3,258,300
ARGHS9P7FVR3W,2166,6,3,259,430
ARGHS9P7FVR3W,2166,6,3,260,290
ARGHS9P7FVR3W,2166,6,3,261,330
ARGHS9P7FVR3W,2166,6,3,262,340
ARGHS9P7FVR3W,2166,6,3,263,340
ARGHS9P7FVR3W,2166,6,3,264,330
ARGHS9P7FVR3W,2166,6,3,265,280
ARGHS9P7FVR3W,2166,6,3,266,400
ARGHS9P7FVR3W,2166,6,3,267,7050
ARGHS9P7FVR3W,2166,6,3,268,340
ARGHS9P7FVR3W,2166,6,3,269,370
ARGHS9P7FVR3W,2166,6,3,270,370
ARGHS9P7FVR3W,2166,6,3,271,450
ARGHS9P7FVR3W,2166,6,3,272,350
ARGHS9P7FVR3W,2166,6,3,273,450
ARGHS9P7FVR3W,2166,6,3,274,360
ARGHS9P7FVR3W,2166,6,3,275,310
ARGHS9P7FVR3W,2166,6,3,276,380
ARGHS9P7FVR3W,2166,6,3,277,410
ARGHS9P7FVR3W,2166,6,3,278,450
ARGHS9P7FVR3W,2166,6,3,279,1150
ARGHS9P7FVR3W,2166,6,3,280,450
ARGHS9P7FVR3W,2166,6,3,281,450
ARGHS9P7FVR3W,2166,6,3,282,350
ARGHS9P7FVR3W,2166,6,3,283,380
ARGHS9P7FVR3W,2166,6,3,284,860
ARGHS9P7FVR3W,2166,6,3,285,580
ARGHS9P7FVR3W,2166,6,3,286,8200
ARGHS9P7FVR3W,2166,6,3,287,310
ARGHS9P7FVR3W,2166,6,3,288,350
ARGHS9P7FVR3W,2166,6,3,289,320
ARGHS9P7FVR3W,2166,6,3,290,380
ARGHS9P7FVR3W,2166,6,3,291,270
ARGHS9P7FVR3W,2166,6,3,292,280
ARGHS9P7FVR3W,2166,6,3,293,330
ARGHS9P7FVR3W,2166,6,3,294,260
ARGHS9P7FVR3W,2166,6,3,295,320
ARGHS9P7FVR3W,2166,6,3,296,330
ARGHS9P7FVR3W,2166,6,3,297,280
ARGHS9P7FVR3W,2166,6,3,298,220
ARGHS9P7FVR3W,2166,6,3,299,220
ARGHS9P7FVR3W,2166,6,3,300,380
ARGHS9P7FVR3W,2166,6,3,301,250
ARGHS9P7FVR3W,2166,6,3,302,290
ARGHS9P7FVR3W,2166,6,3,303,310
ARGHS9P7FVR3W,2166,6,3,304,270
ARGHS9P7FVR3W,2166,6,3,305,360
ARGHS9P7FVR3W,2166,6,3,306,270
ARGHS9P7FVR3W,2166,6,3,307,300
ARGHS9P7FVR3W,2166,6,3,308,250
ARGHS9P7FVR3W,2166,6,3,309,290
ARGHS9P7FVR3W,2166,6,3,310,670
ARGHS9P7FVR3W,2166,6,3,311,350
ARGHS9P7FVR3W,2166,6,3,312,260
ARGHS9P7FVR3W,2166,6,3,313,370
ARGHS9P7FVR3W,2166,6,3,314,320
ARGHS9P7FVR3W,2166,6,3,315,280
ARGHS9P7FVR3W,2166,6,3,316,340
ARGHS9P7FVR3W,2166,6,3,317,420
ARGHS9P7FVR3W,2166,6,3,318,450
ARGHS9P7FVR3W,2166,6,3,319,290
ARGHS9P7FVR3W,2166,6,3,320,410
ARGHS9P7FVR3W,2166,6,3,321,280
ARGHS9P7FVR3W,2166,6,3,322,300
ARGHS9P7FVR3W,2166,6,3,323,290
ARGHS9P7FVR3W,2166,6,3,324,280
ARGHS9P7FVR3W,2166,6,3,325,270
ARGHS9P7FVR3W,2166,6,3,326,290
ARGHS9P7FVR3W,2166,6,3,327,280
ARGHS9P7FVR3W,2166,6,3,328,300
ARGHS9P7FVR3W,2166,6,3,329,260
ARGHS9P7FVR3W,2166,6,3,330,280
ARGHS9P7FVR3W,2166,6,3,331,260
ARGHS9P7FVR3W,2166,6,3,332,300
ARGHS9P7FVR3W,2166,6,3,333,320
ARGHS9P7FVR3W,2166,6,3,334,430
ARGHS9P7FVR3W,2166,6,3,335,300
ARGHS9P7FVR3W,2166,6,3,336,570
ARGHS9P7FVR3W,2166,6,3,337,350
ARGHS9P7FVR3W,2166,6,3,338,270
ARGHS9P7FVR3W,2166,6,3,339,300
ARGHS9P7FVR3W,2166,6,3,340,530
ARGHS9P7FVR3W,2166,6,3,341,400
ARGHS9P7FVR3W,2166,6,3,342,400
ARGHS9P7FVR3W,2166,6,3,343,320
ARGHS9P7FVR3W,2166,6,3,344,330
ARGHS9P7FVR3W,2166,6,3,345,290
ARGHS9P7FVR3W,2166,6,3,346,320
ARGHS9P7FVR3W,2166,6,3,347,330
ARGHS9P7FVR3W,2166,6,3,348,290
ARGHS9P7FVR3W,2166,6,3,349,300
ARGHS9P7FVR3W,2166,6,3,350,260
ARGHS9P7FVR3W,2166,6,3,351,310
ARGHS9P7FVR3W,2166,6,3,352,1160
ARGHS9P7FVR3W,2166,6,3,353,270
ARGHS9P7FVR3W,2166,6,3,354,310
ARGHS9P7FVR3W,2166,6,3,355,290
ARGHS9P7FVR3W,2166,6,3,356,260
ARGHS9P7FVR3W,2166,6,3,357,270
ARGHS9P7FVR3W,2166,6,3,358,290
ARGHS9P7FVR3W,2166,6,3,359,300
ARGHS9P7FVR3W,2166,6,3,360,470
ARGHS9P7FVR3W,2166,6,3,361,520
ARGHS9P7FVR3W,2166,6,3,362,340
ARGHS9P7FVR3W,2166,6,3,363,270
ARGHS9P7FVR3W,2166,6,3,364,300
ARGHS9P7FVR3W,2166,6,3,365,430
ARGHS9P7FVR3W,2166,6,3,366,340
ARGHS9P7FVR3W,2166,6,3,367,290
ARGHS9P7FVR3W,2166,6,3,368,300
ARGHS9P7FVR3W,2166,6,3,369,300
ARGHS9P7FVR3W,2166,6,3,370,300
ARGHS9P7FVR3W,2166,6,3,371,530
ARGHS9P7FVR3W,2166,6,3,372,310
ARGHS9P7FVR3W,2166,6,3,373,330
ARGHS9P7FVR3W,2166,6,3,374,310
ARGHS9P7FVR3W,2166,6,3,375,340
ARGHS9P7FVR3W,2166,6,3,376,300
ARGHS9P7FVR3W,2166,6,3,377,310
ARGHS9P7FVR3W,2166,6,3,378,320
ARGHS9P7FVR3W,2166,6,3,379,320
ARGHS9P7FVR3W,2166,6,3,380,290
ARGHS9P7FVR3W,2166,6,3,381,280
ARGHS9P7FVR3W,2166,6,3,382,390
ARGHS9P7FVR3W,2166,6,3,383,350
ARGHS9P7FVR3W,2166,6,3,384,330
ARGHS9P7FVR3W,2166,6,3,385,400
ARGHS9P7FVR3W,2166,6,3,386,330
ARGHS9P7FVR3W,2166,6,3,387,330
ARGHS9P7FVR3W,2166,6,3,388,550
ARGHS9P7FVR3W,2166,6,3,389,330
ARGHS9P7FVR3W,2166,6,3,390,310
ARGHS9P7FVR3W,2166,6,3,391,290
ARGHS9P7FVR3W,2166,6,3,392,280
ARGHS9P7FVR3W,2166,6,3,393,270
ARGHS9P7FVR3W,2166,6,3,394,310
ARGHS9P7FVR3W,2166,6,3,395,480
ARGHS9P7FVR3W,2166,6,3,396,460
ARGHS9P7FVR3W,2166,6,3,397,570
ARGHS9P7FVR3W,2166,6,3,398,410
ARGHS9P7FVR3W,2166,6,3,399,360
ARGHS9P7FVR3W,2166,6,3,400,300
ARGHS9P7FVR3W,2166,6,3,401,280
ARGHS9P7FVR3W,2166,6,3,402,270
ARGHS9P7FVR3W,2166,6,3,403,280
ARGHS9P7FVR3W,2166,6,3,404,510
ARGHS9P7FVR3W,2166,6,3,405,290
ARGHS9P7FVR3W,2166,6,3,406,440
ARGHS9P7FVR3W,2166,6,3,407,260
ARGHS9P7FVR3W,2166,6,3,408,320
ARGHS9P7FVR3W,2166,6,3,409,290
ARGHS9P7FVR3W,2166,6,3,410,310
ARGHS9P7FVR3W,2166,6,3,411,330
ARGHS9P7FVR3W,2166,6,3,412,430
ARGHS9P7FVR3W,2166,6,3,413,260
ARGHS9P7FVR3W,2166,6,3,414,310
ARGHS9P7FVR3W,2166,6,3,415,300
ARGHS9P7FVR3W,2166,6,3,416,280
ARGHS9P7FVR3W,2166,6,3,417,560
ARGHS9P7FVR3W,2166,6,3,418,490
ARGHS9P7FVR3W,2166,6,3,419,300
ARGHS9P7FVR3W,2166,6,3,420,410
ARGHS9P7FVR3W,2166,6,3,421,420
ARGHS9P7FVR3W,2166,6,3,422,340
ARGHS9P7FVR3W,2166,6,3,423,350
ARGHS9P7FVR3W,2166,6,3,424,320
ARGHS9P7FVR3W,2166,6,3,425,310
ARGHS9P7FVR3W,2166,6,3,426,300
ARGHS9P7FVR3W,2166,6,3,427,320
ARGHS9P7FVR3W,2166,6,3,428,350
ARGHS9P7FVR3W,2166,6,3,429,390
ARGHS9P7FVR3W,2166,6,3,430,320
ARGHS9P7FVR3W,2166,6,3,431,320
ARGHS9P7FVR3W,2166,6,3,432,280
ARGHS9P7FVR3W,2166,6,3,433,410
ARGHS9P7FVR3W,2166,6,3,434,300
ARGHS9P7FVR3W,2166,6,3,435,300
ARGHS9P7FVR3W,2166,6,3,436,300
ARGHS9P7FVR3W,2166,6,3,437,350
ARGHS9P7FVR3W,2166,6,3,438,310
ARGHS9P7FVR3W,2166,6,3,439,320
ARGHS9P7FVR3W,2166,6,3,440,300
ARGHS9P7FVR3W,2166,6,3,441,360
ARGHS9P7FVR3W,2166,6,3,442,440
ARGHS9P7FVR3W,2166,6,3,443,380
ARGHS9P7FVR3W,2166,6,3,444,540
ARGHS9P7FVR3W,2166,6,3,445,720
ARGHS9P7FVR3W,2166,6,3,446,320
ARGHS9P7FVR3W,2166,6,3,447,340
ARGHS9P7FVR3W,2166,6,3,448,310
ARGHS9P7FVR3W,2166,6,3,449,420
ARGHS9P7FVR3W,2166,6,3,450,430
ARGHS9P7FVR3W,2166,6,3,451,830
ARGHS9P7FVR3W,2166,6,3,452,980
ARGHS9P7FVR3W,2166,6,3,453,400
ARGHS9P7FVR3W,2166,6,3,454,1350
ARGHS9P7FVR3W,2166,6,3,455,720
ARGHS9P7FVR3W,2166,6,3,456,360
ARGHS9P7FVR3W,2166,6,3,457,340
ARGHS9P7FVR3W,2166,6,3,458,720
ARGHS9P7FVR3W,2166,6,3,459,920
ARGHS9P7FVR3W,2166,6,3,460,1420
ARGHS9P7FVR3W,2166,6,3,461,730
ARGHS9P7FVR3W,2166,6,3,462,390
ARGHS9P7FVR3W,2166,6,3,463,310
ARGHS9P7FVR3W,2166,6,3,464,320
ARGHS9P7FVR3W,2166,6,3,465,280
ARGHS9P7FVR3W,2166,6,3,466,310
ARGHS9P7FVR3W,2166,6,3,467,280
ARGHS9P7FVR3W,2166,6,3,468,300
ARGHS9P7FVR3W,2166,6,3,469,220
ARGHS9P7FVR3W,2166,6,3,470,250
ARGHS9P7FVR3W,2166,6,3,471,290
ARGHS9P7FVR3W,2166,6,3,472,270
ARGHS9P7FVR3W,2166,6,3,473,220
ARGHS9P7FVR3W,2166,6,3,474,200
ARGHS9P7FVR3W,2166,6,3,475,150
ARGHS9P7FVR3W,2166,6,3,476,280
ARGHS9P7FVR3W,2166,6,3,477,290
ARGHS9P7FVR3W,2166,6,3,478,290
ARGHS9P7FVR3W,2166,6,3,479,310
ARGHS9P7FVR3W,2166,6,3,480,290
ARGHS9P7FVR3W,2166,6,3,481,270
ARGHS9P7FVR3W,2166,6,3,482,280
ARGHS9P7FVR3W,2166,6,3,483,250
ARGHS9P7FVR3W,2166,6,3,484,310
ARGHS9P7FVR3W,2166,6,3,485,270
ARGHS9P7FVR3W,2166,6,3,486,250
ARGHS9P7FVR3W,2166,6,3,487,280
ARGHS9P7FVR3W,2166,6,3,488,290
ARGHS9P7FVR3W,2166,6,3,489,320
ARGHS9P7FVR3W,2166,6,3,490,330
ARGHS9P7FVR3W,2166,6,3,491,480
ARGHS9P7FVR3W,2166,6,3,492,260
ARGHS9P7FVR3W,2166,6,3,493,250
ARGHS9P7FVR3W,2166,6,3,494,260
ARGHS9P7FVR3W,2166,6,3,495,290
ARGHS9P7FVR3W,2166,6,3,496,330
ARGHS9P7FVR3W,2166,6,3,497,340
ARGHS9P7FVR3W,2166,6,3,498,290
ARGHS9P7FVR3W,2166,6,3,499,290
ARGHS9P7FVR3W,2166,6,3,500,280
ARGHS9P7FVR3W,2166,6,3,501,330
ARGHS9P7FVR3W,2166,6,3,502,330
ARGHS9P7FVR3W,2166,6,3,503,300
ARGHS9P7FVR3W,2166,6,3,504,470
ARGHS9P7FVR3W,2166,6,3,505,4110
ARGHS9P7FVR3W,2166,6,3,506,10790
ARGHS9P7FVR3W,2166,6,3,507,440
ARGHS9P7FVR3W,2166,6,3,508,330
ARGHS9P7FVR3W,2166,6,3,509,250
ARGHS9P7FVR3W,2166,6,3,510,240
ARGHS9P7FVR3W,2166,6,3,511,490
ARGHS9P7FVR3W,2166,6,3,512,430
ARGHS9P7FVR3W,2166,6,3,513,440
ARGHS9P7FVR3W,2166,6,3,514,420
ARGHS9P7FVR3W,2166,6,3,515,380
ARGHS9P7FVR3W,2166,6,3,516,340
ARGHS9P7FVR3W,2166,6,3,517,360
ARGHS9P7FVR3W,2166,6,3,518,550
ARGHS9P7FVR3W,2166,6,3,519,350
ARGHS9P7FVR3W,2166,6,3,520,340
ARGHS9P7FVR3W,2166,6,3,521,310
ARGHS9P7FVR3W,2166,6,3,522,350
ARGHS9P7FVR3W,2166,6,3,523,250
ARGHS9P7FVR3W,2166,6,3,524,340
ARGHS9P7FVR3W,2166,6,3,525,440
ARGHS9P7FVR3W,2166,6,3,526,330
ARGHS9P7FVR3W,2166,6,3,527,320
ARGHS9P7FVR3W,2166,6,3,528,540
ARGHS9P7FVR3W,2166,6,3,529,1140
ARGHS9P7FVR3W,2166,6,3,530,340
ARGHS9P7FVR3W,2166,6,3,531,360
ARGHS9P7FVR3W,2166,6,3,532,260
ARGHS9P7FVR3W,2166,6,3,533,440
ARGHS9P7FVR3W,2166,6,3,534,340
ARGHS9P7FVR3W,2166,6,3,535,300
ARGHS9P7FVR3W,2166,6,3,536,440
ARGHS9P7FVR3W,2166,6,3,537,330
ARGHS9P7FVR3W,2166,6,3,538,370
ARGHS9P7FVR3W,2166,6,3,539,370
ARGHS9P7FVR3W,2166,6,3,540,380
ARGHS9P7FVR3W,2166,6,3,541,320
ARGHS9P7FVR3W,2166,6,3,542,270
ARGHS9P7FVR3W,2166,6,3,543,330
ARGHS9P7FVR3W,2166,6,3,544,290
ARGHS9P7FVR3W,2166,6,3,545,320
ARGHS9P7FVR3W,2166,6,3,546,300
ARGHS9P7FVR3W,2166,6,3,547,330
ARGHS9P7FVR3W,2166,6,3,548,300
ARGHS9P7FVR3W,2166,6,3,549,310
ARGHS9P7FVR3W,2166,6,3,550,460
ARGHS9P7FVR3W,2166,6,3,551,330
ARGHS9P7FVR3W,2166,6,3,552,360
ARGHS9P7FVR3W,2166,6,3,553,320
ARGHS9P7FVR3W,2166,6,3,554,290
ARGHS9P7FVR3W,2166,6,3,555,300
ARGHS9P7FVR3W,2166,6,3,556,310
ARGHS9P7FVR3W,2166,6,3,557,320
