participant_id,age,gender,education,handedness,country_of_residence,years_spent_in_countries_of_residence,stimulus,response,rt
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,3981
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,4032
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Neither,5427
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,2360
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Neither,4820
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Correct,3288
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Correct,8980
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,5576
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Correct,3552
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Wrong,4646
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Correct,7369
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,5062
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Correct,5644
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,6541
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,2408
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,4327
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Wrong,6422
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,4670
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Wrong,2574
bbfd142cd94275252503ca4fdb721607,35,Male,Tertiary,L,Sweden,9,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Wrong,2463
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Correct,1081
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,1332
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Correct,1282
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Correct,2704
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Correct,2731
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,2730
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Correct,1401
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Correct,2111
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Correct,3197
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Correct,1311
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,4419
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,1411
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,1595
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,2371
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Correct,2007
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Correct,5668
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Neither,7907
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Correct,3644
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Correct,5788
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Correct,2101
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Correct,1477
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Correct,2137
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Correct,1727
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Correct,3820
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Neither,5465
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Correct,1623
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Correct,1407
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Neither,5067
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Correct,3626
017ff06bc0999cef6b71f74df472e493,37,Female,Tertiary,R,Sweden,7,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Correct,2365
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Correct,4777
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,3254
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Correct,2737
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Correct,2612
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Correct,3377
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,2725
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Correct,3121
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Correct,3557
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Correct,3342
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Correct,2815
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,3116
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,3449
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,4315
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,2644
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Neither,6049
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Wrong,8976
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Correct,8443
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,4021
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Correct,5516
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Correct,3841
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,6265
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,3288
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Wrong,2783
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,5216
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,3571
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,4029
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Wrong,3723
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,3993
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Wrong,3214
1c14528d3e412b3b6ac03e048534ab94,51,Female,Tertiary,R,Sweden,27,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Wrong,4342
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Correct,3860
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,14511
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Wrong,18296
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Wrong,14149
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Correct,7023
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,11899
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Correct,3108
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Wrong,12774
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Wrong,4360
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Correct,11986
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,4928
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,5412
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,9023
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,5297
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Neither,14049
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Correct,8881
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Correct,22349
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,8663
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Wrong,8998
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Wrong,12287
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,11361
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,8418
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Correct,8448
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,20888
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,17601
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,19385
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Wrong,15691
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,13350
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Wrong,22825
1a8428686fdc834514b0eaa9fc91504b,39,Female,Tertiary,R,Sweden,21,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Correct,4690
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Correct,2648
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,2913
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Correct,5399
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Correct,2330
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Correct,1445
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,2327
8bd21f644709ab64fb83be9f22a08d4f,52,Female,Tertiary,R,Sweden,13,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Neither,8042
