id,group,age,sex,part,pair_id,pair,time,rating,left_word,right_word,revPair,rev,norm_rating
1101,young,22,male,test,43,HirschWolf,5.256,9,Hirsch,Wolf,WolfHirsch,NA,0.47368421052631576
1101,young,22,male,test,44,BiberAffe,3.741,5,Biber,Affe,AffeBiber,NA,0.2631578947368421
1101,young,22,male,test,45,BiberMaus,6.35,12,Biber,Maus,MausBiber,NA,0.631578947368421
1101,young,22,male,test,46,SpatzHase,3.888,1,Spatz,Hase,HaseSpatz,NA,0.05263157894736842
1101,young,22,male,test,47,AdlerMeerschweinchen,4.52,0,Adler,Meerschweinchen,MeerschweinchenAdler,NA,0
1101,young,22,male,test,48,DachsKrokodil,4.089,0,Dachs,Krokodil,KrokodilDachs,NA,0
1101,young,22,male,test,49,MeerschweinchenStorch,3.238,0,Meerschweinchen,Storch,StorchMeerschweinchen,NA,0
1101,young,22,male,test,50,HaiZebra,4.84,1,Hai,Zebra,ZebraHai,NA,0.05263157894736842
1101,young,22,male,test,51,HaseHirsch,7.8,8,Hase,Hirsch,HirschHase,NA,0.42105263157894735
1101,young,22,male,test,52,SchafAdler,8.488,1,Schaf,Adler,AdlerSchaf,NA,0.05263157894736842
1101,young,22,male,test,53,HirschPferd,7.425,14,Hirsch,Pferd,PferdHirsch,NA,0.7368421052631579
1101,young,22,male,test,54,ZebraBiene,5.709,2,Zebra,Biene,BieneZebra,NA,0.10526315789473684
1101,young,22,male,test,55,NashornGorilla,10.525,7,Nashorn,Gorilla,GorillaNashorn,NA,0.3684210526315789
1101,young,22,male,test,56,WalDelfin,9.016,16,Wal,Delfin,DelfinWal,NA,0.8421052631578947
1101,young,22,male,test,57,DrosselBraunbär,3.111,0,Drossel,Braunbär,BraunbärDrossel,NA,0
1101,young,22,male,test,58,KrokodilMeerschweinchen,3.122,0,Krokodil,Meerschweinchen,MeerschweinchenKrokodil,NA,0
1101,young,22,male,test,59,EselPferd,5.449,18,Esel,Pferd,PferdEsel,NA,0.9473684210526315
1101,young,22,male,test,60,FuchsEichhörnchen,6.774,3,Fuchs,Eichhörnchen,EichhörnchenFuchs,NA,0.15789473684210525
1101,young,22,male,test,61,BraunbärSpinne,2.731,0,Braunbär,Spinne,SpinneBraunbär,NA,0
1101,young,22,male,test,62,EidechseMücke,3.821,0,Eidechse,Mücke,MückeEidechse,NA,0
1101,young,22,male,test,63,GiraffeWal,5.617,3,Giraffe,Wal,WalGiraffe,NA,0.15789473684210525
1101,young,22,male,test,64,BieneReh,2.88,0,Biene,Reh,RehBiene,NA,0
1101,young,22,male,test,65,BiberMeerschweinchen,6.989,12,Biber,Meerschweinchen,MeerschweinchenBiber,NA,0.631578947368421
1101,young,22,male,test,66,GorillaRatte,4.212,1,Gorilla,Ratte,RatteGorilla,NA,0.05263157894736842
1101,young,22,male,test,67,StorchSchmetterling,6.904,1,Storch,Schmetterling,SchmetterlingStorch,NA,0.05263157894736842
1101,young,22,male,test,68,ZebraNashorn,9.245,8,Zebra,Nashorn,NashornZebra,NA,0.42105263157894735
1101,young,22,male,test,69,HaiWellensittich,3.114,0,Hai,Wellensittich,WellensittichHai,NA,0
1101,young,22,male,test,70,HuhnEsel,6.32,0,Huhn,Esel,EselHuhn,NA,0
1101,young,22,male,test,71,StorchHase,5.294,0,Storch,Hase,HaseStorch,NA,0
1101,young,22,male,test,72,BraunbärFliege,3.21,0,Braunbär,Fliege,FliegeBraunbär,NA,0
1101,young,22,male,test,73,FinkElefant,3.468,0,Fink,Elefant,ElefantFink,NA,0
1101,young,22,male,test,74,AdlerWildschwein,6.09,1,Adler,Wildschwein,WildschweinAdler,NA,0.05263157894736842
1101,young,22,male,test,75,GorillaIgel,4.84,1,Gorilla,Igel,IgelGorilla,NA,0.05263157894736842
1101,young,22,male,test,76,ZebraTaube,7.318,0,Zebra,Taube,TaubeZebra,NA,0
1101,young,22,male,test,77,SpinneWolf,3.005,0,Spinne,Wolf,WolfSpinne,NA,0
1101,young,22,male,test,78,GansKuh,8.278,1,Gans,Kuh,KuhGans,NA,0.05263157894736842
1101,young,22,male,test,79,SpinneEidechse,4.649,0,Spinne,Eidechse,EidechseSpinne,NA,0
1101,young,22,male,test,80,WalKamel,5.432,1,Wal,Kamel,KamelWal,NA,0.05263157894736842
1101,young,22,male,test,81,SchafHuhn,4.765,1,Schaf,Huhn,HuhnSchaf,NA,0.05263157894736842
1101,young,22,male,test,82,EidechseKrokodil,7.002,14,Eidechse,Krokodil,KrokodilEidechse,NA,0.7368421052631579
1101,young,22,male,test,83,SchlangeReh,2.859,0,Schlange,Reh,RehSchlange,NA,0
1101,young,22,male,test,84,EichhörnchenBraunbär,3.739,2,Eichhörnchen,Braunbär,BraunbärEichhörnchen,NA,0.10526315789473684
1101,young,22,male,test,85,SchafNashorn,6.677,5,Schaf,Nashorn,NashornSchaf,NA,0.2631578947368421
1101,young,22,male,test,86,FuchsNashorn,5.393,1,Fuchs,Nashorn,NashornFuchs,NA,0.05263157894736842
1101,young,22,male,test,87,EichhörnchenHuhn,3.629,2,Eichhörnchen,Huhn,HuhnEichhörnchen,NA,0.10526315789473684
1101,young,22,male,test,88,RatteMaulwurf,5.424,14,Ratte,Maulwurf,MaulwurfRatte,NA,0.7368421052631579
1101,young,22,male,test,89,MeerschweinchenEidechse,4.914,0,Meerschweinchen,Eidechse,EidechseMeerschweinchen,NA,0
1101,young,22,male,test,90,KaninchenIgel,6.765,2,Kaninchen,Igel,IgelKaninchen,NA,0.10526315789473684
1101,young,22,male,test,91,KaninchenEidechse,3.714,0,Kaninchen,Eidechse,EidechseKaninchen,NA,0
1101,young,22,male,test,92,WellensittichSpatz,10.719,16,Wellensittich,Spatz,SpatzWellensittich,NA,0.8421052631578947
1101,young,22,male,test,93,WildschweinHase,7.453,6,Wildschwein,Hase,HaseWildschwein,NA,0.3157894736842105
1101,young,22,male,test,94,FinkZebra,2.874,0,Fink,Zebra,ZebraFink,NA,0
1101,young,22,male,test,95,BraunbärEsel,5.141,4,Braunbär,Esel,EselBraunbär,NA,0.21052631578947367
1101,young,22,male,test,96,ZiegeHirsch,5.583,14,Ziege,Hirsch,HirschZiege,NA,0.7368421052631579
1101,young,22,male,test,97,ZiegeNashorn,3.864,2,Ziege,Nashorn,NashornZiege,NA,0.10526315789473684
1101,young,22,male,test,98,WolfKaninchen,9.745,1,Wolf,Kaninchen,KaninchenWolf,NA,0.05263157894736842
1101,young,22,male,test,99,AmeiseElefant,4.531,0,Ameise,Elefant,ElefantAmeise,NA,0
1101,young,22,male,test,100,ElefantKrokodil,4.889,0,Elefant,Krokodil,KrokodilElefant,NA,0
1101,young,22,male,test,101,WalAmeise,4.127,0,Wal,Ameise,AmeiseWal,NA,0
1101,young,22,male,test,102,MaulwurfSchwein,4.646,2,Maulwurf,Schwein,SchweinMaulwurf,NA,0.10526315789473684
1101,young,22,male,test,103,StorchGiraffe,4.073,0,Storch,Giraffe,GiraffeStorch,NA,0
1101,young,22,male,test,104,AffeEidechse,3.196,0,Affe,Eidechse,EidechseAffe,NA,0
1101,young,22,male,test,105,EnteAmsel,8.63,13,Ente,Amsel,AmselEnte,NA,0.6842105263157895
1101,young,22,male,test,106,KaninchenDachs,6.165,9,Kaninchen,Dachs,DachsKaninchen,NA,0.47368421052631576
1101,young,22,male,test,107,AmselIgel,5.734,2,Amsel,Igel,IgelAmsel,NA,0.10526315789473684
1101,young,22,male,test,108,GansNashorn,4.228,1,Gans,Nashorn,NashornGans,NA,0.05263157894736842
1101,young,22,male,test,109,IgelEichhörnchen,3.572,7,Igel,Eichhörnchen,EichhörnchenIgel,NA,0.3684210526315789
1101,young,22,male,test,110,GiraffeLachs,2.673,0,Giraffe,Lachs,LachsGiraffe,NA,0
1101,young,22,male,test,111,HirschSpinne,2.652,0,Hirsch,Spinne,SpinneHirsch,NA,0
1101,young,22,male,test,112,WildschweinEidechse,2.73,0,Wildschwein,Eidechse,EidechseWildschwein,NA,0
1101,young,22,male,test,113,AdlerWellensittich,9.283,13,Adler,Wellensittich,WellensittichAdler,NA,0.6842105263157895
1101,young,22,male,test,114,DelfinLuchs,7.214,3,Delfin,Luchs,LuchsDelfin,NA,0.15789473684210525
1101,young,22,male,test,115,HuhnWolf,12.991,1,Huhn,Wolf,WolfHuhn,NA,0.05263157894736842
1101,young,22,male,test,116,HirschTaube,9.575,1,Hirsch,Taube,TaubeHirsch,NA,0.05263157894736842
1101,young,22,male,test,117,MückePferd,2.775,0,Mücke,Pferd,PferdMücke,NA,0
1101,young,22,male,test,118,HundBiene,2.537,0,Hund,Biene,BieneHund,NA,0
1101,young,22,male,test,119,SpatzMaus,3.679,1,Spatz,Maus,MausSpatz,NA,0.05263157894736842
1101,young,22,male,test,120,SchlangeElefant,2.736,0,Schlange,Elefant,ElefantSchlange,NA,0
1101,young,22,male,test,121,FuchsGorilla,2.856,3,Fuchs,Gorilla,GorillaFuchs,NA,0.15789473684210525
1101,young,22,male,test,122,EisbärWal,4.348,1,Eisbär,Wal,WalEisbär,NA,0.05263157894736842
1101,young,22,male,test,123,TaubeWal,2.538,0,Taube,Wal,WalTaube,NA,0
1101,young,22,male,test,124,FliegeSpinne,5.476,12,Fliege,Spinne,SpinneFliege,NA,0.631578947368421
1101,young,22,male,test,125,HaseMeerschweinchen,7.224,14,Hase,Meerschweinchen,MeerschweinchenHase,NA,0.7368421052631579
1101,young,22,male,test,126,HaiKatze,3.326,2,Hai,Katze,KatzeHai,NA,0.10526315789473684
1101,young,22,male,test,127,DelfinZebra,5.314,2,Delfin,Zebra,ZebraDelfin,NA,0.10526315789473684
1101,young,22,male,test,128,KuhWolf,4.935,3,Kuh,Wolf,WolfKuh,NA,0.15789473684210525
1101,young,22,male,test,129,BraunbärEidechse,2.36,0,Braunbär,Eidechse,EidechseBraunbär,NA,0
1101,young,22,male,test,130,DelfinSpatz,2.62,0,Delfin,Spatz,SpatzDelfin,NA,0
1101,young,22,male,test,131,FinkTaube,13.548,15,Fink,Taube,TaubeFink,NA,0.7894736842105263
1101,young,22,male,test,132,AffeTaube,3.536,1,Affe,Taube,TaubeAffe,NA,0.05263157894736842
1101,young,22,male,test,133,EnteMeerschweinchen,3.104,2,Ente,Meerschweinchen,MeerschweinchenEnte,NA,0.10526315789473684
1101,young,22,male,test,134,SchlangeAffe,4.677,0,Schlange,Affe,AffeSchlange,NA,0
1101,young,22,male,test,135,MaulwurfKrokodil,3.131,0,Maulwurf,Krokodil,KrokodilMaulwurf,NA,0
1101,young,22,male,test,136,KänguruAmsel,4.186,0,Känguru,Amsel,AmselKänguru,NA,0
1101,young,22,male,test,137,SpatzStorch,6.895,14,Spatz,Storch,StorchSpatz,NA,0.7368421052631579
1101,young,22,male,test,138,ElefantBraunbär,7.404,2,Elefant,Braunbär,BraunbärElefant,NA,0.10526315789473684
1101,young,22,male,test,139,EichhörnchenHai,3.231,0,Eichhörnchen,Hai,HaiEichhörnchen,NA,0
1101,young,22,male,test,140,AffeBiene,3.234,0,Affe,Biene,BieneAffe,NA,0
1101,young,22,male,test,141,GorillaHase,3.492,2,Gorilla,Hase,HaseGorilla,NA,0.10526315789473684
1101,young,22,male,test,142,MeerschweinchenWolf,3.354,3,Meerschweinchen,Wolf,WolfMeerschweinchen,NA,0.15789473684210525
1101,young,22,male,test,143,DrosselPapagei,4.909,15,Drossel,Papagei,PapageiDrossel,NA,0.7894736842105263
1101,young,22,male,test,144,FinkHai,2.513,0,Fink,Hai,HaiFink,NA,0
1101,young,22,male,test,145,EidechseFink,5.363,0,Eidechse,Fink,FinkEidechse,NA,0
1101,young,22,male,test,146,SchweinAdler,2.954,2,Schwein,Adler,AdlerSchwein,NA,0.10526315789473684
1101,young,22,male,test,147,HaiReh,6.521,0,Hai,Reh,RehHai,NA,0
1101,young,22,male,test,148,WolfEidechse,3.239,0,Wolf,Eidechse,EidechseWolf,NA,0
1101,young,22,male,test,149,NashornKatze,5.244,2,Nashorn,Katze,KatzeNashorn,NA,0.10526315789473684
1101,young,22,male,test,150,HaiLachs,6.431,12,Hai,Lachs,LachsHai,NA,0.631578947368421
1101,young,22,male,test,151,WalSpatz,5.818,0,Wal,Spatz,SpatzWal,NA,0
1101,young,22,male,test,152,SpatzFink,9.133,17,Spatz,Fink,FinkSpatz,NA,0.8947368421052632
1101,young,22,male,test,153,LöweDachs,6.34,3,Löwe,Dachs,DachsLöwe,NA,0.15789473684210525
1101,young,22,male,test,154,EidechseFliege,5.426,5,Eidechse,Fliege,FliegeEidechse,NA,0.2631578947368421
1101,young,22,male,test,155,KuhAmsel,3.895,0,Kuh,Amsel,AmselKuh,NA,0
1101,young,22,male,test,156,DrosselAmeise,3.997,2,Drossel,Ameise,AmeiseDrossel,NA,0.10526315789473684
1101,young,22,male,test,157,RehKänguru,5.573,11,Reh,Känguru,KänguruReh,NA,0.5789473684210527
1101,young,22,male,test,158,PapageiSchlange,3.203,0,Papagei,Schlange,SchlangePapagei,NA,0
1101,young,22,male,test,159,KrokodilTaube,7.604,0,Krokodil,Taube,TaubeKrokodil,NA,0
1101,young,22,male,test,160,SchmetterlingMücke,7.836,14,Schmetterling,Mücke,MückeSchmetterling,NA,0.7368421052631579
1101,young,22,male,test,161,LachsSchaf,6.038,2,Lachs,Schaf,SchafLachs,NA,0.10526315789473684
1101,young,22,male,test,162,KuhLuchs,3.78,3,Kuh,Luchs,LuchsKuh,NA,0.15789473684210525
1101,young,22,male,test,163,ZebraAdler,4.127,2,Zebra,Adler,AdlerZebra,NA,0.10526315789473684
1101,young,22,male,test,164,FinkDachs,3.334,3,Fink,Dachs,DachsFink,NA,0.15789473684210525
1101,young,22,male,test,165,KaninchenDrossel,4.284,9,Kaninchen,Drossel,DrosselKaninchen,NA,0.47368421052631576
1101,young,22,male,test,166,SpatzLöwe,3.243,0,Spatz,Löwe,LöweSpatz,NA,0
1101,young,22,male,test,167,SchafStorch,3.103,2,Schaf,Storch,StorchSchaf,NA,0.10526315789473684
1101,young,22,male,test,168,TaubePinguin,3.885,15,Taube,Pinguin,PinguinTaube,NA,0.7894736842105263
1101,young,22,male,test,169,MausEichhörnchen,13.055,17,Maus,Eichhörnchen,EichhörnchenMaus,NA,0.8947368421052632
1101,young,22,male,test,170,EnteGiraffe,4.506,2,Ente,Giraffe,GiraffeEnte,NA,0.10526315789473684
1101,young,22,male,test,171,EnteBiene,2.903,0,Ente,Biene,BieneEnte,NA,0
1101,young,22,male,test,172,KaninchenWildschwein,9.932,8,Kaninchen,Wildschwein,WildschweinKaninchen,NA,0.42105263157894735
1101,young,22,male,test,173,SchweinPferd,3.745,15,Schwein,Pferd,PferdSchwein,NA,0.7894736842105263
1101,young,22,male,test,174,EichhörnchenSpatz,3.515,2,Eichhörnchen,Spatz,SpatzEichhörnchen,NA,0.10526315789473684
1101,young,22,male,test,175,WellensittichPapagei,4.655,15,Wellensittich,Papagei,PapageiWellensittich,NA,0.7894736842105263
1101,young,22,male,test,176,BiberFink,3.143,2,Biber,Fink,FinkBiber,NA,0.10526315789473684
1101,young,22,male,test,177,IgelSpatz,3.982,3,Igel,Spatz,SpatzIgel,NA,0.15789473684210525
1101,young,22,male,test,178,SchweinFink,10.096,2,Schwein,Fink,FinkSchwein,NA,0.10526315789473684
1101,young,22,male,test,179,MückeStorch,3.601,2,Mücke,Storch,StorchMücke,NA,0.10526315789473684
1101,young,22,male,test,180,KuhAdler,4.255,1,Kuh,Adler,AdlerKuh,NA,0.05263157894736842
1101,young,22,male,test,181,EselMücke,2.682,0,Esel,Mücke,MückeEsel,NA,0
1101,young,22,male,test,182,SchmetterlingFliege,4.658,15,Schmetterling,Fliege,FliegeSchmetterling,NA,0.7894736842105263
1101,young,22,male,test,183,KatzeHase,3.736,6,Katze,Hase,HaseKatze,NA,0.3157894736842105
1101,young,22,male,test,184,IgelDachs,5.509,7,Igel,Dachs,DachsIgel,NA,0.3684210526315789
1101,young,22,male,test,185,KuhDachs,4.794,5,Kuh,Dachs,DachsKuh,NA,0.2631578947368421
1101,young,22,male,test,186,IgelEnte,4.322,7,Igel,Ente,EnteIgel,NA,0.3684210526315789
1101,young,22,male,test,187,KänguruFink,4.469,2,Känguru,Fink,FinkKänguru,NA,0.10526315789473684
1101,young,22,male,test,188,GorillaHirsch,5.355,6,Gorilla,Hirsch,HirschGorilla,NA,0.3157894736842105
1101,young,22,male,test,189,DrosselMaulwurf,6.211,1,Drossel,Maulwurf,MaulwurfDrossel,NA,0.05263157894736842
1101,young,22,male,test,190,BieneKrokodil,5.716,0,Biene,Krokodil,KrokodilBiene,NA,0
1101,young,22,male,test,191,AdlerNashorn,5.815,0,Adler,Nashorn,NashornAdler,NA,0
1101,young,22,male,test,192,ElchKänguru,6.842,9,Elch,Känguru,KänguruElch,NA,0.47368421052631576
1101,young,22,male,test,193,MückeHai,3.165,0,Mücke,Hai,HaiMücke,NA,0
1101,young,22,male,test,194,EnteLöwe,10.166,0,Ente,Löwe,LöweEnte,NA,0
1101,young,22,male,test,195,AdlerTaube,2.85,13,Adler,Taube,TaubeAdler,NA,0.6842105263157895
1101,young,22,male,test,196,SchafZiege,7.406,17,Schaf,Ziege,ZiegeSchaf,NA,0.8947368421052632
1101,young,22,male,test,197,SchafSpinne,3.122,0,Schaf,Spinne,SpinneSchaf,NA,0
1101,young,22,male,test,198,DachsRatte,8.12,7,Dachs,Ratte,RatteDachs,NA,0.3684210526315789
1101,young,22,male,test,199,PapageiMaulwurf,4.879,1,Papagei,Maulwurf,MaulwurfPapagei,NA,0.05263157894736842
1101,young,22,male,test,200,RehEsel,4.051,12,Reh,Esel,EselReh,NA,0.631578947368421
1101,young,22,male,test,201,BraunbärHuhn,12.811,1,Braunbär,Huhn,HuhnBraunbär,NA,0.05263157894736842
1101,young,22,male,test,202,LuchsFink,3.517,0,Luchs,Fink,FinkLuchs,NA,0
1101,young,22,male,test,203,ZiegeMaulwurf,3.532,3,Ziege,Maulwurf,MaulwurfZiege,NA,0.15789473684210525
1101,young,22,male,test,204,HuhnIgel,3.537,4,Huhn,Igel,IgelHuhn,NA,0.21052631578947367
1101,young,22,male,test,205,PferdIgel,3.934,3,Pferd,Igel,IgelPferd,NA,0.15789473684210525
1101,young,22,male,test,206,EisbärHuhn,2.761,0,Eisbär,Huhn,HuhnEisbär,NA,0
1101,young,22,male,test,207,NashornDachs,2.87,1,Nashorn,Dachs,DachsNashorn,NA,0.05263157894736842
1101,young,22,male,test,208,HaseIgel,2.752,5,Hase,Igel,IgelHase,NA,0.2631578947368421
1101,young,22,male,test,209,ElchPapagei,2.79,0,Elch,Papagei,PapageiElch,NA,0
1101,young,22,male,test,210,KamelFuchs,2.704,2,Kamel,Fuchs,FuchsKamel,NA,0.10526315789473684
1101,young,22,male,test,211,MausFink,3.226,3,Maus,Fink,FinkMaus,NA,0.15789473684210525
1101,young,22,male,test,212,WolfRatte,3.209,3,Wolf,Ratte,RatteWolf,NA,0.15789473684210525
1101,young,22,male,test,213,WildschweinIgel,2.554,2,Wildschwein,Igel,IgelWildschwein,NA,0.10526315789473684
1101,young,22,male,test,214,FinkKaninchen,3.757,1,Fink,Kaninchen,KaninchenFink,NA,0.05263157894736842
1101,young,22,male,test,215,WalStorch,2.509,0,Wal,Storch,StorchWal,NA,0
1101,young,22,male,test,216,HirschWal,2.453,0,Hirsch,Wal,WalHirsch,NA,0
1101,young,22,male,test,217,StorchPferd,2.803,0,Storch,Pferd,PferdStorch,NA,0
1101,young,22,male,test,218,NashornAmeise,2.35,0,Nashorn,Ameise,AmeiseNashorn,NA,0
1101,young,22,male,test,219,AmselZebra,5.978,0,Amsel,Zebra,ZebraAmsel,NA,0
1101,young,22,male,test,220,KuhFuchs,4.686,0,Kuh,Fuchs,FuchsKuh,NA,0
1101,young,22,male,test,221,KuhMaus,3.237,1,Kuh,Maus,MausKuh,NA,0.05263157894736842
1101,young,22,male,test,222,KamelMücke,2.213,0,Kamel,Mücke,MückeKamel,NA,0
1101,young,22,male,test,223,HaiAmsel,2.308,0,Hai,Amsel,AmselHai,NA,0
1101,young,22,male,test,224,EisbärAmsel,4.636,0,Eisbär,Amsel,AmselEisbär,NA,0
1101,young,22,male,test,225,RehZebra,5.645,14,Reh,Zebra,ZebraReh,NA,0.7368421052631579
1101,young,22,male,test,226,EisbärKaninchen,3.811,1,Eisbär,Kaninchen,KaninchenEisbär,NA,0.05263157894736842
1101,young,22,male,test,227,KrokodilEnte,5.323,2,Krokodil,Ente,EnteKrokodil,NA,0.10526315789473684
1101,young,22,male,test,228,FuchsPinguin,4.561,0,Fuchs,Pinguin,PinguinFuchs,NA,0
1101,young,22,male,test,229,EselLöwe,6.012,5,Esel,Löwe,LöweEsel,NA,0.2631578947368421
1101,young,22,male,test,230,AmselEichhörnchen,3.772,6,Amsel,Eichhörnchen,EichhörnchenAmsel,NA,0.3157894736842105
1101,young,22,male,test,231,TaubeGiraffe,3.23,0,Taube,Giraffe,GiraffeTaube,NA,0
1101,young,22,male,test,232,BiberElefant,3.847,4,Biber,Elefant,ElefantBiber,NA,0.21052631578947367
1101,young,22,male,test,233,RatteStorch,4.909,0,Ratte,Storch,StorchRatte,NA,0
1101,young,22,male,test,234,HaseDrossel,6.334,7,Hase,Drossel,DrosselHase,NA,0.3684210526315789
1101,young,22,male,test,235,FinkZiege,4.479,0,Fink,Ziege,ZiegeFink,NA,0
1101,young,22,male,test,236,ElchMücke,2.563,0,Elch,Mücke,MückeElch,NA,0
1101,young,22,male,test,237,AmeiseStorch,7.035,0,Ameise,Storch,StorchAmeise,NA,0
1101,young,22,male,test,238,TaubeFuchs,6.129,1,Taube,Fuchs,FuchsTaube,NA,0.05263157894736842
1101,young,22,male,test,239,TigerEsel,8.469,3,Tiger,Esel,EselTiger,NA,0.15789473684210525
1101,young,22,male,test,240,EidechseAmsel,3.947,2,Eidechse,Amsel,AmselEidechse,NA,0.10526315789473684
1101,young,22,male,test,241,PinguinPferd,4.795,4,Pinguin,Pferd,PferdPinguin,NA,0.21052631578947367
1101,young,22,male,test,242,WellensittichKrokodil,3.731,0,Wellensittich,Krokodil,KrokodilWellensittich,NA,0
1101,young,22,male,test,243,WalTiger,4.832,0,Wal,Tiger,TigerWal,NA,0
1101,young,22,male,test,244,SpinneBiene,6.515,12,Spinne,Biene,BieneSpinne,NA,0.631578947368421
1101,young,22,male,test,245,LachsKamel,4.885,0,Lachs,Kamel,KamelLachs,NA,0
1101,young,22,male,test,246,DachsHuhn,5.152,3,Dachs,Huhn,HuhnDachs,NA,0.15789473684210525
1101,young,22,male,test,247,RatteTaube,3.176,2,Ratte,Taube,TaubeRatte,NA,0.10526315789473684
1101,young,22,male,test,248,WolfZiege,5.11,4,Wolf,Ziege,ZiegeWolf,NA,0.21052631578947367
1101,young,22,male,test,249,NashornEidechse,4.885,2,Nashorn,Eidechse,EidechseNashorn,NA,0.10526315789473684
1101,young,22,male,test,250,HaiMeerschweinchen,3.214,0,Hai,Meerschweinchen,MeerschweinchenHai,NA,0
1101,young,22,male,test,251,KamelGorilla,4.956,4,Kamel,Gorilla,GorillaKamel,NA,0.21052631578947367
