"ID","word","response","instruction_type","count","cosine","rank","existence","centroid"
"60f154e3b41e8202276ccc73","hunger","starving",0,1,0.534220255513302,5,"existing",3
"60f154e3b41e8202276ccc73","abuse","hurt",0,1,0.266464202329631,459,"existing",1
"60f154e3b41e8202276ccc73","economics","financials",0,1,0.260731247730773,706,"existing",12
"60f154e3b41e8202276ccc73","shame","horrified",0,1,0.295226656705664,513,"existing",2
"60f154e3b41e8202276ccc73","electronics","technology",0,1,0.470119373728419,21,"existing",4
"60f154e3b41e8202276ccc73","democracy","fairness",0,1,0.419539259147981,74,"existing",1
"60f154e3b41e8202276ccc73","passion","longing",0,1,0.431475098450521,41,"existing",1
"60f154e3b41e8202276ccc73","hurricane","storm",0,1,0.756217330036459,1,"existing",2
"60f154e3b41e8202276ccc73","decision","choice",0,1,0.537847032451818,3,"existing",8
"60f154e3b41e8202276ccc73","hunting","get",0,1,0.11380462761142,7361,"existing",3
"60f154e3b41e8202276ccc73","conservative","moderate",0,1,0.478013803398291,22,"existing",1
"60f154e3b41e8202276ccc73","charm","swarve",0,2,0.0654826990989289,11460,"completely novel",21
"5992edfc3ae1c8000110610b","mining","digging",0,1,0.323870018712656,119,"existing",85
"5992edfc3ae1c8000110610b","trench","ditch",0,1,0.46457344542618,2,"existing",3
"5992edfc3ae1c8000110610b","payment","spend",0,1,0.137521718158849,3803,"existing",1
"5992edfc3ae1c8000110610b","welfare","health",0,1,0.552360466599336,3,"existing",4
"5992edfc3ae1c8000110610b","romance","charming",0,1,0.335063048308483,150,"existing",9
"5992edfc3ae1c8000110610b","expertise","experienced",0,1,0.34717296654074,142,"existing",3
"5992edfc3ae1c8000110610b","philosopher","theorist",0,1,0.596993076903435,7,"existing",1
"5992edfc3ae1c8000110610b","chaos","disorder",0,1,0.442921554027787,39,"existing",1
"5992edfc3ae1c8000110610b","drain","pipe",0,1,0.387859692407075,28,"existing",1
"5992edfc3ae1c8000110610b","treasure","gold",0,1,0.419700319072188,14,"existing",6
"5992edfc3ae1c8000110610b","recipe","cooking",0,1,0.455913219463044,7,"existing",9
"5992edfc3ae1c8000110610b","force","vigour",0,1,0.335693702514221,103,"existing",1
"5992edfc3ae1c8000110610b","error","mistake",0,1,0.515215251404464,2,"existing",9
"5992edfc3ae1c8000110610b","darkness","nighttime",0,1,0.408678332812742,48,"existing",2
"5992edfc3ae1c8000110610b","database","table",0,1,0.324711212078201,126,"existing",2
"5992edfc3ae1c8000110610b","assurance","confirmation",0,1,0.313011020872284,267,"existing",1
"5992edfc3ae1c8000110610b","suicide","selfdeath",1,2,0.229071758056933,653,"novel compounds",9
"5992edfc3ae1c8000110610b","assessment","examtest",1,2,0.0751219854365165,10443,"novel compounds",16
"5992edfc3ae1c8000110610b","merit","earnedpraise",1,2,0.0461055668415724,13937,"novel compounds",9
"5992edfc3ae1c8000110610b","county","localarea",1,2,0.151342306976819,4128,"novel compounds",71
"5992edfc3ae1c8000110610b","sea","bigwater",1,2,0.0844330778588572,11372,"novel compounds",1
"5992edfc3ae1c8000110610b","pause","briefstop",1,2,0.0476847403276173,12113,"novel compounds",14
"5992edfc3ae1c8000110610b","sense","sightsmell",1,2,0.152076514380363,4978,"novel compounds",2
"5992edfc3ae1c8000110610b","laughter","chuckleloudly",1,2,0.160713822280132,2885,"novel compounds",3
"5992edfc3ae1c8000110610b","crisis","bigproblem",1,2,0.21411031569351,1462,"novel compounds",2
"5992edfc3ae1c8000110610b","victory","matchwon",1,2,0.108389769299176,6582,"novel compounds",2
"5992edfc3ae1c8000110610b","effect","knockon",1,2,0.0957453519682834,9294,"novel compounds",3
"5992edfc3ae1c8000110610b","scent","perfumesmell",1,2,0.177018182870729,1695,"novel compounds",2
"5992edfc3ae1c8000110610b","notion","selfbelief",1,2,0.210926051954431,2862,"novel compounds",4
"5992edfc3ae1c8000110610b","defense","protectcountry",1,2,0.0778523503709789,10602,"novel compounds",127
"5992edfc3ae1c8000110610b","orientation","politicalalignment",1,2,0.0855849683685962,9788,"novel compounds",1
"5992edfc3ae1c8000110610b","definition","explainmeaning",1,2,0.0863090851190476,8593,"novel compounds",15
"5992edfc3ae1c8000110610b","innocence","guiltyno",1,2,0.103679307754699,7815,"novel compounds",5
"5992edfc3ae1c8000110610b","spectrum","autismon",1,2,0.0707083464403142,10731,"completely novel",4
"5992edfc3ae1c8000110610b","lecture","studeech",1,2,-0.00127051920508706,18761,"completely novel",16
"5992edfc3ae1c8000110610b","charity","goodonation",1,2,0.095627491403287,7587,"novel compounds",4
"5992edfc3ae1c8000110610b","input","put-in",1,2,0.0903558484261843,8279,"novel compounds",18
"5992edfc3ae1c8000110610b","fortune","moneyfall",1,2,0.0975710656637963,8723,"novel compounds",5
"5992edfc3ae1c8000110610b","cartoon","kidtv",1,2,0.00195781273192623,18617,"novel compounds",2
"5992edfc3ae1c8000110610b","trick","untreat",1,2,0.0332098204660266,14881,"completely novel",6
"5992edfc3ae1c8000110610b","intention","aimthing",1,2,0.110753048366135,7951,"novel compounds",1
"5992edfc3ae1c8000110610b","battalion","fightsquad",1,2,0.158665574326437,2941,"novel compounds",13
"5992edfc3ae1c8000110610b","region","fyfe",0,1,0.0209989096763397,15207,"existing",4
"5992edfc3ae1c8000110610b","assistant","helpy",2,1,0.169716198486065,2384,"completely novel",2
"5992edfc3ae1c8000110610b","cake","fluffytaste",1,2,0.12542602210933,4890,"novel compounds",1
"5992edfc3ae1c8000110610b","honesty","truthy",2,1,0.260448543897675,622,"completely novel",3
"5992edfc3ae1c8000110610b","pension","ageoney",1,2,0.1165772754183,5569,"completely novel",6
"5f6674b8ff4a11134f4ff972","fear","spookees",1,2,0.0928589989911144,10071,"completely novel",3
"5f6674b8ff4a11134f4ff972","village","littletown",1,2,0.0639366101523475,10843,"novel compounds",1
"5f6674b8ff4a11134f4ff972","criminal","lawfoe",1,2,0.07878008254426,11114,"novel compounds",4
"5f6674b8ff4a11134f4ff972","reference","mentionback",1,2,0.130151283524957,5593,"novel compounds",1
"5f6674b8ff4a11134f4ff972","curse","antiblessed",1,2,0.0706692154169652,12107,"novel compounds",1
"5f6674b8ff4a11134f4ff972","draft","prepairapaper",1,2,0.0885289794491511,7548,"novel compounds",5
"5f6674b8ff4a11134f4ff972","warning","bewary",1,2,0.118478774964884,5743,"novel compounds",1
"5f6674b8ff4a11134f4ff972","illusion","mirageable",1,2,0.20190496056431,1847,"completely novel",12
"5f6674b8ff4a11134f4ff972","decline","antiaccept",1,2,0.112980059822345,6089,"novel compounds",69
"5f6674b8ff4a11134f4ff972","liability","notasset",1,2,0.0130220050322062,15783,"novel compounds",57
"5f6674b8ff4a11134f4ff972","assumption","preguess",1,2,0.144602367475081,4810,"novel compounds",2
"5f6674b8ff4a11134f4ff972","obstacle","pathblocker",1,2,0.0801810290325275,10648,"novel compounds",1
"5f6674b8ff4a11134f4ff972","regime","establishment",0,1,0.365448752632726,44,"existing",3
"5f6674b8ff4a11134f4ff972","reach","extent",0,1,0.240129814352449,813,"existing",5
"5f6674b8ff4a11134f4ff972","rumor","gossip",0,1,0.559556933716827,4,"existing",1
"5f6674b8ff4a11134f4ff972","survival","abidance",0,2,0.168169993577756,2729,"completely novel",12
"5f6674b8ff4a11134f4ff972","sunshine","sunbeams",0,1,0.581418895382714,4,"existing",1
"5f6674b8ff4a11134f4ff972","fuel","kindling",0,1,0.340309583324547,133,"existing",1
"5f6674b8ff4a11134f4ff972","union","fusion",0,1,0.19808745074903,1621,"existing",12
"5f6674b8ff4a11134f4ff972","accountant","figurer",0,1,0.227726966483298,911,"completely novel",1
"5f6674b8ff4a11134f4ff972","reunion","homecoming",0,1,0.529475333453603,1,"existing",1
"5f6674b8ff4a11134f4ff972","dark","unlit",0,1,0.523408701058972,14,"existing",1
"5f6674b8ff4a11134f4ff972","evolution","advancement",0,1,0.437525112370146,23,"existing",11
"5f6674b8ff4a11134f4ff972","deposition","testimony",0,1,0.403917987859766,3,"existing",48
"5f6674b8ff4a11134f4ff972","pride","ego",0,1,0.325084182812065,153,"existing",2
"5f6674b8ff4a11134f4ff972","glow","gleam",0,1,0.555287078521852,4,"existing",1
"5f6674b8ff4a11134f4ff972","cloth","fabric",0,1,0.562826677747044,2,"existing",1
"5f6674b8ff4a11134f4ff972","correspondence","letter",0,1,0.494882405414163,4,"existing",2
"5f6674b8ff4a11134f4ff972","precedent","pre-established",2,1,0.309367007657137,227,"completely novel",120
"5f6674b8ff4a11134f4ff972","violence","aggressive-mode",1,2,0.0920796917972119,9553,"novel compounds",29
"5f6674b8ff4a11134f4ff972","heaven","greater-vault",1,2,0.125967215822529,5585,"novel compounds",1
"5f6674b8ff4a11134f4ff972","flight","air-traversal",1,2,0.110287201251943,5871,"novel compounds",7
"5f6674b8ff4a11134f4ff972","platinum","above-gold",1,2,0.117846788065481,5583,"novel compounds",5
"5f6674b8ff4a11134f4ff972","mineral","single-ore",1,2,0.156707436752135,3140,"novel compounds",1
"5f6674b8ff4a11134f4ff972","script","screenplay",0,1,0.668425486224719,1,"existing",1
"5f6674b8ff4a11134f4ff972","loan","floater",1,2,0.153871464796147,2111,"completely novel",7
"5f6674b8ff4a11134f4ff972","community","association",0,1,0.356339483549617,147,"existing",1
"5f6674b8ff4a11134f4ff972","understanding","grasp",0,1,0.578618437437573,5,"existing",1
"5f6674b8ff4a11134f4ff972","experiment","test-trial",1,2,0.10883831589444,7341,"novel compounds",3
"5f6674b8ff4a11134f4ff972","globe","layout",0,1,0.0557141081506549,13193,"existing",3
"5f6674b8ff4a11134f4ff972","association","group-gang",1,2,0.189552364560974,2115,"novel compounds",62
"5f6674b8ff4a11134f4ff972","competition","will-test",1,2,0.14997176895831,3622,"novel compounds",3
"5f6674b8ff4a11134f4ff972","middle","betwixt",0,1,0.243397121831189,781,"existing",1
"5f6674b8ff4a11134f4ff972","ability","apt-skill",1,2,0.189238318538488,3076,"novel compounds",1
"5d2466b24813f6000188f4b4","arrangement","plan",0,1,0.29748664670196,230,"existing",1
"5d2466b24813f6000188f4b4","winter","cold",0,1,0.592599172661555,8,"existing",1
"5d2466b24813f6000188f4b4","process","method",0,1,0.429984342600908,15,"existing",1
"5d2466b24813f6000188f4b4","conversation","chat",0,1,0.605115352823222,2,"existing",1
"5d2466b24813f6000188f4b4","opposition","enemy",0,1,0.334012421651137,306,"existing",27
"5d2466b24813f6000188f4b4","dragon","draco",0,1,0.476960976976043,28,"existing",1
"5d2466b24813f6000188f4b4","nature","outdoors",0,1,0.338853372467604,174,"existing",1
"5d2466b24813f6000188f4b4","skull","head",0,1,0.477334229991089,10,"existing",1
"5d2466b24813f6000188f4b4","mistake","error",0,1,0.515215251404464,5,"existing",2
"5d2466b24813f6000188f4b4","communication","connection",0,1,0.434081305464112,19,"existing",275
"5d2466b24813f6000188f4b4","scenario","situation",0,1,0.62524063724695,2,"existing",2
"5d2466b24813f6000188f4b4","syndrome","condition",0,1,0.259474300618281,191,"existing",13
"5d2466b24813f6000188f4b4","log","branch",0,1,0.193136070025255,858,"existing",192
"5d2466b24813f6000188f4b4","travel","journey",0,1,0.474781544853186,14,"existing",3
"5d2466b24813f6000188f4b4","purpose","meaning",0,1,0.397666324429198,45,"existing",1
"5d2466b24813f6000188f4b4","gaming","playing",0,1,0.362475668600287,56,"existing",3
"5d2466b24813f6000188f4b4","performance","stageshow",1,2,0.327101955357062,157,"novel compounds",6
"5d2466b24813f6000188f4b4","purity","antisexual",1,2,0.213867096500777,1285,"novel compounds",7
"5d2466b24813f6000188f4b4","cruise","boatholiday",1,2,0.153561895555868,2404,"novel compounds",5
"5d2466b24813f6000188f4b4","jungle","wild-trees",1,2,0.0948633321111817,9612,"novel compounds",6
"5d2466b24813f6000188f4b4","danger","antisafe",1,2,0.101093714665431,9306,"novel compounds",1
"5d2466b24813f6000188f4b4","price","cost-money",1,2,0.162691199235248,1929,"novel compounds",4
"5d2466b24813f6000188f4b4","detail","small-embellishment",1,2,0.134347717265893,4314,"novel compounds",3
"5d2466b24813f6000188f4b4","injury","ouch-hurt",1,2,0.0306999636886992,15354,"novel compounds",10
"5d2466b24813f6000188f4b4","practice","rehearse-again",1,2,0.136361554523627,5975,"novel compounds",3
"5d2466b24813f6000188f4b4","enthusiasm","yay-keen",1,2,0.0048196271587223,17242,"novel compounds",1
"5d2466b24813f6000188f4b4","warrior","history-fighter",1,2,0.163390657060191,3854,"novel compounds",1
"5d2466b24813f6000188f4b4","code","computerlanguage",1,2,0.132771183402605,3332,"novel compounds",4
"5d2466b24813f6000188f4b4","burst","bang-pop",1,2,0.141080756460679,4468,"novel compounds",4
"5d2466b24813f6000188f4b4","gravity","earth-pull",1,2,0.0795994751630919,10421,"novel compounds",5
"5d2466b24813f6000188f4b4","military","army-navy",1,2,0.433475938194548,58,"novel compounds",5
"5d2466b24813f6000188f4b4","analyst","serious-investigator",1,2,0.191616579463368,1182,"novel compounds",23
"5d2466b24813f6000188f4b4","graduation","gotadegree",1,2,0.101107325897244,4900,"novel compounds",2
"5d2466b24813f6000188f4b4","south","northyopposite",1,2,0.259207176796819,917,"novel compounds",5
"5d2466b24813f6000188f4b4","clause","santa-who-who-who",2,1,0.0190495075467346,15637,"completely novel",1
"5d2466b24813f6000188f4b4","length","looooooooooooong",1,2,0.245048305418891,435,"completely novel",1
"5d2466b24813f6000188f4b4","trade","swappityswaps",1,2,0.0571526940218362,14214,"completely novel",2
"5ccf8ce3fa3a1c0017e990f7","interview","mincerpew",1,2,0.0228837718740017,14904,"completely novel",3
"5ccf8ce3fa3a1c0017e990f7","commitment","kermantmant",1,2,0.0545917604527635,10887,"completely novel",4
"5ccf8ce3fa3a1c0017e990f7","explosion","kablamey",1,2,0.0471653767159456,13731,"completely novel",2
"5ccf8ce3fa3a1c0017e990f7","dream","sleepyzone",1,2,0.0948241842584635,8394,"novel compounds",110
"5ccf8ce3fa3a1c0017e990f7","disaster","ohgod",1,2,0.0821650084982658,9729,"novel compounds",3
"5ccf8ce3fa3a1c0017e990f7","conception","creatingpeople",1,2,0.025971752633231,15531,"novel compounds",72
"5ccf8ce3fa3a1c0017e990f7","sadness","happyopposite",1,2,0.135567261355467,4293,"novel compounds",2
"5ccf8ce3fa3a1c0017e990f7","access","allowedin",1,2,0.10299679851204,7205,"novel compounds",4
"5ccf8ce3fa3a1c0017e990f7","voyage","bonx",2,1,0.0838199297820445,8772,"completely novel",5
"5ccf8ce3fa3a1c0017e990f7","festival","celebrationconcert",1,2,0.114695792418583,5760,"novel compounds",1
"5ccf8ce3fa3a1c0017e990f7","earth","theworld",0,2,0.290720960085881,247,"existing",1
"5ccf8ce3fa3a1c0017e990f7","warrant","policeneeda",0,2,0.0928018928642674,6470,"completely novel",1
"5ccf8ce3fa3a1c0017e990f7","laboratory","dexters",0,1,0.407037768857448,58,"existing",2
"5ccf8ce3fa3a1c0017e990f7","regard","kind",0,1,0.328100707324902,529,"existing",51
"5ccf8ce3fa3a1c0017e990f7","music","earsongs",0,2,0.119094090726237,7589,"novel compounds",13
"5ccf8ce3fa3a1c0017e990f7","fraud","mydad",0,2,-0.0078915152505497,18890,"novel compounds",8
"5ccf8ce3fa3a1c0017e990f7","cry","tears",0,1,0.547884737289553,7,"existing",1
"5ccf8ce3fa3a1c0017e990f7","compassion","gentlelove",1,2,0.108574917015041,6467,"novel compounds",1
"5ccf8ce3fa3a1c0017e990f7","depot","removeplant",1,2,0.110779145649952,7394,"novel compounds",2
"5ccf8ce3fa3a1c0017e990f7","stroke","brushmoving",1,2,0.0574034660240004,13093,"novel compounds",1071
"5ccf8ce3fa3a1c0017e990f7","prisoner","jailedperson",1,2,0.0978335808540118,9103,"novel compounds",1
"5ccf8ce3fa3a1c0017e990f7","poem","writingwords",1,2,0.187641942567981,1564,"novel compounds",1
"5ccf8ce3fa3a1c0017e990f7","evaluation","personjudged",1,2,0.0630684097435621,11008,"novel compounds",5
"5ccf8ce3fa3a1c0017e990f7","oxygen","breathingair",1,2,0.0975652411898646,7470,"novel compounds",3
"5ccf8ce3fa3a1c0017e990f7","battle","warfight",1,2,0.123469897891217,6012,"novel compounds",3
"5ccf8ce3fa3a1c0017e990f7","layout","restdown",1,2,0.135638000941764,4303,"novel compounds",2
"5ccf8ce3fa3a1c0017e990f7","example","sample",0,1,0.295571882144048,384,"existing",13
"5ccf8ce3fa3a1c0017e990f7","horror","scarymovie",1,2,0.152974004441004,3528,"novel compounds",15
"5ccf8ce3fa3a1c0017e990f7","rain","skywater",1,2,0.154464757811733,2692,"novel compounds",1
"5b1a4b693522660001b4112f","celebration","party",0,1,0.396339539940205,76,"existing",4
"5b1a4b693522660001b4112f","billion","hundred-million",0,2,0.611302460109081,3,"existing",4
"5b1a4b693522660001b4112f","steam","vapour",0,1,0.479068028452486,4,"existing",1
"5b1a4b693522660001b4112f","loss","missing",0,1,0.280779509760202,384,"existing",58
"5b1a4b693522660001b4112f","weekend","break",0,1,0.395732904453586,66,"existing",2
"5b1a4b693522660001b4112f","penny","coin",0,1,0.458341992020201,8,"existing",2
"5b1a4b693522660001b4112f","discretion","judgement",0,1,0.33617540485505,31,"existing",3341
"5b1a4b693522660001b4112f","determination","dedicated",0,1,0.188656870583039,2347,"existing",3
"5b1a4b693522660001b4112f","shot","drink",0,1,0.191593426685614,1912,"existing",6
"5b1a4b693522660001b4112f","series","sequence",0,1,0.371600207404104,67,"existing",4
"5b1a4b693522660001b4112f","message","txt",0,1,0.35955554155556,62,"existing",1
"5b1a4b693522660001b4112f","war","conflict",0,1,0.570597965055266,2,"existing",5
"5b1a4b693522660001b4112f","department","area",0,1,0.250848421118268,630,"existing",9
"5b1a4b693522660001b4112f","win","beat",0,1,0.41855274418362,45,"existing",1
"5b1a4b693522660001b4112f","advertising","promoting",0,1,0.398463958089612,42,"existing",1
"5b1a4b693522660001b4112f","riot","fight",0,1,0.302431359353453,221,"existing",6
"5b1a4b693522660001b4112f","repair","quick-fix",1,2,0.224054329917842,679,"novel compounds",3
"5b1a4b693522660001b4112f","homeland","mother-country",1,2,0.416184774398745,12,"novel compounds",9
"5b1a4b693522660001b4112f","republican","right-winger",1,2,0.454270662765878,55,"novel compounds",5
"5b1a4b693522660001b4112f","conspiracy","dubious-story",1,2,0.0766291620173104,10276,"novel compounds",4
"5b1a4b693522660001b4112f","plantation","crop-growth",1,2,0.105611297977361,6919,"novel compounds",11
"5b1a4b693522660001b4112f","atmosphere","sky-space",1,2,0.128949714708671,5178,"novel compounds",4
"5b1a4b693522660001b4112f","item","general-thing",1,2,0.115420490194244,5433,"novel compounds",32
"5b1a4b693522660001b4112f","color","light-perception",1,2,0.228849094287858,697,"novel compounds",1
"5b1a4b693522660001b4112f","toilet","feases-collector",1,2,0.10485346988899,7577,"completely novel",1
"5b1a4b693522660001b4112f","photograph","static-image",1,2,0.09762280754061,7575,"novel compounds",2
"5b1a4b693522660001b4112f","diabetes","insulin-illness",1,2,0.269911337062939,254,"novel compounds",2
"5b1a4b693522660001b4112f","curiosity","inquisitiveness-tendency",1,2,0.187517576790911,1945,"novel compounds",1
"5b1a4b693522660001b4112f","click","mouse-action",1,2,0.0925961496327716,4662,"novel compounds",3
"5b1a4b693522660001b4112f","supply","demand-meeter",1,2,0.109462954291417,7804,"novel compounds",226
"5b1a4b693522660001b4112f","score","result-number",1,2,0.154000919298164,1986,"novel compounds",13
"5b1a4b693522660001b4112f","norm","standbehave",1,2,0.0236636776326031,16373,"novel compounds",15
"5b1a4b693522660001b4112f","cruelty","crully",1,2,0.112364130896783,6582,"completely novel",70
"5b1a4b693522660001b4112f","dance","musimove",1,2,0.0567333156775997,14828,"completely novel",1
"5b1a4b693522660001b4112f","tissue","snottycapturer",1,2,0.0442887537049059,14473,"novel compounds",5
"5b1a4b693522660001b4112f","attorney","lawyery",2,1,0.375738081536461,96,"completely novel",1
"5b1a4b693522660001b4112f","air","breathy",2,1,0.269490660189188,380,"completely novel",1
"5b1a4b693522660001b4112f","beast","baddier",1,2,0.156441756073442,4216,"novel compounds",2
"5b1a4b693522660001b4112f","compliment","niceywords",1,2,0.0169100490232714,16569,"novel compounds",7
"5b1a4b693522660001b4112f","revenge","gettyback",1,2,0.021152838937345,16936,"novel compounds",3
"5b1a4b693522660001b4112f","ruler","measurey",2,1,0.108360177205803,6626,"completely novel",1
"5b1a4b693522660001b4112f","fix","mendyit",1,2,0.158113873045558,2793,"novel compounds",4
"5b1a4b693522660001b4112f","spell","wizardmagic",1,2,0.0925860316030137,8540,"novel compounds",2
"5b1a4b693522660001b4112f","sentiment","feelly",1,2,0.18555701517585,1659,"completely novel",34
"5b1a4b693522660001b4112f","impulse","spurymomentary",1,2,0.199243948186591,1632,"novel compounds",5
"5b1a4b693522660001b4112f","tobacco","smokeyplanty",1,2,0.0490522059390396,14384,"novel compounds",1
"5f7f50b84de3e60cc5140897","hunger","foodless",1,2,0.406748095605472,25,"completely novel",3
"5f7f50b84de3e60cc5140897","guilt","blameness",2,1,0.163085622575673,3337,"completely novel",5
"5f7f50b84de3e60cc5140897","storm","galeful",1,2,0.1984881358789,1276,"novel compounds",1
"5f7f50b84de3e60cc5140897","sword","thrustknife",1,2,0.19031768529102,2074,"novel compounds",1
"5f7f50b84de3e60cc5140897","assignment","workment",2,1,0.0496917798904217,13100,"completely novel",2
"5f7f50b84de3e60cc5140897","policeman","lawman",1,2,0.535310115439872,12,"novel compounds",2
"5f7f50b84de3e60cc5140897","colony","miniland",1,2,0.149411554402872,3813,"novel compounds",19
"5f7f50b84de3e60cc5140897","pregnancy","foetusing",1,2,0.2144499627317,749,"completely novel",10
"5f7f50b84de3e60cc5140897","hunting","prepreying",2,1,0.120628632712783,6593,"completely novel",3
"5f7f50b84de3e60cc5140897","label","tagment",1,2,0.198283439096318,687,"completely novel",7
"5f7f50b84de3e60cc5140897","abuse","hurtment",1,2,0.10846307251925,7070,"completely novel",1
"5f7f50b84de3e60cc5140897","inventor","createe",2,1,0.102731023523808,6287,"completely novel",1
"5f7f50b84de3e60cc5140897","genius","brainman",1,2,0.235487022546183,1116,"novel compounds",4
"5f7f50b84de3e60cc5140897","politics","governacy",1,2,0.0915587687995854,9767,"completely novel",8
"5f7f50b84de3e60cc5140897","passion","intenseful",1,2,0.066001411046123,11691,"completely novel",1
"5f7f50b84de3e60cc5140897","hurricane","storm",0,1,0.756217330036459,1,"existing",2
"5f7f50b84de3e60cc5140897","conservative","reserved",0,1,0.185900133753564,1926,"existing",1
"5f7f50b84de3e60cc5140897","democracy","equality",0,1,0.506863347863494,21,"existing",1
"5f7f50b84de3e60cc5140897","decision","agreement",0,1,0.359458401299565,84,"existing",8
"5f7f50b84de3e60cc5140897","storm","typhoon",0,1,0.604926863983335,4,"existing",1
"5f7f50b84de3e60cc5140897","promotion","advancement",0,1,0.459854806909049,9,"existing",2
"5f7f50b84de3e60cc5140897","opponent","rival",0,1,0.454096464217354,18,"existing",2
"5f7f50b84de3e60cc5140897","limb","extremity",0,1,0.589280117848894,1,"existing",9
"5f7f50b84de3e60cc5140897","pie","pastry",0,1,0.517019734007778,7,"existing",1
"5f7f50b84de3e60cc5140897","counsel","advice",0,1,0.482332528772371,14,"existing",1
"5f7f50b84de3e60cc5140897","assassination","elimination",0,1,0.156154834398642,2663,"existing",11
"5f7f50b84de3e60cc5140897","destiny","fate",0,1,0.706203394500661,1,"existing",1
"5f7f50b84de3e60cc5140897","victim","prey",0,1,0.440335225585446,22,"existing",1
"5f7f50b84de3e60cc5140897","desire","want",0,1,0.517478552479058,14,"existing",8
"5f7f50b84de3e60cc5140897","electronics","technology",0,1,0.470119373728419,21,"existing",4
"5f7f50b84de3e60cc5140897","mix","jumbleblend",1,2,0.182483967617506,2532,"novel compounds",1
"5f7f50b84de3e60cc5140897","operation","bodycut",1,2,-0.111592789072509,19959,"novel compounds",7
"5f7f50b84de3e60cc5140897","sympathy","indirectsad",1,2,0.0912958282613906,9677,"novel compounds",1
"5f7f50b84de3e60cc5140897","size","big-measure",1,2,0.180946499498802,1577,"novel compounds",4
"5f7f50b84de3e60cc5140897","maintenance","preserve-work",1,2,0.0632249856964236,11788,"novel compounds",1
"5f7f50b84de3e60cc5140897","transcript","speak-written",1,2,0.0939436888739701,5283,"novel compounds",145
"5f7f50b84de3e60cc5140897","method","step-guide",1,2,0.213116662267917,1253,"novel compounds",1
"5f7f50b84de3e60cc5140897","acid","red-chemical",1,2,0.232203982939653,862,"novel compounds",1
"5f7f50b84de3e60cc5140897","accent","voicedrawl",1,2,0.216519491740235,902,"completely novel",2
"5f7f50b84de3e60cc5140897","basis","beginplace",1,2,0.0866285817948419,9336,"novel compounds",84
