status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First language,First Language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
APPROVED,1061.186,41,216,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
APPROVED,758.428,30,209,4,98,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,837.386,33,79,2,97,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1059.232,46,160,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Left-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1062.788,30,125,6,96,United Kingdom,United States,Full-Time,I only know English,,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1167.757,40,410,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
APPROVED,2548.744,27,87,2,99,United Kingdom,United Kingdom,Part-Time,I only know English,English,DATA EXPIRED,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
APPROVED,684.299,24,228,1,100,United States,United States,Unemployed (and job seeking),I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United States,Female,No,I was raised with my native language only
APPROVED,2024.25,22,11,1,99,United Kingdom,United Kingdom,Part-Time,I know one other language in addition to English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1244.339,25,23,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,882.515,30,256,3,99,Canada,Canada,Unemployed (and job seeking),I only know English,,English,Right-handed,High school diploma/A-levels,Canada,Male,No,I was raised with my native language only
APPROVED,5050.789,38,173,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
APPROVED,2139.236,22,41,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,DATA EXPIRED,Ambidextrous,High school diploma/A-levels,United Kingdom,Male,Yes,I was raised with my native language only
APPROVED,871.641,41,556,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,2054.494,31,154,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1303.163,26,28,1,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,884.244,34,87,1,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,956.982,32,61,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1038.799,30,25,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Doctorate degree (PhD/other),United Kingdom,Female,No,I was raised with my native language only
RETURNED,317673.73441,20,41,0,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
APPROVED,1010.705,40,7,0,100,Canada,Canada,Full-Time,I know 2 or more languages in addition to English,English,,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Male,No,I was raised with my native language only
APPROVED,1301.07,21,20,0,100,United Kingdom,United Kingdom,Other,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,996.612,23,160,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1190.391,50,147,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
REJECTED,447.231,34,31,1,99,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1471.96,34,114,0,100,Canada,Canada,DATA EXPIRED,I only know English,,English,Right-handed,Technical/community college,Canada,Male,No,I was raised with my native language only
APPROVED,1150.119,42,9,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,2139.696,38,127,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1439.632,23,132,1,100,India,United Kingdom,Other,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,1621.715,20,53,0,100,United Kingdom,United Kingdom,Other,I know one other language in addition to English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,929.656,46,80,1,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
RETURNED,316888.348268,32,219,3,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
APPROVED,1400.967,42,188,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1248.232,30,33,1,100,Canada,Canada,Full-Time,I only know English,English,DATA EXPIRED,Left-handed,Undergraduate degree (BA/BSc/other),Canada,Male,No,I was raised with my native language only
APPROVED,1251.148,20,439,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,2878.15,32,395,0,100,Canada,Canada,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
APPROVED,895.24,28,241,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1884.272,36,235,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,968.538,32,634,5,99,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,2062.065,36,93,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Left-handed,Technical/community college,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,1248.399,34,89,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,1229.722,32,194,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
APPROVED,1534.603,49,131,1,100,Canada,Canada,Full-Time,I only know English,,English,Right-handed,Technical/community college,Canada,Female,No,I was raised with my native language only
APPROVED,1255.472,37,164,0,100,Canada,Canada,Full-Time,I only know English,English,English,Right-handed,Technical/community college,Canada,Male,No,I was raised with my native language only
APPROVED,1295.765,27,172,0,100,Canada,Canada,Full-Time,I only know English,,English,Right-handed,Technical/community college,Canada,Female,No,I was raised with my native language only
APPROVED,2080.516,25,27,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,DATA EXPIRED,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1316.322,44,98,0,100,United States,United States,Unemployed (and job seeking),I only know English,English,DATA EXPIRED,Left-handed,Technical/community college,United States,Male,No,I was raised with my native language only
APPROVED,1013.803,27,60,0,100,Canada,United States,Full-Time,I only know English,,English,Left-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
APPROVED,874.474,31,17,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,DATA EXPIRED,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
