status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,First language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
APPROVED,1764.582,36,56,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,1141.534,40,841,5,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,2333.756,24,51,0,100,United Kingdom,United Kingdom,Due to start a new job within the next month,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
APPROVED,1457.062,31,2,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1085.877,34,96,0,100,New Zealand,New Zealand,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),New Zealand,Female,No,I was raised with my native language only
APPROVED,1981.129,24,95,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1529.633,45,28,0,100,Canada,Canada,Full-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),Canada,Female,No,I was raised with my native language only
APPROVED,947.058,20,61,1,100,United Kingdom,United Kingdom,Part-Time,I know 2 or more languages in addition to English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,Yes,I was raised with my native language only
APPROVED,600.891,31,89,1,99,United Kingdom,United Kingdom,Other,I only know English,English,,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,2217.454,21,41,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
TIMED-OUT,78406.519257,20,105,1,100,United States,United States,Part-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United States,Male,Yes,I was raised with my native language only
APPROVED,1657.544,25,49,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1612.015,37,263,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1656.789,28,61,0,100,United Kingdom,United Kingdom,Other,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,2052.832,47,9,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1287.828,24,41,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1035.929,49,318,3,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1346.819,37,50,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1349.635,40,19,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,1005.059,19,60,0,100,Canada,Canada,Unemployed (and job seeking),I know one other language in addition to English,English,,Right-handed,High school diploma/A-levels,Canada,Female,Yes,I was raised with my native language only
TIMED-OUT,78275.945982,41,83,0,100,United States,United States,Unemployed (and job seeking),I only know English,English,,Right-handed,Technical/community college,United States,Female,No,I was raised with my native language only
APPROVED,833.247,37,113,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Left-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,4069.817,30,316,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
APPROVED,948.573,33,526,3,100,United States,United States,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United States,Male,No,I was raised with my native language only
APPROVED,3623.003,31,66,2,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1300.129,25,38,1,99,Canada,Canada,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Male,No,I was raised with my native language only
APPROVED,1640.517,26,127,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1292.336,38,301,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1933.256,20,32,1,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,1519.542,25,86,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,1548.496,30,55,1,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Left-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1562.521,45,169,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1174.222,30,49,0,100,United Kingdom,United Kingdom,Other,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
APPROVED,1418.681,31,165,2,99,Canada,Canada,Full-Time,I only know English,English,,Right-handed,No formal qualifications,Canada,Female,No,I was raised with my native language only
APPROVED,1374.856,40,306,3,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,No formal qualifications,United Kingdom,Female,No,I was raised with my native language only
APPROVED,1918.244,33,146,2,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,Yes,I was raised with my native language only
APPROVED,970.067,41,228,1,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1077.219,47,299,5,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,No,I was raised with my native language only
APPROVED,968.515,50,305,1,100,United Kingdom,United Kingdom,Other,I only know English,English,,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,623.621,23,320,10,96,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1116.53,25,23,0,100,Canada,Canada,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,Yes,I was raised with my native language only
APPROVED,1213.814,22,121,2,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1313.15,32,73,0,100,Canada,Canada,Other,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
APPROVED,1291.959,29,15,1,97,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,1056.953,25,107,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Technical/community college,United Kingdom,Male,Yes,I was raised with my native language only
APPROVED,977.118,27,52,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1077.932,30,52,0,100,New Zealand,New Zealand,Unemployed (and job seeking),I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),New Zealand,Female,No,I was raised with my native language only
APPROVED,1042.941,26,12,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1482.364,38,20,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
APPROVED,1968.588,25,158,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Left-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
APPROVED,985.314,33,209,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
