status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,First language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
AWAITING REVIEW,1713.385,19,5,0,100,United Kingdom,United Kingdom,Other,I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1339.061,49,168,2,99,United Kingdom,United Kingdom,Part-Time,I know 2 or more languages in addition to English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,2038.192,25,215,0,100,Canada,Canada,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,978.456,20,123,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,Ireland,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1268.442,20,6,0,100,United States,United States,Part-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United States,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1167.14,45,194,1,100,United States,United States,Full-Time,I only know English,English,,Left-handed,Doctorate degree (PhD/other),United States,Male,No,I was raised with my native language only
AWAITING REVIEW,1073.162,26,55,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,2948.799,23,122,1,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
RETURNED,54665.82268,34,134,0,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,1982.382,25,36,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1191.301,30,148,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,883.937,22,216,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,713.997,28,17,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1168.354,42,314,1,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I know 2 or more languages in addition to English,English,,Left-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1562.131,45,174,0,100,Canada,Canada,Part-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,1398.874,34,224,3,99,United Kingdom,Australia,Full-Time,I know one other language in addition to English,English,,Left-handed,Undergraduate degree (BA/BSc/other),Australia,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1308.865,50,70,0,100,Australia,Australia,Full-Time,I only know English,DATA EXPIRED,English,Left-handed,Undergraduate degree (BA/BSc/other),Australia,Male,No,I was raised with my native language only
AWAITING REVIEW,2092.467,45,20,1,99,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,DATA EXPIRED,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,963.068,20,19,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1534.182,46,161,4,94,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1613.905,26,115,1,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
TIMED-OUT,54579.928235,18,3,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1385.015,39,91,1,100,Netherlands,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
RETURNED,53061.535219,30,164,3,98,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,703.04,26,126,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,704.916,31,22,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Ambidextrous,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1200.557,18,151,2,99,United Kingdom,United Kingdom,Unemployed (and job seeking),I know one other language in addition to English,English,English,Left-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1178.861,27,148,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
