status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,First language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
AWAITING REVIEW,1714.237,31,26,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Ambidextrous,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,806.422,35,333,10,95,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1505.313,43,41,0,100,Zimbabwe,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,976.244,31,121,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,764.754,27,82,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1122.411,23,57,1,100,Canada,Canada,Full-Time,I know 2 or more languages in addition to English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1097.323,27,124,2,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1606.149,33,154,0,100,United Kingdom,United Kingdom,Other,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,2007.434,32,6,0,100,United States,,Full-Time,I only know English,,English,Left-handed,High school diploma/A-levels,United States,Male,No,I was raised with my native language only
AWAITING REVIEW,2027.32,35,29,1,100,United Kingdom,United Kingdom,Other,I only know English,DATA EXPIRED,English,Left-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1709.722,33,78,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,4585.599,26,1,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,725.466,28,36,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,976.719,26,413,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,2184.551,33,56,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
RETURNED,28744.619439,41,339,0,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,1493.299,35,13,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,894.436,29,134,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2062.726,29,34,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,2890.413,29,315,5,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1036.291,20,44,0,100,United Kingdom,Ireland,Due to start a new job within the next month,I only know English,English,English,Right-handed,Technical/community college,Ireland,Female,Yes,I was raised with my native language only
AWAITING REVIEW,3964.876,40,377,0,100,United States,United States,Full-Time,I only know English,English,,Ambidextrous,Technical/community college,United States,Female,Yes,I was raised with my native language only
AWAITING REVIEW,995.867,40,170,1,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,2277.705,24,16,0,100,Belgium,United Kingdom,Unemployed (and job seeking),I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,995.772,28,53,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1297.013,24,251,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1764.884,36,4,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Left-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1676.105,43,354,1,100,Ireland,Ireland,Part-Time,I only know English,English,English,Right-handed,Technical/community college,Ireland,Female,No,I was raised with my native language only
AWAITING REVIEW,1837.736,30,206,1,100,United States,United States,Part-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United States,Male,No,I was raised with my native language only
AWAITING REVIEW,1199.172,26,44,0,100,Canada,,Full-Time,I only know English,,English,Right-handed,Technical/community college,Canada,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1013.471,31,449,7,98,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1051.713,36,421,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1100.095,22,55,1,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1013.589,22,66,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2278.349,23,143,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1425.89,44,296,2,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1679.774,27,235,3,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
REJECTED,887.433,43,56,3,97,United Kingdom,United Kingdom,Full-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1041.748,42,234,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1721.749,30,48,1,99,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,DATA EXPIRED,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,875.857,28,16,1,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1379.755,40,118,3,98,United States,United States,Full-Time,I only know English,DATA EXPIRED,English,Left-handed,Graduate degree (MA/MSc/MPhil/other),United States,Male,No,I was raised with my native language only
AWAITING REVIEW,1202.766,48,105,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1656.569,24,173,4,98,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
