Ps.number,Cue.number,Response.number,cues,Response,RT,Response_singular.x,Response_spelling,Minkowski.3.distance.n_cue,Mink3.overlap.n_cue,Response_finalAmE,Response_finalBrE,n_1,n_1_sing,Mink3.dist.n_1,Mink3.overlap.n_1,n_2,n_2_sing,Mink3.dist.n_2,Mink3.overlap.n_2,n_3,n_3_sing,Mink3.dist.n_3,Mink3.overlap.n_3,n_4,n_4_sing,Mink3.dist.n_4,Mink3.overlap.n_4,n_5,n_5_sing,Mink3.dist.n_5,Mink3.overlap.n_5,PPMI.n_cue,n_1_BrE,PPMI.n_1,n_2_BrE,PPMI.n_2,n_3_BrE,PPMI.n_3,n_4_BrE,PPMI.n_4,n_5_BrE,PPMI.n_5,PPMI.max,PPMI.max.which,Mink3.max,Mink3.max.which,PPMI.max.which2,Mink3.max.which2,logRT,PPMI.source,Mink3.source,Mink.max_nocue,PPMI.max_nocue,ZipfUK
27,5,7,CUDDLE,DOLL,1134.1,DOLL,NA,4.525120791,6.594879209,DOLL,DOLL,TEDDY BEAR,TEDDYBEAR,1.547545426,9.572454574,TOY,TOY,2.315376563,8.804623437,PET,PET,3.200653017,7.919346983,BABY,BABY,4.274187065,6.845812935,AFFECTION,AFFECTION,4.325768417,6.794231583,0,TEDDY BEAR,NA,TOY,4.707922395,PET,0,BABY,5.477356648,AFFECTION,0,5.477356648,5,9.572454574,2,n-4,n-1,3.05465135,1,1,1,4,4.07
34,5,7,CUDDLE,LOVE,327.1,LOVE,NA,3.729752585,7.390247415,LOVE,LOVE,GRIEF,GRIEF,3.672968617,7.447031383,TOUCH,TOUCH,4.308438145,6.811561855,SUFFOCATING,SUFFOCATING,3.378732157,7.741267843,HOT,HOT,2.670494701,8.449505299,WARM,WARM,2.714878382,8.405121618,1.542106078,GRIEF,0.114712523,TOUCH,0,SUFFOCATING,0,HOT,0.343426528,WARM,0.197094169,1.542106078,1,8.449505299,5,n-cue,n-4,2.514680544,0,1,4,4,5.88
35,5,7,CUDDLE,SOFT,835.9,SOFT,NA,3.497550652,7.622449348,SOFT,SOFT,WARM,WARM,2.727694299,8.392305701,COMFORT,COMFORT,3.419892984,7.700107016,HOPE,HOPE,4.845679974,6.274320026,LOVE,LOVE,4.416150922,6.703849078,EMBRACE,EMBRACE,2.220266484,8.899733516,2.287787389,WARM,2.986312127,COMFORT,0,HOPE,0,LOVE,0.427356655,EMBRACE,2.806837868,2.986312127,2,8.899733516,6,n-1,n-5,2.922154325,1,1,5,1,4.68
38,5,7,CUDDLE,LOVE,10807,LOVE,NA,3.729752585,7.390247415,LOVE,LOVE,WARMTH,WARMTH,2.770432651,8.349567349,INTIMATE,INTIMATE,1.724291207,9.395708793,EMBRACE,EMBRACE,4.294801666,6.825198334,LOVING,LOVING,1.509755548,9.610244452,CARE,CARE,3.193483847,7.926516153,1.542106078,WARMTH,2.237894886,INTIMATE,0.025608079,EMBRACE,1.788138063,LOVING,2.060712386,CARE,0.790066778,2.237894886,2,9.610244452,5,n-1,n-4,4.033705151,1,1,4,1,5.88
7,6,7,DIAGRAM,ANALYSIS,506.1,ANALYSI,NA,3.433789083,7.686210917,ANALYSIS,ANALYSIS,DATA,DATA,2.811155734,8.308844266,ILLUSTRATE,ILLUSTRATE,3.487180509,7.632819491,SIMPLIFY,SIMPLIFY,1.795497999,9.324502001,SIMPLE,SIMPLE,2.004232177,9.115767823,MULTIPLE,MULTIPLE,2.013405246,9.106594754,3.875686385,DATA,5.593732496,ILLUSTRATE,0,SIMPLIFY,0,SIMPLE,1.724282631,MULTIPLE,0,5.593732496,2,9.324502001,4,n-1,n-3,2.704236337,1,1,3,1,4.15
8,6,7,DIAGRAM,IMAGE,4856,IMAGE,NA,1.698456922,9.421543078,IMAGE,IMAGE,REVISION,REVISION,2.267680853,8.852319147,WORK,WORK,3.911787533,7.208212467,SCHOOL,SCHOOL,2.87183776,8.24816224,LESSONS,LESSON,3.570535395,7.549464605,DRAWING,DRAWING,2.716343884,8.403656116,2.259750709,REVISION,0,WORK,0,SCHOOL,0,LESSONS,0,DRAWING,1.98124687,2.259750709,1,9.421543078,1,n-cue,n-cue,3.686278678,0,0,1,5,4.64
12,6,7,DIAGRAM,LEARN,4623,LEARN,NA,4.133415316,6.986584684,LEARN,LEARN,STUDY,STUDY,2.512518893,8.607481107,NUMBERS,NUMBER,2.932941677,8.187058323,FIGURES,FIGURE,3.459648196,7.660351804,WORDS,WORD,2.557131113,8.562868887,DEMONSTRATIVE,DEMONSTRATIVE,2.86526867,8.25473133,1.027016344,STUDY,1.756349265,NUMBERS,0,FIGURES,0,WORDS,2.169146545,DEMONSTRATIVE,0,2.169146545,5,8.607481107,2,n-4,n-1,3.664923893,1,1,1,4,5.01
13,6,7,DIAGRAM,EXPLAIN,932,EXPLAIN,NA,4.712514031,6.407485969,EXPLAIN,EXPLAIN,ILLUSTRATE,ILLUSTRATE,4.616048735,6.503951265,DIAPHRAGM,DIAPHRAGM,5.008305593,6.111694407,TRIANGLE,TRIANGLE,4.638950107,6.481049893,MATHS,MATH,3.83075373,7.28924627,DIAGONAL,DIAGONAL,4.602458751,6.517541249,3.630498933,ILLUSTRATE,0,DIAPHRAGM,0,TRIANGLE,1.844031377,MATHS,1.580361002,DIAGONAL,0,3.630498933,1,7.28924627,5,n-cue,n-4,2.969415912,0,1,4,3,4.83
15,6,7,DIAGRAM,CAPTIONS,8438.9,CAPTION,NA,2.052956092,9.067043908,CAPTIONS,CAPTIONS,SCHOOL,SCHOOL,2.994019758,8.125980242,TEXTBOOK,TEXTBOOK,3.29866453,7.82133547,INFORMATION,INFORMATION,3.61453274,7.50546726,LABELS,LABEL,2.08138453,9.03861547,GRAPH,GRAPH,1.755222716,9.364777284,0,SCHOOL,0,TEXTBOOK,0,INFORMATION,0,LABELS,0,GRAPH,0,0,1,9.364777284,6,n-cue,n-5,3.926285841,0,1,5,1,2.38
22,6,7,DIAGRAM,ILLUSTRATE,1836.6,ILLUSTRATE,NA,1.309493731,9.810506269,ILLUSTRATE,ILLUSTRATE,DISPLAY,DISPLAY,1.912380264,9.207619736,INFORMATION,INFORMATION,4.046387167,7.073612833,ADVISORY,ADVISORY,4.03011265,7.08988735,PICTURE,PICTURE,2.30649992,8.81350008,DRAWING,DRAWING,0.89327742,10.22672258,0,DISPLAY,3.09740809,INFORMATION,1.172739796,ADVISORY,0,PICTURE,3.462590743,DRAWING,0,3.462590743,5,10.22672258,6,n-4,n-5,3.26401458,1,1,5,4,3.31
23,6,7,DIAGRAM,POWERPOINT,2543,POWERPOINT,NA,1.213699116,9.906300884,POWERPOINT,POWERPOINT,CHART,CHART,1.194609909,9.925390091,SCIENCE,SCIENCE,2.34700325,8.77299675,MATHS,MATH,1.612272176,9.507727824,DRAWING,DRAWING,2.198989949,8.921010051,EXPLANATION,EXPLAINATION,4.316417193,6.803582807,0,CHART,0,SCIENCE,0,MATHS,0,DRAWING,0,EXPLANATION,0,0,1,9.925390091,2,n-cue,n-1,3.40534636,0,1,1,1,2.56
30,6,7,DIAGRAM,CIRCLE,5136.8,CIRCLE,NA,1.264546547,9.855453453,CIRCLE,CIRCLE,MATH,MATH,2.308293961,8.811706039,SCIENCE,SCIENCE,2.537161484,8.582838516,EXPLANATION,EXPLANATION,5.231142295,5.888857705,LINES,LINE,1.838210584,9.281789416,CHART,CHART,1.217757028,9.902242972,4.167073832,MATH,0,SCIENCE,0,EXPLANATION,0,LINES,3.047232111,CHART,1.249361744,4.167073832,1,9.902242972,6,n-cue,n-5,3.710692657,0,1,5,4,4.37
33,6,7,DIAGRAM,MAP,857.2,MAP,NA,1.225049725,9.894950275,MAP,MAP,INFORMATIVE,INFORMATIVE,3.707050926,7.412949074,DETAILED,DETAILED,2.579769472,8.540230528,VIEW,VIEW,2.434313542,8.685686458,EXPLANATION,EXPLANATION,5.332421105,5.787578895,INSTRUCTION,INSTRUCXTION,4.642957233,6.477042767,3.687086721,INFORMATIVE,0,DETAILED,4.555369997,VIEW,0,EXPLANATION,2.029276149,INSTRUCTION,0,4.555369997,3,9.894950275,1,n-2,n-cue,2.933082162,1,0,3,2,4.52
39,6,7,DIAGRAM,PIE,229.6,PIE,NA,5.677562193,5.442437807,PIE,PIE,SCATTER,SCATTER,5.743701211,5.376298789,PLOT,PLOT,5.510520149,5.609479851,DATA,DATA,5.447978305,5.672021695,SCIENCE,SCIENCE,4.362015761,6.757984239,MATHS,MATH,5.625914363,5.494085637,2.590892846,SCATTER,4.654484664,PLOT,0,DATA,0,SCIENCE,0,MATHS,0,4.654484664,2,6.757984239,5,n-1,n-4,2.360971884,1,1,4,1,4.55
7,7,7,DOORMAT,FOOT,539.6,FOOT,NA,2.096117991,9.023882009,FOOT,FOOT,RUB,RUB,4.267220326,6.852779674,DIRTY,DIRTY,4.019120274,7.100879726,INDOOR,INDOOR,3.715194144,7.404805856,OUTDOOR,OUTDOOR,4.625221629,6.494778371,TRAMPLE,TRAMPLED,2.155932664,8.964067336,0,RUB,3.099738997,DIRTY,0,INDOOR,0.052232266,OUTDOOR,0.574416913,TRAMPLE,0,3.099738997,2,9.023882009,1,n-1,n-cue,2.732071941,1,0,5,1,4.92
8,7,7,DOORMAT,BUILDING,738,BUILDING,NA,2.9122006,8.2077994,BUILDING,BUILDING,HOUSE,HOUSE,1.355869379,9.764130621,ENTRANCE,ENTRANCE,1.665502635,9.454497365,DOOR,DOOR,1.211770513,9.908229487,DRY,DRY,2.703286044,8.416713956,RAIN,RAIN,3.00625973,8.11374027,0,HOUSE,1.76815257,ENTRANCE,2.047216876,DOOR,0.993644073,DRY,0.132399771,RAIN,0,2.047216876,3,9.908229487,4,n-2,n-3,2.868056362,1,1,3,2,5.24
12,7,7,DOORMAT,MATERIAL,5827,MATERIAL,NA,2.819701773,8.300298227,MATERIAL,MATERIAL,SHOES,SHOE,3.149916456,7.970083544,FOOT,FEET,3.889285744,7.230714256,DIRTY,DIRTY,2.161318393,8.958681607,WALK,WALK,4.256862994,6.863137006,ENTRANCE,ENTRANCE,2.947489317,8.172510683,0,SHOES,0,FOOT,0,DIRTY,1.34366194,WALK,0,ENTRANCE,0,1.34366194,4,8.958681607,4,n-3,n-3,3.765445018,1,1,3,3,4.57
13,7,7,DOORMAT,WET,7013,WET,NA,4.262705366,6.857294634,WET,WET,HOME,HOME,2.992851281,8.127148719,HOUSE,HOUSE,3.564899565,7.555100435,WIPE,WIPE,3.565829936,7.554170064,SHOES,SHOE,3.843445971,7.276554029,MAT,MAT,3.926557595,7.193442405,0,HOME,0,HOUSE,0,WIPE,4.651068575,SHOES,1.542171149,MAT,1.649799156,4.651068575,4,8.127148719,2,n-3,n-1,3.845903839,1,1,1,3,4.76
15,7,7,DOORMAT,HOMELY,1929.9,HOMELY,NA,2.893865993,8.226134007,HOMELY,HOMELY,WIPE,WIPING,4.389974546,6.730025454,MUD,MUD,2.897546809,8.222453191,FOOT,FEET,4.408181497,6.711818503,KEYS,KEY,3.888425008,7.231574992,HOME,HOME,2.986641073,8.133358927,0,WIPE,0,MUD,0,FOOT,0,KEYS,0,HOME,2.218764875,2.218764875,6,8.226134007,1,n-5,n-cue,3.285534806,1,0,2,5,3.5
22,7,7,DOORMAT,OUTSIDE,1509.3,OUTSIDE,NA,4.789248495,6.330751505,OUTSIDE,OUTSIDE,DOOR,DOOR,3.897854843,7.222145157,SHOES,SHOE,4.081667512,7.038332488,SHOWS,SHOW,3.393783038,7.726216962,FOOT,FEET,4.752509956,6.367490044,CLEAN,CLEAN,3.489676171,7.630323829,0,DOOR,2.95653562,SHOES,0,SHOWS,0,FOOT,1.024700331,CLEAN,0.039032076,2.95653562,2,7.726216962,4,n-1,n-3,3.178775572,1,1,3,1,5.32
23,7,7,DOORMAT,WEAK,834.1,WEAK,NA,4.377942201,6.742057799,WEAK,WEAK,BOOTS,BOOT,4.666265746,6.453734254,HOME,HOME,2.605298378,8.514701622,HOUSE,HOUSE,3.665143172,7.454856828,DOOR,DOOR,4.282339681,6.837660319,SHOES,SHOE,4.451288094,6.668711906,0,BOOTS,0,HOME,0,HOUSE,0,DOOR,0,SHOES,0,0,1,8.514701622,3,n-cue,n-2,2.921218121,0,1,2,1,4.33
30,7,7,DOORMAT,RECTANGLE,3780.2,RECTANGLE,NA,3.091555302,8.028444698,RECTANGLE,RECTANGLE,WELCOME,WELCOME,4.353395711,6.766604289,MUD,MUD,2.411988141,8.708011859,SLOGAN,SLOGAN,3.973048097,7.146951903,DIRT,DIRT,3.429165775,7.690834225,SHY,SHY,3.280687718,7.839312282,0,WELCOME,0,MUD,0,SLOGAN,0,DIRT,0,SHY,0,0,1,8.708011859,3,n-cue,n-2,3.577514778,0,1,2,1,3.38
33,7,7,DOORMAT,BROWN,3336,BROWN,NA,3.096180131,8.023819869,BROWN,BROWN,BRISTLY,BRISTLY,2.887037074,8.232962926,INSIDE,INSIDE,2.458790952,8.661209048,OUTSIDE,OUTSIDE,4.819738876,6.300261124,FOOT,FEET,4.663499838,6.456500162,SHOES,SHOE,4.525658012,6.594341988,3.14060191,BRISTLY,0,INSIDE,0.219581419,OUTSIDE,0.160768414,FOOT,0.518818754,SHOES,1.665937777,3.14060191,1,8.661209048,3,n-cue,n-2,3.523226042,0,1,2,5,5.01
39,7,7,DOORMAT,WELCOMING,345.5,WELCOMING,NA,4.114823804,7.005176196,WELCOMING,WELCOMING,DIRTY,DIRTY,3.825662922,7.294337078,WIPE,WIPE,4.372567494,6.747432506,CLEAN,CLEAN,4.328660663,6.791339337,HOME,HOME,3.065502461,8.054497539,HALLWAY,HALLWAY,3.649467877,7.470532123,0,DIRTY,0,WIPE,0,CLEAN,1.137899906,HOME,2.11881339,HALLWAY,6.62884044,6.62884044,6,8.054497539,5,n-5,n-4,2.538448052,1,1,4,5,3.88
2,8,7,ENAMEL,DENTIST,767.8,DENTIST,NA,2.825220308,8.294779692,DENTIST,DENTIST,MOUTH,MOUTH,2.111449188,9.008550812,COATING,COATING,3.734925477,7.385074523,WHITE,WHITE,4.04868424,7.07131576,TEETH,TEETH,2.017115364,9.102884636,SURFACE,SURFACE,4.024086194,7.095913806,0,MOUTH,2.928288339,COATING,0,WHITE,0.031780039,TEETH,5.700652818,SURFACE,0,5.700652818,5,9.102884636,5,n-4,n-4,2.885248108,1,1,4,4,3.76
5,8,7,ENAMEL,SCRATCH PROOF,2643.9,SCRATCH PROOF,SCRATCH PROOF,3.610455787,7.509544213,SCRATCH PROOF,SCRATCH PROOF,RESISTANT,RESISTANT,2.831682796,8.288317204,HARD,HARD,2.848558905,8.271441095,DECORATION,DECORATION,3.444405627,7.675594373,PAINTWORK,PAINTWORK,3.553669524,7.566330476,BATH,BATH,3.88341051,7.23658949,NA,RESISTANT,NA,HARD,NA,DECORATION,NA,PAINTWORK,NA,BATH,NA,NA,NA,8.288317204,2,NA,n-1,3.422245025,NA,1,1,NA,NA
6,8,7,ENAMEL,COLOURS,2288.3,COLOUR,COLORS,3.172041441,7.947958559,COLORS,COLOURS,PROTECTION,PROTECTION,3.313558154,7.806441846,VARNISH,VARNISH,3.680949573,7.439050427,NAIL,NAIL,5.440264006,5.679735994,EMULSION,EMULSION,NA,NA,GLOSS,GLOS,2.825987315,8.294012685,4.630509712,PROTECTION,0,VARNISH,2.107001878,NAIL,3.673540714,EMULSION,4.336691379,GLOSS,3.792366275,4.630509712,1,8.294012685,6,n-cue,n-5,3.359512961,0,1,5,4,4.69
14,8,7,ENAMEL,TOOTHPASTE,603.3,TOOTHPASTE,NA,4.612405772,6.507594228,TOOTHPASTE,TOOTHPASTE,TEETH,TEETH,3.933853636,7.186146364,GLASSY,GLASSY,5.331432912,5.788567088,GLOSSY,GLOSSY,5.71612738,5.40387262,COLORFUL,COLORFUL,6.140918855,4.979081145,TEETH,TEETH,3.933853636,7.186146364,5.275362082,TEETH,6.535021761,GLASSY,0,GLOSSY,0,COLOURFUL,0,TEETH,6.535021761,6.535021761,2,7.186146364,2,n-1,n-1,2.780533325,1,1,1,1,3.35
16,8,7,ENAMEL,DECORATION,385.3,DECORATION,NA,2.557763294,8.562236706,DECORATION,DECORATION,ART,ART,1.754881106,9.365118894,KNIFE,KNIVE,1.59854374,9.52145626,FORKS,FORK,3.452532881,7.667467119,PLATES,PLATE,2.094516794,9.025483206,CUPS,CUP,3.332022067,7.787977933,7.454830856,ART,3.453707106,KNIFE,0,FORKS,0,PLATES,3.756334844,CUPS,2.005164092,7.454830856,1,9.52145626,3,n-cue,n-2,2.585799009,0,1,2,4,4.13
21,8,7,ENAMEL,SPARKLING,7850,SPARKLING,NA,2.6079733,8.5120267,SPARKLING,SPARKLING,SMOOTH,SMOOTH,4.949595809,6.170404191,CHIPPED,CHIPPED,2.782912923,8.337087077,PAINT,PAINT,3.686575198,7.433424802,SHINY,SHINY,1.636447932,9.483552068,VARNISH,VARNISH,2.896642275,8.223357725,0,SMOOTH,0,CHIPPED,0,PAINT,0.80187573,SHINY,6.096305766,VARNISH,0,6.096305766,5,9.483552068,5,n-4,n-4,3.894869657,1,1,4,4,3.76
27,8,7,ENAMEL,PAINT,774.2,PAINT,NA,3.034097428,8.085902572,PAINT,PAINT,COATING,COATING,2.968426049,8.151573951,DENTIST,DENTIST,4.052674692,7.067325308,WHITE,WHITE,3.85477685,7.26522315,TISSUE,TISSUE,2.807825122,8.312174878,MATERIAL,MATERIAL,2.42269959,8.69730041,4.256319634,COATING,1.925704317,DENTIST,0,WHITE,3.70960301,TISSUE,3.934284848,MATERIAL,0.107502012,4.256319634,1,8.69730041,6,n-cue,n-5,2.888853167,0,1,5,4,4.7
34,8,7,ENAMEL,NAIL POLISH,412.2,NAIL POLISH,NA,3.901900344,7.218099656,NAIL POLISH,NAIL POLISH,LONG WEARING,LONG WEARING,2.578633325,8.541366675,STRONG,STRONG,4.855185937,6.264814063,SOLID,SOLID,3.742459722,7.377540278,HARD,HARD,4.022660404,7.097339596,TEETH,TEETH,5.454834995,5.665165005,NA,LONG WEARING,NA,STRONG,NA,SOLID,NA,HARD,NA,TEETH,NA,NA,NA,8.541366675,2,NA,n-1,2.615107987,NA,1,1,NA,NA
35,8,7,ENAMEL,FILM,4956,FILM,NA,3.073493343,8.046506657,FILM,FILM,POLISH,POLISH,2.98794108,8.13205892,PROTECT,PROTECT,3.094862216,8.025137784,GLAZE,GLAZE,4.044254162,7.075745838,METAL,METAL,2.88344072,8.23655928,WHITE,WHITE,2.750288727,8.369711273,0,POLISH,0,PROTECT,0,GLAZE,0,METAL,0,WHITE,0.566667971,0.566667971,6,8.369711273,6,n-5,n-5,3.695131298,1,1,5,5,5.26
38,8,7,ENAMEL,TOOTHPASTE,608.3,TOOTHPASTE,NA,4.612405772,6.507594228,TOOTHPASTE,TOOTHPASTE,TOOTHBRUSH,TOOTHBRUSH,3.955377036,7.164622964,PROTECTION,PROTECTION,5.487739505,5.632260495,PAIN,PAIN,6.162131349,4.957868651,DENTIST,DENTIST,4.039673823,7.080326177,DECAY,DECAY,4.36623643,6.75376357,5.275362082,TOOTHBRUSH,10.60079165,PROTECTION,0,PAIN,0,DENTIST,5.275362082,DECAY,0,10.60079165,2,7.164622964,2,n-1,n-1,2.784117816,1,1,1,1,3.35
4,9,7,FARMYARD,CHICKEN,497,CHICKEN,NA,4.268438961,6.851561039,CHICKEN,CHICKEN,SHEEP,SHEEP,4.243149873,6.876850127,DUCK,DUCK,3.239020891,7.880979109,COW,COW,3.286464807,7.833535193,PIG,PIG,2.634459502,8.485540498,FARMER,FARMER,3.827571495,7.292428505,3.201155979,SHEEP,0.56320987,DUCK,3.945823118,COW,0.492422465,PIG,2.115111075,FARMER,2.230993674,3.945823118,3,8.485540498,5,n-2,n-4,2.696356389,1,1,4,2,4.82
9,9,7,FARMYARD,SCRAPMETAL,3272.3,SCRAPMETAL,SCRAPMETAL,NA,NA,SCRAPMETAL,SCRAPMETAL,CHICKEN,CHICKEN,NA,NA,TRACTOR,TRACTOR,NA,NA,DUNG,DUNG,NA,NA,FARMER,FARMER,NA,NA,COW,COW,NA,NA,NA,CHICKEN,NA,TRACTOR,NA,DUNG,NA,FARMER,NA,COW,NA,NA,NA,NA,NA,NA,NA,3.514853112,NA,NA,NA,NA,NA
17,9,7,FARMYARD,OINK,1326.2,OINK,NA,4.741424745,6.378575255,OINK,OINK,MOO,MOO,0.644611766,10.47538823,CLUCK,CLUCK,1.038536887,10.08146311,MANURE,MANURE,5.226110819,5.893889181,MUCK,MUCK,5.087391521,6.032608479,DIRT,DIRT,5.767648663,5.352351337,0,MOO,7.291084193,CLUCK,10.17329053,MANURE,0,MUCK,0,DIRT,0,10.17329053,3,10.47538823,2,n-2,n-1,3.122609024,1,1,1,2,3.79
19,9,7,FARMYARD,CHICKENS,1426,CHICKEN,NA,4.268438961,6.851561039,CHICKENS,CHICKENS,TRACTOR,TRACTOR,4.517889038,6.602110962,EGGS,EGG,2.18111726,8.93888274,HENS,HEN,3.367004772,7.752995228,FARMER,FARMER,3.827571495,7.292428505,BARN,BARN,4.385269793,6.734730207,5.944185601,TRACTOR,2.455870494,EGGS,6.355671665,HENS,7.345930066,FARMER,4.211062493,BARN,2.869534652,7.345930066,4,8.93888274,3,n-3,n-2,3.154119526,1,1,2,3,4.12
20,9,7,FARMYARD,PIG,1909.3,PIG,NA,2.111553088,9.008446912,PIG,PIG,ROOSTER,ROOSTER,2.374906294,8.745093706,HEN,HEN,1.243946243,9.876053757,BARN,BARN,2.266874226,8.853125774,MANURE,MANURE,2.947629119,8.172370881,CHICKEN,CHICKEN,2.634459502,8.485540498,4.686950253,ROOSTER,3.551814175,HEN,2.852184733,BARN,1.934227399,MANURE,6.451576631,CHICKEN,2.115111075,6.451576631,5,9.876053757,3,n-4,n-2,3.280874173,1,1,2,4,4.51
26,9,7,FARMYARD,GRASS,389.9,GRAS,NA,2.779377441,8.340622559,GRASS,GRASS,FIELD,FIELD,2.144087941,8.975912059,DIRTY,DIRTY,2.190778157,8.929221843,FENCE,FENCE,3.392636287,7.727363713,TRACTOR,TRACTOR,3.469529403,7.650470597,ANIMAL,ANIMAL,3.118677668,8.001322332,0,FIELD,3.533490948,DIRTY,1.67134255,FENCE,2.053256701,TRACTOR,3.251526328,ANIMAL,1.123758305,3.533490948,2,8.975912059,2,n-1,n-1,2.590953235,1,1,1,1,4.58
29,9,7,FARMYARD,PLANTS,317.9,PLANT,NA,3.10305241,8.01694759,PLANTS,PLANTS,ANIMALS,ANIMAL,3.04693571,8.07306429,GREEN,GREEN,4.71436803,6.40563197,GRASS,GRAS,2.48218202,8.63781798,FARMER,FARMER,3.164152159,7.955847841,YARD,YARD,2.62366215,8.49633785,0,ANIMALS,5.355314071,GREEN,1.955031982,GRASS,3.455601094,FARMER,0.71123759,YARD,0,5.355314071,2,8.63781798,4,n-1,n-3,2.502290528,1,1,3,1,4.73
31,9,7,FARMYARD,CHICKEN,260.4,CHICKEN,NA,4.268438961,6.851561039,CHICKEN,CHICKEN,DUCKS,DUCK,3.239020891,7.880979109,PIG,PIG,2.634459502,8.485540498,HORSE,HORSE,4.235863376,6.884136624,COW,COW,3.286464807,7.833535193,FARMER,FARMER,3.827571495,7.292428505,3.201155979,DUCKS,1.835938089,PIG,2.115111075,HORSE,0,COW,0.492422465,FARMER,2.230993674,3.201155979,1,8.485540498,3,n-cue,n-2,2.41564098,0,1,2,5,4.82
32,9,7,FARMYARD,BARNS,2546.3,BARN,NA,1.667567758,9.452432242,BARNS,BARNS,TRACTORS,TRACTOR,2.390703664,8.729296336,FARMERS,FARMER,1.172686144,9.947313856,HAYBAILS,HAYBAIL,NA,NA,POO PICKING,POO PICKING,2.904408013,8.215591987,MUD,MUD,1.845188005,9.274811995,6.283306708,TRACTORS,0,FARMERS,0,HAYBAILS,NA,POO PICKING,NA,MUD,3.727735777,6.283306708,1,9.947313856,3,n-cue,n-2,3.40590957,0,1,2,5,3.23
37,9,7,FARMYARD,COCKEREL,1856.1,COCKEREL,COCKEREL,NA,NA,COCKEREL,COCKEREL,HAY,HAY,NA,NA,BARN,BARN,NA,NA,HORSES,HORSE,NA,NA,SHEEP,SHEEP,NA,NA,COWS,COW,NA,NA,6.967706837,HAY,0,BARN,0,HORSES,0,SHEEP,4.329760728,COWS,0,6.967706837,1,NA,NA,n-cue,NA,3.268601371,0,NA,NA,4,3.21
4,10,7,FIG,MASCARPONE,4670.8,MASCARPONE,MASCARPONE,NA,NA,MASCARPONE,MASCARPONE,DELICIOUS,DELICIOU,NA,NA,BROWN,BROWN,NA,NA,FRUIT,FRUIT,NA,NA,CHUTNEY,CHUTNEY,NA,NA,JAM,JAM,NA,NA,0,DELICIOUS,4.041626916,BROWN,3.470991583,FRUIT,5.630912696,CHUTNEY,0,JAM,5.782306376,5.782306376,6,NA,NA,n-5,NA,3.669391272,1,NA,NA,5,3.14
9,10,7,FIG,FRUIT,195,FRUIT,NA,2.109031601,9.010968399,FRUIT,FRUIT,TREE,TREE,4.988639957,6.131360043,ROLL,ROLL,3.693372379,7.426627621,GRANDMOTHER,GRANDMOTHER,5.187009729,5.932990271,BISCUIT,BISCUIT,0.999760624,10.12023938,STATUE,STATUE,5.402891223,5.717108777,5.090841652,TREE,4.148496779,ROLL,0.702564542,GRANDMOTHER,0,BISCUIT,3.064390544,STATUE,0,5.090841652,1,10.12023938,5,n-cue,n-4,2.290034611,0,1,4,1,4.73
17,10,7,FIG,TART,4235.8,TART,NA,2.468200737,8.651799263,TART,TART,NEWTON,NEWTON,NA,NA,JAM,JAM,3.469497853,7.650502147,MUSTY,MUSTY,4.670252089,6.449747911,EXOTIC,EXOTIC,3.510392915,7.609607085,FRUIT,FRUIT,4.095553955,7.024446045,8.188815731,NEWTON,0,JAM,6.768078951,MUSTY,0,EXOTIC,0,FRUIT,4.678085816,8.188815731,1,8.651799263,1,n-cue,n-cue,3.626935446,0,0,2,2,4.02
19,10,7,FIG,SEEDS,796,SEED,NA,2.776892461,8.343107539,SEEDS,SEEDS,LARGE,LARGE,2.353988484,8.766011516,DATES,DATE,2.157979794,8.962020206,STALK,STALK,3.251615479,7.868384521,LUSCIOUS,LUSCIOU,2.425496947,8.694503053,BROWN,BROWN,3.640616046,7.479383954,4.035734102,LARGE,1.260182199,DATES,0.113772079,STALK,4.31056242,LUSCIOUS,0,BROWN,1.674938337,4.31056242,4,8.962020206,3,n-3,n-2,2.900913068,1,1,2,3,4.34
20,10,7,FIG,PEAR,391.7,PEAR,NA,0.662680492,10.45731951,PEAR,PEAR,PLUM,PLUM,1.958334854,9.161665146,PEACH,PEACH,1.670166036,9.449833964,SOUR,SOUR#,2.806632943,8.313367057,RAISIN,RAISIN,1.216581936,9.903418064,PASSION FRUIT,PASSIONFRUIT,1.004707858,10.11529214,6.544210758,PLUM,8.760318397,PEACH,7.703894588,SOUR,5.302883513,RAISIN,0,PASSION FRUIT,NA,8.760318397,2,10.45731951,1,n-1,n-cue,2.592953572,1,0,5,1,3.83
26,10,7,FIG,FIGGY PUDDING,8433.8,FIGGY PUDDING,PUDDING,1.345552451,9.774447549,PUDDING,PUDDING,DESSERT,DESSERT,2.291158951,8.828841049,PUDDING,PUDDING,0,11.12,TREE,TREE,5.289292145,5.830707855,FRUIT,FRUIT,2.203848213,8.916151787,BISCUIT,BISCUIT,1.880829498,9.239170502,5.713806007,DESSERT,6.043580466,PUDDING,8.196260786,TREE,0,FRUIT,3.805112106,BISCUIT,0.549851375,8.196260786,3,11.12,3,n-2,n-2,3.926023298,1,1,2,2,4.44
